episode,timesteps,time_alive,ep_length,reward,best_reward,best_ep_length,train/loss,train/distill_loss,train/distill_coef,train/learning_rate,rollout/exploration_rate
120,1591,2.3319737911224365,14,-4.689999997615814,6.790000036358833,58,39.92124557495117,0.0311132725328207,0.9603,5e-05,0.9344125000000001
121,1600,2.313873529434204,9,-4.849999999627471,6.790000036358833,58,27.622861862182617,0.037036918103694916,0.9601,5e-05,0.9340412499999998
122,1611,2.3974945545196533,11,-4.839999999850988,6.790000036358833,58,52.637508392333984,0.018815577030181885,0.9598,5e-05,0.9335875000000001
123,1613,1.182589054107666,2,-5.0,6.790000036358833,58,77.99064636230469,0.03397533297538757,0.9597,5e-05,0.933505
124,1631,3.2303788661956787,18,-4.599999997764826,6.790000036358833,58,40.97298812866211,0.028905527666211128,0.9593,5e-05,0.9327624999999999
125,1633,1.1662416458129883,2,-5.0,6.790000036358833,58,3.0408294200897217,0.032906755805015564,0.9592,5e-05,0.9326800000000001
126,1640,1.6305856704711914,7,-4.829999998211861,6.790000036358833,58,16.53014373779297,0.03449017554521561,0.9591,5e-05,0.93239125
127,1655,3.047778367996216,15,-4.759999999776483,6.790000036358833,58,37.93790054321289,0.036617785692214966,0.9587,5e-05,0.9317725
128,1680,4.529680967330933,25,-4.419999996200204,6.790000036358833,58,27.93633270263672,0.05468651279807091,0.9581,5e-05,0.9307412499999999
129,1682,1.1814546585083008,2,-5.0,6.790000036358833,58,14.756795883178711,0.0380091592669487,0.958,5e-05,0.93065875
130,1704,3.6299147605895996,22,-4.359999993816018,6.790000036358833,58,25.15909194946289,0.04576016962528229,0.9575,5e-05,0.9297512499999999
131,1724,3.4294331073760986,20,-4.459999995306134,6.790000036358833,58,15.502357482910156,0.04128819704055786,0.957,5e-05,0.9289262500000001
132,1740,2.1984775066375732,16,-4.509999994188547,6.790000036358833,58,27.026611328125,0.07078534364700317,0.9566,5e-05,0.9282662500000001
133,1754,2.3317930698394775,14,-4.609999995678663,6.790000036358833,58,37.096153259277344,0.03485769405961037,0.9562,5e-05,0.92768875
134,1766,2.08162260055542,12,-4.659999996423721,6.790000036358833,58,36.59557342529297,0.037608690559864044,0.9559,5e-05,0.92719375
135,1768,1.1319246292114258,2,-5.0,6.790000036358833,58,36.59557342529297,0.037608690559864044,0.9559,5e-05,0.9271112499999998
136,1781,2.4637985229492188,13,-4.689999997615814,6.790000036358833,58,25.474275588989258,0.020282335579395294,0.9555,5e-05,0.926575
137,1783,1.1320183277130127,2,-5.0,6.790000036358833,58,,,,,0.9264924999999998
138,1787,1.1156022548675537,4,-4.980000000447035,6.790000036358833,58,48.62181091308594,0.031262725591659546,0.9554,5e-05,0.9263274999999999
139,1798,2.214676856994629,11,-4.799999998882413,6.790000036358833,58,36.93647766113281,0.042670805007219315,0.9551,5e-05,0.9258737499999998
140,1808,1.6488256454467773,10,-4.8099999986588955,6.790000036358833,58,25.807531356811523,0.026626823469996452,0.9549,5e-05,0.92546125
141,1810,1.1658282279968262,2,-5.0,6.790000036358833,58,3.894308090209961,0.03989844396710396,0.9548,5e-05,0.9253787499999999
142,1827,2.5139081478118896,17,-4.4499999936670065,6.790000036358833,58,26.953502655029297,0.04094969481229782,0.9544,5e-05,0.9246775
143,1839,2.297889471054077,12,-4.749999998137355,6.790000036358833,58,58.46123123168945,0.04699476808309555,0.9541,5e-05,0.9241825000000001
144,1858,3.4963982105255127,19,-4.549999997019768,6.790000036358833,58,47.71744155883789,0.03531848266720772,0.9536,5e-05,0.92339875
145,1860,1.1330361366271973,2,-5.0,6.790000036358833,58,,,,,0.92331625
146,1866,1.1817524433135986,6,-4.889999998733401,6.790000036358833,58,14.314711570739746,0.05997135490179062,0.9534,5e-05,0.9230687500000001
147,1878,2.5146803855895996,12,-4.779999999329448,6.790000036358833,58,26.40288734436035,0.04760542884469032,0.9531000000000001,5e-05,0.9225737499999999
148,1891,2.2304141521453857,13,-4.619999995455146,6.790000036358833,58,48.116817474365234,0.04519789665937424,0.9528,5e-05,0.9220375
149,1910,3.2973179817199707,19,-4.439999993890524,6.790000036358833,58,15.107257843017578,0.03312242776155472,0.9523,5e-05,0.92125375
150,1946,5.378443241119385,36,-3.8599999882280827,6.790000036358833,58,24.807138442993164,0.032517485320568085,0.9514,5e-05,0.9197687500000001
151,1959,2.380923271179199,13,-4.709999997168779,6.790000036358833,58,47.71548843383789,0.038502518087625504,0.9511000000000001,5e-05,0.9192324999999999
152,1969,1.998413324356079,10,-4.799999998882413,6.790000036358833,58,27.884008407592773,0.0313967764377594,0.9508,5e-05,0.9188200000000002
153,1971,1.1320374011993408,2,-5.0,6.790000036358833,58,,,,,0.9187375
154,1978,1.1819562911987305,7,-4.74999999627471,6.790000036358833,58,37.109291076660156,0.024843720719218254,0.9506,5e-05,0.9184487499999999
155,2004,4.695162296295166,26,-4.409999996423721,6.790000036358833,58,62.87836837768555,0.0416053906083107,0.95,5e-05,0.9173762499999999
156,2030,4.430041790008545,26,-4.289999993517995,6.790000036358833,58,30.191272735595703,0.039875537157058716,0.9493,5e-05,0.9163037500000002
157,2058,4.628787040710449,28,-4.189999992027879,6.790000036358833,58,39.548988342285156,0.048355840146541595,0.9486,5e-05,0.91514875
158,2066,1.998905897140503,8,-4.9400000013411045,6.790000036358833,58,58.14716339111328,0.04446255788207054,0.9484,5e-05,0.9148187499999999
159,2068,1.1313481330871582,2,-5.0,6.790000036358833,58,58.14716339111328,0.04446255788207054,0.9484,5e-05,0.9147362500000001
160,2087,3.5145907402038574,19,-4.549999997019768,6.790000036358833,58,37.889312744140625,0.041352950036525726,0.9479,5e-05,0.9139525000000002
161,2100,1.996659517288208,13,-4.619999995455146,6.790000036358833,58,38.18160629272461,0.035263799130916595,0.9476,5e-05,0.9134162499999999
162,2102,1.1824071407318115,2,-5.0,6.790000036358833,58,51.88722610473633,0.031311728060245514,0.9475,5e-05,0.91333375
163,2120,3.4466278553009033,18,-4.519999995827675,6.790000036358833,58,22.111330032348633,0.03613036870956421,0.9471,5e-05,0.91259125
164,2130,2.1821448802948,10,-4.759999997913837,6.790000036358833,58,43.88764190673828,0.03141537308692932,0.9468,5e-05,0.9121787499999998
165,2140,1.9971380233764648,10,-4.759999997913837,6.790000036358833,58,40.81090545654297,0.03190208971500397,0.9466,5e-05,0.9117662500000001
166,2156,2.3487703800201416,16,-4.53999999538064,6.790000036358833,58,48.30683135986328,0.03438330069184303,0.9462,5e-05,0.9111062500000002
167,2166,1.8642346858978271,10,-4.8099999986588955,6.790000036358833,58,29.71322250366211,0.04468784108757973,0.9459,5e-05,0.9106937500000001
168,2178,2.230799913406372,12,-4.709999997168779,6.790000036358833,58,71.01319122314453,0.0333859883248806,0.9456,5e-05,0.9101987500000001
169,2180,1.1315698623657227,2,-5.0,6.790000036358833,58,,,,,0.91011625
170,2201,3.447913408279419,21,-4.409999994561076,6.790000036358833,58,56.942569732666016,0.026025280356407166,0.945,5e-05,0.9092500000000001
171,2222,3.330977439880371,21,-4.409999994561076,6.790000036358833,58,41.473751068115234,0.0361812599003315,0.9445,5e-05,0.9083837499999999
172,2234,2.1475064754486084,12,-4.699999997392297,6.790000036358833,58,53.310577392578125,0.059413306415081024,0.9442,5e-05,0.90788875
173,2236,1.1317546367645264,2,-5.0,6.790000036358833,58,,,,,0.9078062500000001
174,2256,3.5140137672424316,20,-4.459999995306134,6.790000036358833,58,35.778072357177734,0.036974769085645676,0.9437,5e-05,0.9069812499999999
175,2266,2.1806957721710205,10,-4.8099999986588955,6.790000036358833,58,32.009300231933594,0.05144646391272545,0.9434,5e-05,0.9065687500000001
176,2274,2.0151407718658447,8,-4.900000000372529,6.790000036358833,58,42.474979400634766,0.038767505437135696,0.9432,5e-05,0.9062387500000002
177,2305,4.428584337234497,31,-3.999999988824129,6.790000036358833,58,28.323793411254883,0.020844746381044388,0.9424,5e-05,0.9049599999999999
178,2315,2.364452838897705,10,-4.849999999627471,6.790000036358833,58,63.37493133544922,0.03886138275265694,0.9422,5e-05,0.9045475000000001
179,2326,2.380974292755127,11,-4.839999999850988,6.790000036358833,58,53.88270950317383,0.039465826004743576,0.9419,5e-05,0.90409375
180,2342,3.114133596420288,16,-4.669999998062849,6.790000036358833,58,23.416898727416992,0.03215162456035614,0.9415,5e-05,0.9034337500000001
181,2358,3.1132266521453857,16,-4.6599999982863665,6.790000036358833,58,53.588951110839844,0.029311466962099075,0.9411,5e-05,0.9027737500000002
182,2368,2.1985862255096436,10,-4.849999999627471,6.790000036358833,58,37.09324264526367,0.024794865399599075,0.9409,5e-05,0.90236125
183,2370,1.1823132038116455,2,-5.0,6.790000036358833,58,28.9685115814209,0.03591495379805565,0.9408,5e-05,0.9022787499999999
184,2380,1.9141020774841309,10,-4.759999997913837,6.790000036358833,58,45.80646896362305,0.03377792611718178,0.9406,5e-05,0.9018662500000001
185,2395,2.6979804039001465,15,-4.599999995902181,6.790000036358833,58,63.49408721923828,0.05093957856297493,0.9402,5e-05,0.9012475000000001
186,2429,4.71173357963562,34,-3.849999986588955,6.790000036358833,58,64.71484375,0.04658907651901245,0.9393,5e-05,0.899845
187,2431,1.1336219310760498,2,-5.0,6.790000036358833,58,64.71484375,0.04658907651901245,0.9393,5e-05,0.8997624999999999
188,2445,2.3642873764038086,14,-4.639999996870756,6.790000036358833,58,22.1788387298584,0.03039257600903511,0.9389,5e-05,0.8991850000000001
189,2447,1.1319434642791748,2,-5.0,6.790000036358833,58,,,,,0.8991024999999999
190,2468,3.2471377849578857,21,-4.409999994561076,6.790000036358833,58,43.76969909667969,0.04222319275140762,0.9384,5e-05,0.8982362500000001
191,2470,1.1812918186187744,2,-5.0,6.790000036358833,58,26.955385208129883,0.027896463871002197,0.9383,5e-05,0.89815375
192,2482,2.2988011837005615,12,-4.699999997392297,6.790000036358833,58,35.04329299926758,0.03496561199426651,0.938,5e-05,0.89765875
193,2501,3.679313898086548,19,-4.549999997019768,6.790000036358833,58,36.69160842895508,0.04233257472515106,0.9375,5e-05,0.896875
194,2509,2.014702558517456,8,-4.900000000372529,6.790000036358833,58,34.262447357177734,0.040404848754405975,0.9373,5e-05,0.896545
195,2522,2.3647093772888184,13,-4.659999996423721,6.790000036358833,58,36.44319152832031,0.05169761925935745,0.937,5e-05,0.8960087499999998
196,2535,2.14705491065979,13,-4.619999995455146,6.790000036358833,58,36.987823486328125,0.025074802339076996,0.9367,5e-05,0.8954725
197,2545,2.0155513286590576,10,-4.849999999627471,6.790000036358833,58,33.890342712402344,0.04056532680988312,0.9364,5e-05,0.8950599999999999
198,2549,1.148390769958496,4,-4.899999998509884,6.790000036358833,58,37.865936279296875,0.05898859351873398,0.9363,5e-05,0.8948949999999999
199,2554,1.1663599014282227,5,-4.889999998733401,6.790000036358833,58,26.58154296875,0.04134420305490494,0.9362,5e-05,0.89468875
200,2564,2.1307475566864014,10,-4.799999998882413,6.790000036358833,58,19.95233726501465,0.03341793268918991,0.9359999999999999,5e-05,0.8942762500000002
201,2566,1.165431022644043,2,-5.0,6.790000036358833,58,30.518230438232422,0.040159571915864944,0.9359,5e-05,0.89419375
202,2572,1.3324167728424072,6,-4.839999997988343,6.790000036358833,58,40.067832946777344,0.038373950868844986,0.9358,5e-05,0.8939462499999998
203,2593,2.9635837078094482,21,-4.329999992623925,6.790000036358833,58,40.283660888671875,0.036589086055755615,0.9352,5e-05,0.8930800000000001
204,2595,1.1323509216308594,2,-5.0,6.790000036358833,58,40.283660888671875,0.036589086055755615,0.9352,5e-05,0.8929974999999999
205,2602,1.4987618923187256,7,-4.829999998211861,6.790000036358833,58,42.710365295410156,0.03574657440185547,0.935,5e-05,0.8927087500000002
206,2614,2.397477388381958,12,-4.749999998137355,6.790000036358833,58,39.12815475463867,0.03249015659093857,0.9347,5e-05,0.8922137499999999
207,2625,1.9808785915374756,11,-4.799999998882413,6.790000036358833,58,30.714801788330078,0.031403351575136185,0.9344,5e-05,0.8917599999999999
208,2643,2.5815091133117676,18,-4.409999992698431,6.790000036358833,58,31.489667892456055,0.03987118601799011,0.9339999999999999,5e-05,0.8910175000000001
209,2656,2.19826340675354,13,-4.699999997392297,6.790000036358833,58,58.77272033691406,0.06599283218383789,0.9337,5e-05,0.8904812499999999
210,2670,2.6135900020599365,14,-4.649999996647239,6.790000036358833,58,49.8873176574707,0.04981062561273575,0.9333,5e-05,0.8899037500000001
211,2682,2.299198865890503,12,-4.749999998137355,6.790000036358833,58,57.741580963134766,0.04216410592198372,0.933,5e-05,0.8894087499999999
212,2700,3.1788485050201416,18,-4.55999999679625,6.790000036358833,58,33.634830474853516,0.040654342621564865,0.9326,5e-05,0.8886662500000001
213,2710,2.331791877746582,10,-4.799999998882413,6.790000036358833,58,30.004661560058594,0.03903542831540108,0.9323,5e-05,0.88825375
214,2723,1.9650585651397705,13,-4.659999996423721,6.790000036358833,58,52.86656188964844,0.036028437316417694,0.9319999999999999,5e-05,0.8877175
215,2725,1.1480817794799805,2,-5.0,6.790000036358833,58,45.88084411621094,0.024599965661764145,0.9319,5e-05,0.887635
216,2739,2.348335027694702,14,-4.599999995902181,6.790000036358833,58,47.724937438964844,0.03900875896215439,0.9316,5e-05,0.8870575000000002
217,2757,3.4468204975128174,18,-4.599999997764826,6.790000036358833,58,35.489933013916016,0.05005046725273132,0.9311,5e-05,0.8863150000000001
218,2778,3.4802908897399902,21,-4.509999996051192,6.790000036358833,58,63.56391525268555,0.04723210632801056,0.9306,5e-05,0.8854487499999999
219,2793,2.214451789855957,15,-4.559999994933605,6.790000036358833,58,62.55348587036133,0.05581332743167877,0.9302,5e-05,0.8848299999999999
220,2810,2.2144851684570312,17,-4.409999992698431,6.790000036358833,58,38.1290283203125,0.0265579205006361,0.9298,5e-05,0.88412875
221,2812,1.1318800449371338,2,-5.0,6.790000036358833,58,,,,,0.8840462499999998
222,2818,1.6657397747039795,6,-4.879999998956919,6.790000036358833,58,27.674301147460938,0.023948483169078827,0.9296,5e-05,0.8837987500000001
223,2830,1.9978981018066406,12,-4.669999996200204,6.790000036358833,58,23.935596466064453,0.043846987187862396,0.9293,5e-05,0.8833037500000002
224,2840,2.1974167823791504,10,-4.849999999627471,6.790000036358833,58,71.34965515136719,0.0442083477973938,0.9291,5e-05,0.88289125
225,2842,1.1659023761749268,2,-5.0,6.790000036358833,58,45.948970794677734,0.058049753308296204,0.929,5e-05,0.8828087499999998
226,2846,1.1829707622528076,4,-4.980000000447035,6.790000036358833,58,43.18638229370117,0.04659559577703476,0.9289000000000001,5e-05,0.8826437500000002
