episode,timesteps,time_alive,ep_length,reward,best_reward,best_ep_length,train/loss,train/distill_loss,train/distill_coef,train/learning_rate,rollout/exploration_rate
537,7201,1.1818530559539795,2,-5.0,6.790000036358833,58,39.41899490356445,0.03162902966141701,0.8200000000000001,5e-05,0.7030000000000001
538,7220,3.2466676235198975,19,-4.469999995082617,6.790000036358833,58,30.8367862701416,0.04287426918745041,0.8196,5e-05,0.7022162500000001
539,7231,2.09810471534729,11,-4.759999997913837,6.790000036358833,58,43.081844329833984,0.061343662440776825,0.8193,5e-05,0.7017625000000001
540,7233,1.165374994277954,2,-5.0,6.790000036358833,58,33.6031379699707,0.0357142835855484,0.8192,5e-05,0.7016799999999999
541,7260,3.6315925121307373,27,-4.069999989122152,6.790000036358833,58,35.82581329345703,0.06719733774662018,0.8186,5e-05,0.7005662499999998
542,7274,2.6459553241729736,14,-4.649999996647239,6.790000036358833,58,34.807777404785156,0.04678763076663017,0.8182,5e-05,0.6999887500000002
543,7293,2.715174913406372,19,-4.3199999909847975,6.790000036358833,58,43.07102584838867,0.09091394394636154,0.8177,5e-05,0.6992050000000001
544,7305,2.2134127616882324,12,-4.749999998137355,6.790000036358833,58,52.8869514465332,0.06787274032831192,0.8174,5e-05,0.6987099999999998
545,7328,3.4802229404449463,23,-4.319999992847443,6.790000036358833,58,32.52489471435547,0.06619561463594437,0.8169,5e-05,0.6977612499999999
546,7351,3.2800424098968506,23,-4.239999990910292,6.790000036358833,58,41.054443359375,0.06907685846090317,0.8163,5e-05,0.6968124999999998
547,7362,2.3979926109313965,11,-4.78999999910593,6.790000036358833,58,35.076053619384766,0.047091566026210785,0.8160000000000001,5e-05,0.6963587499999999
548,7378,1.9977128505706787,16,-4.429999992251396,6.790000036358833,58,35.0363883972168,0.04519466310739517,0.8156,5e-05,0.6956987499999998
549,7391,2.215087890625,13,-4.609999995678663,6.790000036358833,58,55.0473518371582,0.04451834782958031,0.8153,5e-05,0.6951625
550,7393,1.1817948818206787,2,-5.0,6.790000036358833,58,34.99598693847656,0.06712772697210312,0.8152,5e-05,0.6950799999999999
551,7414,3.2135672569274902,21,-4.369999993592501,6.790000036358833,58,41.506187438964844,0.0464978888630867,0.8147,5e-05,0.6942137500000001
552,7429,2.6140270233154297,15,-4.639999996870756,6.790000036358833,58,35.046077728271484,0.03533850610256195,0.8143,5e-05,0.693595
553,7444,2.814025402069092,15,-4.599999995902181,6.790000036358833,58,37.41295623779297,0.06065993383526802,0.8140000000000001,5e-05,0.6929762500000001
554,7475,4.113321781158447,31,-3.9099999871104956,6.790000036358833,58,39.451297760009766,0.04515017196536064,0.8132,5e-05,0.6916975000000001
555,7486,2.1310741901397705,11,-4.799999998882413,6.790000036358833,58,40.97471237182617,0.053829971700906754,0.8129,5e-05,0.6912437499999999
556,7500,2.5980865955352783,14,-4.649999996647239,6.790000036358833,58,27.322481155395508,0.03888403996825218,0.8126,5e-05,0.6906662499999999
557,7516,2.5968756675720215,16,-4.549999995157123,6.790000036358833,58,34.663787841796875,0.057197269052267075,0.8122,5e-05,0.6900062499999999
558,7529,2.314791679382324,13,-4.659999996423721,6.790000036358833,58,40.982601165771484,0.06187303736805916,0.8118,5e-05,0.68947
559,7546,2.496703863143921,17,-4.4499999936670065,6.790000036358833,58,41.287044525146484,0.0691535621881485,0.8114,5e-05,0.6887687499999999
560,7570,3.5639498233795166,24,-4.259999992325902,6.790000036358833,58,34.26366424560547,0.04218341410160065,0.8108,5e-05,0.6877787500000001
561,7588,2.19821834564209,18,-4.32999999076128,6.790000036358833,58,34.98664855957031,0.04783137887716293,0.8104,5e-05,0.6870362499999999
562,7590,1.1819329261779785,2,-5.0,6.790000036358833,58,38.495880126953125,0.046385668218135834,0.8103,5e-05,0.68695375
563,7603,2.198190689086914,13,-4.649999996647239,6.790000036358833,58,38.817283630371094,0.0411728098988533,0.81,5e-05,0.6864174999999999
564,7624,3.1802268028259277,21,-4.339999992400408,6.790000036358833,58,46.77098083496094,0.04406781494617462,0.8095,5e-05,0.6855512500000001
565,7641,1.9481697082519531,17,-4.379999991506338,6.790000036358833,58,34.23265838623047,0.04360334202647209,0.8089999999999999,5e-05,0.68485
566,7643,1.1328504085540771,2,-5.0,6.790000036358833,58,34.23265838623047,0.04360334202647209,0.8089999999999999,5e-05,0.6847675000000001
567,7677,4.478647232055664,34,-3.799999985843897,6.790000036358833,58,39.48521423339844,0.04670713096857071,0.8081,5e-05,0.683365
568,7689,2.298319101333618,12,-4.749999998137355,6.790000036358833,58,51.6983528137207,0.0610685758292675,0.8078,5e-05,0.6828700000000001
569,7700,2.130650520324707,11,-4.709999997168779,6.790000036358833,58,46.20405578613281,0.035146888345479965,0.8076,5e-05,0.6824162500000001
570,7737,5.162540912628174,37,-3.7799999862909317,6.790000036358833,58,41.29084396362305,0.08726173639297485,0.8066,5e-05,0.68089
571,7739,1.1308841705322266,2,-5.0,6.790000036358833,58,41.29084396362305,0.08726173639297485,0.8066,5e-05,0.6808075000000002
572,7743,1.1832201480865479,4,-4.980000000447035,6.790000036358833,58,40.611148834228516,0.06404966115951538,0.8065,5e-05,0.6806424999999998
573,7759,2.5137135982513428,16,-4.4999999944120646,6.790000036358833,58,48.90107727050781,0.08772140741348267,0.8061,5e-05,0.6799824999999999
574,7782,3.281069040298462,23,-4.269999992102385,6.790000036358833,58,47.092628479003906,0.05299494042992592,0.8055,5e-05,0.6790337499999999
575,7796,2.7132108211517334,14,-4.779999999329448,6.790000036358833,58,50.690513610839844,0.08414267748594284,0.8052,5e-05,0.6784562500000002
576,7810,2.4990177154541016,14,-4.599999995902181,6.790000036358833,58,37.063079833984375,0.04712531343102455,0.8048,5e-05,0.67787875
577,7827,2.3801159858703613,17,-4.419999992474914,6.790000036358833,58,40.97173309326172,0.03517583757638931,0.8044,5e-05,0.6771774999999998
578,7841,2.39862322807312,14,-4.639999996870756,6.790000036358833,58,38.546749114990234,0.06443510949611664,0.804,5e-05,0.6766000000000001
579,7855,2.430346727371216,14,-4.609999995678663,6.790000036358833,58,43.810760498046875,0.0765756219625473,0.8037,5e-05,0.6760225
580,7869,2.181295871734619,14,-4.569999994710088,6.790000036358833,58,33.64250564575195,0.04371842369437218,0.8033,5e-05,0.6754449999999999
581,7882,1.981125831604004,13,-4.659999996423721,6.790000036358833,58,42.827919006347656,0.060536786913871765,0.8029999999999999,5e-05,0.67490875
582,7903,3.4803285598754883,21,-4.459999995306134,6.790000036358833,58,34.12215805053711,0.05746889486908913,0.8025,5e-05,0.6740424999999998
583,7905,1.1654458045959473,2,-5.0,6.790000036358833,58,29.604814529418945,0.06255015730857849,0.8024,5e-05,0.67396
584,7910,1.1828722953796387,5,-4.889999998733401,6.790000036358833,58,34.581661224365234,0.06871676445007324,0.8023,5e-05,0.6737537500000002
585,7929,2.5968124866485596,19,-4.269999990239739,6.790000036358833,58,43.961524963378906,0.04909016564488411,0.8018000000000001,5e-05,0.6729700000000001
586,7943,2.5148863792419434,14,-4.689999997615814,6.790000036358833,58,33.06325912475586,0.046578146517276764,0.8015,5e-05,0.6723925
587,7945,1.1653456687927246,2,-5.0,6.790000036358833,58,42.25413131713867,0.08111011981964111,0.8014,5e-05,0.6723100000000002
588,7948,1.1650669574737549,3,-4.990000000223517,6.790000036358833,58,42.25413131713867,0.08111011981964111,0.8014,5e-05,0.6721862500000001
589,7958,2.098538398742676,10,-4.799999998882413,6.790000036358833,58,50.15208435058594,0.04037778824567795,0.8011,5e-05,0.67177375
590,7968,2.197514533996582,10,-4.849999999627471,6.790000036358833,58,32.21681213378906,0.04916970059275627,0.8009,5e-05,0.6713612500000001
591,7986,2.4976212978363037,18,-4.359999991953373,6.790000036358833,58,32.611534118652344,0.10453026741743088,0.8004,5e-05,0.67061875
592,7988,1.1325368881225586,2,-5.0,6.790000036358833,58,32.611534118652344,0.10453026741743088,0.8004,5e-05,0.6705362499999998
593,7994,1.2993543148040771,6,-4.839999997988343,6.790000036358833,58,37.05768966674805,0.0812586098909378,0.8002,5e-05,0.6702887500000001
594,8006,1.8974721431732178,12,-4.709999997168779,6.790000036358833,58,33.743492126464844,0.0678374320268631,0.7999,5e-05,0.6697937500000002
595,8017,1.750279188156128,11,-4.759999997913837,6.790000036358833,58,50.752254486083984,0.05918795242905617,0.7996,5e-05,0.6693400000000002
596,8021,1.1298129558563232,4,-4.899999998509884,6.790000036358833,58,29.192615509033203,0.0448220856487751,0.7995,5e-05,0.6691750000000002
597,8037,1.9321553707122803,16,-4.379999991506338,6.790000036358833,58,34.0851936340332,0.060753677040338516,0.7991,5e-05,0.6685149999999999
598,8053,2.614260673522949,16,-4.509999994188547,6.790000036358833,58,34.25529861450195,0.06791604310274124,0.7987,5e-05,0.667855
599,8067,2.1986894607543945,14,-4.609999995678663,6.790000036358833,58,45.35635757446289,0.06107048690319061,0.7984,5e-05,0.6672775000000002
600,8088,3.229172945022583,21,-4.299999991431832,6.790000036358833,58,50.66945266723633,0.06919392198324203,0.7979,5e-05,0.6664112499999999
601,8090,1.1822333335876465,2,-5.0,6.790000036358833,58,35.151153564453125,0.0560169443488121,0.7978000000000001,5e-05,0.6663287500000001
602,8094,1.1996102333068848,4,-4.899999998509884,6.790000036358833,58,40.99430847167969,0.05960743874311447,0.7977,5e-05,0.6661637499999998
603,8129,5.26127815246582,35,-3.9099999889731407,6.790000036358833,58,35.43000793457031,0.08537276089191437,0.7968,5e-05,0.66472
604,8131,1.1322851181030273,2,-5.0,6.790000036358833,58,35.43000793457031,0.08537276089191437,0.7968,5e-05,0.6646375000000001
605,8138,1.1658034324645996,7,-4.829999998211861,6.790000036358833,58,31.20037078857422,0.06381829082965851,0.7966,5e-05,0.66434875
606,8140,1.148371696472168,2,-5.0,6.790000036358833,58,31.20037078857422,0.06381829082965851,0.7966,5e-05,0.6642662499999998
607,8148,1.5817108154296875,8,-4.779999997466803,6.790000036358833,58,40.17771911621094,0.0975230485200882,0.7964,5e-05,0.6639362499999999
608,8159,1.998368740081787,11,-4.709999997168779,6.790000036358833,58,30.866676330566406,0.05655831843614578,0.7961,5e-05,0.6634824999999999
609,8172,2.314563751220703,13,-4.699999997392297,6.790000036358833,58,35.4438362121582,0.0821574330329895,0.7958000000000001,5e-05,0.6629462500000001
610,8187,2.481215476989746,15,-4.549999995157123,6.790000036358833,58,31.00934600830078,0.07495810091495514,0.7954,5e-05,0.6623275
611,8208,3.4964895248413086,21,-4.409999994561076,6.790000036358833,58,36.78004455566406,0.05780097469687462,0.7948999999999999,5e-05,0.6614612499999998
612,8230,3.2474398612976074,22,-4.28999999165535,6.790000036358833,58,32.91714859008789,0.07034771889448166,0.7943,5e-05,0.66055375
613,8249,2.59694504737854,19,-4.359999991953373,6.790000036358833,58,46.24518966674805,0.07867500185966492,0.7938000000000001,5e-05,0.6597700000000001
614,8251,1.13234281539917,2,-5.0,6.790000036358833,58,46.24518966674805,0.07867500185966492,0.7938000000000001,5e-05,0.6596875
615,8258,1.332552194595337,7,-4.789999997243285,6.790000036358833,58,38.91221237182617,0.0566948838531971,0.7936,5e-05,0.6593987499999998
616,8288,4.162618637084961,30,-4.049999989569187,6.790000036358833,58,37.94656753540039,0.06011712923645973,0.7928999999999999,5e-05,0.6581612500000003
617,8309,3.0801548957824707,21,-4.299999991431832,6.790000036358833,58,27.027206420898438,0.03484213724732399,0.7923,5e-05,0.657295
618,8323,2.8301970958709717,14,-4.649999996647239,6.790000036358833,58,34.52149200439453,0.053159162402153015,0.792,5e-05,0.6567174999999998
619,8338,2.514512300491333,15,-4.599999995902181,6.790000036358833,58,34.44537353515625,0.058646127581596375,0.7916,5e-05,0.6560987499999998
620,8359,3.3475542068481445,21,-4.419999994337559,6.790000036358833,58,36.654972076416016,0.05902853235602379,0.7911,5e-05,0.6552325000000001
621,8377,3.1303980350494385,18,-4.519999995827675,6.790000036358833,58,34.84374237060547,0.042187485843896866,0.7906,5e-05,0.65449
622,8389,2.197044610977173,12,-4.78999999910593,6.790000036358833,58,25.126808166503906,0.06650175154209137,0.7903,5e-05,0.653995
623,8402,2.231783151626587,13,-4.609999995678663,6.790000036358833,58,39.02008056640625,0.05638345330953598,0.79,5e-05,0.6534587500000002
624,8421,3.4964911937713623,19,-4.55999999679625,6.790000036358833,58,45.0667724609375,0.07083328813314438,0.7895,5e-05,0.6526750000000001
625,8438,2.7140586376190186,17,-4.459999993443489,6.790000036358833,58,33.944488525390625,0.03802973031997681,0.7891,5e-05,0.65197375
626,8451,2.1155152320861816,13,-4.689999997615814,6.790000036358833,58,33.61781692504883,0.07251846790313721,0.7888,5e-05,0.6514375000000001
627,8453,1.164933681488037,2,-5.0,6.790000036358833,58,44.30293273925781,0.03935934603214264,0.7887,5e-05,0.6513549999999999
628,8459,1.281970500946045,6,-4.839999997988343,6.790000036358833,58,35.031307220458984,0.05251699313521385,0.7886,5e-05,0.6511075000000002
629,8479,3.047480344772339,20,-4.429999994114041,6.790000036358833,58,36.2923469543457,0.08322040736675262,0.7881,5e-05,0.6502824999999999
630,8492,2.331026792526245,13,-4.609999995678663,6.790000036358833,58,30.583629608154297,0.06414831429719925,0.7878000000000001,5e-05,0.64974625
631,8504,2.231036901473999,12,-4.749999998137355,6.790000036358833,58,23.29372787475586,0.09361811727285385,0.7875,5e-05,0.6492512500000001
632,8523,3.180514097213745,19,-4.389999993145466,6.790000036358833,58,42.431068420410156,0.11791777610778809,0.787,5e-05,0.6484675000000001
633,8534,1.9978070259094238,11,-4.749999998137355,6.790000036358833,58,35.65012741088867,0.08463729172945023,0.7867,5e-05,0.64801375
634,8551,2.4981789588928223,17,-4.469999993219972,6.790000036358833,58,39.38462829589844,0.1078568622469902,0.7863,5e-05,0.6473124999999998
635,8573,2.9809188842773438,22,-4.239999990910292,6.790000036358833,58,44.8757209777832,0.11370225250720978,0.7857000000000001,5e-05,0.6464050000000001
636,8585,2.2130961418151855,12,-4.739999998360872,6.790000036358833,58,33.415008544921875,0.02124602720141411,0.7854,5e-05,0.6459100000000002
637,8608,3.4979405403137207,23,-4.279999991878867,6.790000036358833,58,27.66010284423828,0.0989527478814125,0.7848999999999999,5e-05,0.6449612500000002
638,8638,4.461963891983032,30,-4.129999991506338,6.790000036358833,58,33.84929656982422,0.07448502629995346,0.7841,5e-05,0.6437237500000001
639,8650,1.9317090511322021,12,-4.619999995455146,6.790000036358833,58,40.18605041503906,0.11196161061525345,0.7838,5e-05,0.6432287499999998
640,8665,2.3139889240264893,15,-4.559999994933605,6.790000036358833,58,26.184968948364258,0.07271263003349304,0.7834,5e-05,0.6426100000000001
641,8681,2.9802534580230713,16,-4.5799999963492155,6.790000036358833,58,31.09478187561035,0.0640416145324707,0.783,5e-05,0.6419499999999998
642,8693,2.131596803665161,12,-4.699999997392297,6.790000036358833,58,23.8083553314209,0.12730546295642853,0.7827,5e-05,0.6414549999999999
643,8705,2.3649628162384033,12,-4.78999999910593,6.790000036358833,58,31.494422912597656,0.0640937089920044,0.7824,5e-05,0.64096
644,8726,3.064640760421753,21,-4.339999992400408,6.790000036358833,58,31.287336349487305,0.05882490426301956,0.7819,5e-05,0.6400937499999998
645,8769,6.5600855350494385,43,-3.6599999852478504,6.790000036358833,58,38.62126922607422,0.04645547270774841,0.7807999999999999,5e-05,0.6383199999999999
646,8809,5.362095832824707,40,-3.669999985024333,6.790000036358833,58,32.18196105957031,0.0902017280459404,0.7798,5e-05,0.6366700000000001
647,8811,1.1308839321136475,2,-5.0,6.790000036358833,58,32.18196105957031,0.0902017280459404,0.7798,5e-05,0.6365874999999999
648,8815,1.1825850009918213,4,-4.980000000447035,6.790000036358833,58,31.081954956054688,0.08693364262580872,0.7797000000000001,5e-05,0.6364224999999999
649,8847,4.71234130859375,32,-3.999999988824129,6.790000036358833,58,29.364822387695312,0.055290836840867996,0.7789,5e-05,0.6351025000000001
650,8860,2.1143953800201416,13,-4.659999996423721,6.790000036358833,58,30.063058853149414,0.10257677733898163,0.7786,5e-05,0.6345662499999999
651,8890,4.596731901168823,30,-4.049999989569187,6.790000036358833,58,26.130258560180664,0.06697352975606918,0.7778,5e-05,0.6333287500000002
652,8898,1.9969749450683594,8,-4.900000000372529,6.790000036358833,58,34.321197509765625,0.07091265171766281,0.7776000000000001,5e-05,0.6329987499999998
653,8914,2.1644766330718994,16,-4.469999993219972,6.790000036358833,58,29.071664810180664,0.06852692365646362,0.7772,5e-05,0.63233875
654,8927,2.1154117584228516,13,-4.659999996423721,6.790000036358833,58,39.03839111328125,0.12232848256826401,0.7769,5e-05,0.6318025
655,8941,2.163882255554199,14,-4.599999995902181,6.790000036358833,58,34.185699462890625,0.04660968482494354,0.7765,5e-05,0.6312249999999999
656,8969,4.662827730178833,28,-4.189999992027879,6.790000036358833,58,24.954877853393555,0.11456093192100525,0.7758,5e-05,0.6300700000000001
657,8981,1.997760534286499,12,-4.669999996200204,6.790000036358833,58,32.0997200012207,0.054833222180604935,0.7755,5e-05,0.6295750000000001
658,8994,2.2146310806274414,13,-4.699999997392297,6.790000036358833,58,29.59573745727539,0.05135580152273178,0.7752,5e-05,0.6290387499999999
659,8996,1.1320748329162598,2,-5.0,6.790000036358833,58,29.59573745727539,0.05135580152273178,0.7752,5e-05,0.6289562500000001
660,9006,1.498631238937378,10,-4.6799999959766865,6.790000036358833,58,30.13290786743164,0.06663496047258377,0.7749,5e-05,0.62854375
661,9016,2.1984951496124268,10,-4.849999999627471,6.790000036358833,58,45.5643424987793,0.06704588979482651,0.7746999999999999,5e-05,0.6281312499999998
662,9033,2.4803411960601807,17,-4.4499999936670065,6.790000036358833,58,45.997013092041016,0.1037338599562645,0.7742,5e-05,0.6274299999999999
663,9046,2.2144508361816406,13,-4.659999996423721,6.790000036358833,58,23.492992401123047,0.07924414426088333,0.7739,5e-05,0.6268937500000001
664,9058,2.1655874252319336,12,-4.709999997168779,6.790000036358833,58,32.44453048706055,0.09491563588380814,0.7736000000000001,5e-05,0.6263987500000001
665,9060,1.1313023567199707,2,-5.0,6.790000036358833,58,,,,,0.62631625
666,9066,1.2167558670043945,6,-4.839999997988343,6.790000036358833,58,37.110450744628906,0.06468085944652557,0.7734,5e-05,0.6260687499999998
667,9096,4.311995267868042,30,-4.039999989792705,6.790000036358833,58,28.769868850708008,0.09147150814533234,0.7726999999999999,5e-05,0.6248312500000002
668,9109,2.1810555458068848,13,-4.699999997392297,6.790000036358833,58,34.96369552612305,0.07972873002290726,0.7723,5e-05,0.624295
669,9121,2.21478533744812,12,-4.749999998137355,6.790000036358833,58,27.37136459350586,0.04969178885221481,0.772,5e-05,0.6238
670,9135,2.2142984867095947,14,-4.609999995678663,6.790000036358833,58,34.663578033447266,0.057411011308431625,0.7717,5e-05,0.6232224999999999
671,9156,3.7298736572265625,21,-4.449999995529652,6.790000036358833,58,39.469051361083984,0.12702906131744385,0.7712,5e-05,0.6223562500000002
672,9189,4.578810691833496,33,-3.8899999875575304,6.790000036358833,58,22.70840835571289,0.06851343810558319,0.7703,5e-05,0.620995
673,9191,1.13344407081604,2,-5.0,6.790000036358833,58,,,,,0.6209124999999998
674,9195,1.1144461631774902,4,-4.939999999478459,6.790000036358833,58,35.30008316040039,0.03817985579371452,0.7702,5e-05,0.6207475000000002
675,9208,2.2150509357452393,13,-4.659999996423721,6.790000036358833,58,32.697608947753906,0.055816493928432465,0.7699,5e-05,0.6202112499999999
676,9224,2.09782075881958,16,-4.419999992474914,6.790000036358833,58,29.258338928222656,0.08343062549829483,0.7695,5e-05,0.61955125
677,9235,2.2314460277557373,11,-4.759999997913837,6.790000036358833,58,25.364011764526367,0.10757306963205338,0.7692,5e-05,0.6190975
678,9237,1.1655962467193604,2,-5.0,6.790000036358833,58,34.48356246948242,0.0500996932387352,0.7691,5e-05,0.6190149999999999
679,9256,3.2464780807495117,19,-4.569999996572733,6.790000036358833,58,25.900774002075195,0.059703584760427475,0.7686999999999999,5e-05,0.6182312500000002
680,9274,2.813995599746704,18,-4.4499999936670065,6.790000036358833,58,34.773109436035156,0.0961330458521843,0.7682,5e-05,0.6174887500000001
681,9285,2.015639066696167,11,-4.799999998882413,6.790000036358833,58,38.3890266418457,0.05157919600605965,0.7679,5e-05,0.617035
682,9306,3.662135601043701,21,-4.409999994561076,6.790000036358833,58,30.382675170898438,0.07329131662845612,0.7674,5e-05,0.6161687499999999
683,9318,2.065664529800415,12,-4.699999997392297,6.790000036358833,58,30.695899963378906,0.08764790743589401,0.7671,5e-05,0.6156737499999999
684,9320,1.1324005126953125,2,-5.0,6.790000036358833,58,30.695899963378906,0.08764790743589401,0.7671,5e-05,0.61559125
685,9326,1.364253044128418,6,-4.799999997019768,6.790000036358833,58,41.19410705566406,0.07061777263879776,0.7669,5e-05,0.61534375
686,9342,2.298773765563965,16,-4.459999993443489,6.790000036358833,58,35.3267707824707,0.03301369771361351,0.7665,5e-05,0.61468375
687,9355,2.198094129562378,13,-4.659999996423721,6.790000036358833,58,33.29615020751953,0.088856540620327,0.7662,5e-05,0.6141475000000002
688,9369,2.7148797512054443,14,-4.689999997615814,6.790000036358833,58,30.487634658813477,0.09272024780511856,0.7658,5e-05,0.6135700000000001
689,9399,4.2948830127716064,30,-4.089999990537763,6.790000036358833,58,32.317298889160156,0.07166250795125961,0.7651,5e-05,0.6123325
690,9410,2.4141101837158203,11,-4.759999997913837,6.790000036358833,58,43.951637268066406,0.06031552702188492,0.7648,5e-05,0.61187875
691,9427,2.8969485759735107,17,-4.5299999956041574,6.790000036358833,58,29.19412612915039,0.06083684414625168,0.7644,5e-05,0.6111775000000002
692,9446,2.6978139877319336,19,-4.399999992921948,6.790000036358833,58,35.331417083740234,0.04760894179344177,0.7639,5e-05,0.6103937500000001
693,9458,2.0804574489593506,12,-4.749999998137355,6.790000036358833,58,31.79669189453125,0.12609872221946716,0.7636000000000001,5e-05,0.6098987499999998
694,9483,4.313438415527344,25,-4.379999995231628,6.790000036358833,58,29.6815128326416,0.08413920551538467,0.763,5e-05,0.6088675
695,9497,2.0980050563812256,14,-4.569999994710088,6.790000036358833,58,22.222543716430664,0.06707395613193512,0.7626,5e-05,0.60829
696,9510,2.3309404850006104,13,-4.659999996423721,6.790000036358833,58,42.151641845703125,0.036359310150146484,0.7623,5e-05,0.6077537500000001
697,9522,2.314438819885254,12,-4.659999996423721,6.790000036358833,58,23.000139236450195,0.0951000228524208,0.762,5e-05,0.6072587500000002
698,9532,1.9814887046813965,10,-4.849999999627471,6.790000036358833,58,36.42961502075195,0.11204307526350021,0.7618,5e-05,0.6068462499999999
699,9544,2.215043544769287,12,-4.749999998137355,6.790000036358833,58,36.705909729003906,0.08584307134151459,0.7615000000000001,5e-05,0.60635125
700,9565,2.496706485748291,21,-4.219999989494681,6.790000036358833,58,31.620267868041992,0.02314598858356476,0.7609,5e-05,0.6054849999999998
701,9592,3.481003999710083,27,-3.999999986961484,6.790000036358833,58,31.852834701538086,0.06091181933879852,0.7603,5e-05,0.6043712499999998
702,9602,2.0151193141937256,10,-4.759999997913837,6.790000036358833,58,31.118684768676758,0.07046198099851608,0.76,5e-05,0.6039587500000001
703,9604,1.1316936016082764,2,-5.0,6.790000036358833,58,31.118684768676758,0.07046198099851608,0.76,5e-05,0.6038762499999999
704,9608,1.1822941303253174,4,-4.980000000447035,6.790000036358833,58,37.870426177978516,0.10886654257774353,0.7599,5e-05,0.6037112499999999
705,9618,2.0977654457092285,10,-4.849999999627471,6.790000036358833,58,31.140161514282227,0.05520598590373993,0.7596,5e-05,0.6032987499999998
706,9632,2.2307956218719482,14,-4.609999995678663,6.790000036358833,58,31.231992721557617,0.09132364392280579,0.7593,5e-05,0.6027212500000001
707,9646,2.2153050899505615,14,-4.649999996647239,6.790000036358833,58,44.97819900512695,0.16291135549545288,0.7589,5e-05,0.60214375
708,9664,2.581937313079834,18,-4.4499999936670065,6.790000036358833,58,38.97972106933594,0.13000813126564026,0.7585,5e-05,0.6014012499999999
709,9677,2.229898691177368,13,-4.699999997392297,6.790000036358833,58,34.166622161865234,0.11432914435863495,0.7581,5e-05,0.600865
710,9679,1.1330206394195557,2,-5.0,6.790000036358833,58,34.166622161865234,0.11432914435863495,0.7581,5e-05,0.6007824999999998
711,9683,1.1817796230316162,4,-4.939999999478459,6.790000036358833,58,44.79319763183594,0.05564248561859131,0.758,5e-05,0.6006175000000002
712,9695,2.0648698806762695,12,-4.659999996423721,6.790000036358833,58,38.39102554321289,0.040107496082782745,0.7577,5e-05,0.6001224999999999
713,9712,2.7474191188812256,17,-4.4999999944120646,6.790000036358833,58,33.61691665649414,0.06156888231635094,0.7573,5e-05,0.59942125
714,9730,2.497164726257324,18,-4.359999991953373,6.790000036358833,58,34.0001220703125,0.1066754162311554,0.7568,5e-05,0.5986787499999999
715,9732,1.1322214603424072,2,-5.0,6.790000036358833,58,34.0001220703125,0.1066754162311554,0.7568,5e-05,0.5985962500000002
716,9754,3.2136330604553223,22,-4.279999991878867,6.790000036358833,58,38.685176849365234,0.04684501513838768,0.7562,5e-05,0.5976887500000001
717,9777,3.5134811401367188,23,-4.279999991878867,6.790000036358833,58,26.373910903930664,0.08047326654195786,0.7556,5e-05,0.59674
718,9788,2.2142317295074463,11,-4.759999997913837,6.790000036358833,58,36.54780578613281,0.09162241220474243,0.7554,5e-05,0.59628625
719,9803,2.3315465450286865,15,-4.559999994933605,6.790000036358833,58,26.276103973388672,0.05244183912873268,0.755,5e-05,0.5956675
720,9815,2.0651211738586426,12,-4.699999997392297,6.790000036358833,58,28.56877899169922,0.10151690244674683,0.7547,5e-05,0.5951725000000001
721,9817,1.1650800704956055,2,-5.0,6.790000036358833,58,35.05062484741211,0.12566839158535004,0.7545999999999999,5e-05,0.5950899999999999
722,9820,1.1657841205596924,3,-4.990000000223517,6.790000036358833,58,35.05062484741211,0.12566839158535004,0.7545999999999999,5e-05,0.5949662500000001
723,9848,4.396453857421875,28,-4.179999992251396,6.790000036358833,58,29.098800659179688,0.03825284540653229,0.7539,5e-05,0.5938112499999999
724,9864,2.2809267044067383,16,-4.509999994188547,6.790000036358833,58,32.574134826660156,0.08816277235746384,0.7535000000000001,5e-05,0.59315125
725,9881,2.413944721221924,17,-4.409999992698431,6.790000036358833,58,32.11051559448242,0.09219618141651154,0.753,5e-05,0.5924500000000001
726,9885,1.149263858795166,4,-4.949999999254942,6.790000036358833,58,35.9265022277832,0.1105203703045845,0.7529,5e-05,0.5922849999999998
727,9891,1.2656986713409424,6,-4.839999997988343,6.790000036358833,58,27.44802474975586,0.07657579332590103,0.7528,5e-05,0.5920375
728,9915,3.063516855239868,24,-4.1399999894201756,6.790000036358833,58,40.99522018432617,0.08235886693000793,0.7522,5e-05,0.5910475000000002
729,9934,3.0796620845794678,19,-4.439999993890524,6.790000036358833,58,29.289112091064453,0.06274479627609253,0.7517,5e-05,0.5902637500000001
730,9953,3.5806751251220703,19,-4.549999997019768,6.790000036358833,58,40.751426696777344,0.06906420737504959,0.7512,5e-05,0.5894800000000001
731,9968,2.064269781112671,15,-4.509999994188547,6.790000036358833,58,29.544633865356445,0.0842665284872055,0.7509,5e-05,0.5888612500000001
732,9981,2.2636830806732178,13,-4.659999996423721,6.790000036358833,58,32.806907653808594,0.10561321675777435,0.7505,5e-05,0.5883249999999999
733,9983,1.1329398155212402,2,-5.0,6.790000036358833,58,,,,,0.5882425000000001
734,9987,1.199458360671997,4,-4.939999999478459,6.790000036358833,58,34.36156463623047,0.10229092091321945,0.7504,5e-05,0.5880775000000001
735,9999,2.047792434692383,12,-4.699999997392297,6.790000036358833,58,25.372098922729492,0.07614099234342575,0.7501,5e-05,0.5875824999999999
736,10010,2.731656551361084,11,-4.749999998137355,6.790000036358833,58,36.443477630615234,0.11109728366136551,0.7498,5e-05,0.5871287500000002
