episode,time_alive,reward,loss,time_smooth,reward_smooth,loss_smooth
1,13.235082864761353,-2.305,0.0,13.235082864761353,-2.305000066757202,0.0
2,2.9802212715148926,-2.8649998,0.0,8.107652068138123,-2.584999918937683,0.0
3,3.1137235164642334,-2.655,0.0,6.443009217580159,-2.6083332697550454,0.0
4,2.8809444904327393,-2.9299996,0.0,5.552493035793304,-2.688749849796295,0.0
5,8.442170143127441,2.3349972,0.0,6.130428457260132,-1.6840004444122314,0.0
6,4.969751358032227,-0.7150011,0.0,5.936982274055481,-1.5225005547205608,0.0
7,2.37320613861084,-5.0,0.0,5.427871397563389,-2.019286189760481,0.0
8,2.980564832687378,-2.77,0.0,5.121958076953888,-2.1131254136562347,0.0
9,3.8140621185302734,-2.0150003,0.0,4.976636303795709,-2.102222628063626,0.0
10,2.798410654067993,-3.0099998,0.0,4.758813738822937,-2.193000340461731,0.0
11,3.0124895572662354,-2.7049997,0.0,4.600056995045055,-2.2395457354458896,0.0
12,8.125251054763794,1.9049978,0.0,4.893823166688283,-1.8941671053568523,0.0
13,5.395275592803955,-0.55500126,0.0,4.9323964302356424,-1.7911543479332557,0.0
14,2.9979658126831055,-2.8499997,0.0,4.794222814696176,-1.8667861563818795,0.0
15,8.341225862503052,2.4449973,0.0,5.030689684549968,-1.5793339252471923,0.0
16,2.881399154663086,-2.9299996,0.0,4.896359026432037,-1.6637505292892456,0.0
17,5.143617391586304,-0.7150006,0.0,4.910903636146994,-1.6079417116501753,0.0
18,3.8471055030822754,-2.0800002,0.0,4.851803739865621,-1.6341671811209784,0.0
19,2.9139506816864014,-2.69,0.0,4.749811473645662,-1.6897373324946354,0.0
20,6.3604416847229,0.19999838,0.0,4.830342984199524,-1.5952505469322205,0.0
21,3.4305784702301025,-2.35,0.0,4.763687531153361,-1.631190992536999,0.0
22,3.0312705039978027,-2.4500003,0.0,4.6849413026462905,-1.668409596789967,0.0
23,3.196276903152466,-2.9599996,0.0,4.620216763537863,-1.7245656822038733,0.0
24,2.766092300415039,-2.77,0.0,4.542961577574412,-1.76812544465065,0.0
25,3.9269158840179443,-1.9800003,0.0,4.518319749832154,-1.7766004371643067,0.0
26,5.844666481018066,-0.2650013,0.0,4.5693330856469965,-1.718462008696336,0.0
27,8.159037113189697,2.2099977,0.0,4.702285086667096,-1.5729635026719835,0.0
28,2.996798515319824,-2.7199996,0.0,4.641374851976122,-1.6139290758541651,0.0
29,5.128564357757568,-0.82500076,0.0,4.658174490106517,-1.5867246512708992,0.0
30,3.0307230949401855,-2.85,0.0,4.603926110267639,-1.628833826382955,0.0
31,8.392247438430786,2.2399979,0.0,4.442498262723287,-1.4773338953653972,0.0
32,2.8635635375976562,-2.8799999,0.0,4.438609671592713,-1.477833898862203,0.0
33,3.1129424571990967,-2.9449997,0.0,4.438583636283875,-1.4875005563100179,0.0
34,5.029732704162598,-0.79500103,0.0,4.510209910074869,-1.4163339376449584,0.0
35,5.295693874359131,-0.585001,0.0,4.405327367782593,-1.5136672099431356,0.0
36,2.0801830291748047,-3.605,0.0,4.309008423487345,-1.6100005070368448,0.0
37,3.7129878997802734,-2.175,0.0,4.353667815526326,-1.515833838780721,0.0
