episode,timestep,reward,length
88,1063,-4.599999995902181,14
89,1075,-4.739999998360872,12
90,1078,-4.949999999254942,3
91,1099,-4.479999994859099,21
92,1114,-4.509999994188547,15
93,1117,-4.949999999254942,3
94,1123,-4.879999998956919,6
95,1148,-4.30999999307096,25
96,1175,-4.209999991580844,27
97,1177,-5.0,2
98,1187,-4.719999996945262,10
99,1205,-4.479999994859099,18
100,1216,-4.709999997168779,11
101,1229,-4.699999997392297,13
102,1238,-4.8599999994039536,9
103,1258,-4.339999992400408,20
104,1260,-5.0,2
105,1264,-4.939999999478459,4
106,1279,-4.589999996125698,15
107,1289,-4.8099999986588955,10
108,1306,-4.5799999963492155,17
109,1318,-4.749999998137355,12
110,1329,-4.78999999910593,11
111,1348,-4.439999993890524,19
112,1389,1.8900000769644976,41
113,1430,-3.6099999845027924,41
114,1439,-4.8099999986588955,9
115,1457,-4.5299999956041574,18
116,1479,-4.339999992400408,22
117,1493,-4.649999996647239,14
118,1512,-4.439999993890524,19
119,1531,-4.519999995827675,19
120,1543,-4.57999999448657,12
121,1545,-5.0,2
122,1570,-4.049999987706542,25
123,1588,-4.409999992698431,18
124,1601,-4.649999996647239,13
125,1620,-4.469999995082617,19
126,1623,-4.949999999254942,3
127,1639,-4.379999991506338,16
128,1656,-4.489999994635582,17
129,1667,-4.749999998137355,11
130,1683,-4.459999993443489,16
131,1693,-4.8099999986588955,10
132,1696,-4.949999999254942,3
133,1708,-4.619999995455146,12
134,1735,-4.129999989643693,27
135,1746,-4.669999996200204,11
136,1762,-4.419999992474914,16
137,1784,-4.299999991431832,22
138,1794,-4.759999997913837,10
139,1805,-4.709999997168779,11
140,1809,-4.949999999254942,4
141,1817,-4.779999997466803,8
142,1861,-2.4299999587237835,44
143,1893,-3.8299999851733446,32
144,1907,-4.559999994933605,14
145,1910,-4.949999999254942,3
146,1925,-4.429999992251396,15
147,1960,-3.7099999841302633,35
148,1978,-4.3699999917298555,18
149,1992,-4.609999995678663,14
150,1995,-4.949999999254942,3
151,2009,-4.479999992996454,14
152,2021,-4.699999997392297,12
153,2035,-4.569999994710088,14
154,2050,-4.51999999396503,15
155,2065,-4.509999994188547,15
156,2079,-4.51999999396503,14
157,2089,-4.849999999627471,10
158,2093,-4.949999999254942,4
159,2107,-4.51999999396503,14
160,2135,-3.869999984279275,28
161,2147,-4.699999997392297,12
162,2163,-4.419999992474914,16
163,2175,-4.619999995455146,12
164,2189,-4.609999995678663,14
165,2218,-3.819999983534217,29
166,2235,-4.3699999917298555,17
167,2249,-4.559999994933605,14
168,2252,-4.949999999254942,3
169,2275,-4.109999988228083,23
170,2306,-3.7999999839812517,31
171,2327,-4.179999988526106,21
172,2331,-4.949999999254942,4
173,2361,-3.6799999810755253,30
174,2387,-3.9599999859929085,26
175,2404,-4.3699999917298555,17
176,2432,-3.869999984279275,28
177,2434,-5.0,2
178,2449,-4.389999991282821,15
179,2492,-3.199999975040555,43
180,2495,-4.949999999254942,3
181,2520,-4.0899999886751175,25
182,2534,-4.529999993741512,14
183,2536,-5.0,2
184,2551,-4.389999991282821,15
185,2571,-4.269999990239739,20
186,2574,-4.949999999254942,3
187,2590,-4.339999990537763,16
188,2621,-3.6299999803304672,31
189,2642,-4.13999998755753,21
190,2662,-4.219999989494681,20
191,2680,-4.32999999076128,18
192,2707,-3.919999985024333,27
193,2727,-4.3199999909847975,20
194,2731,-4.949999999254942,4
195,2752,-4.13999998755753,21
196,2767,-4.469999993219972,15
197,2796,-3.819999983534217,29
198,2799,-4.949999999254942,3
199,2818,-4.149999987334013,19
200,2845,-3.869999984279275,27
201,2877,-3.5899999793618917,32
202,2916,-3.3999999780207872,39
203,2941,-4.059999987483025,25
204,2968,-3.869999984279275,27
205,2996,-3.8299999833106995,28
206,3025,-3.7799999825656414,29
207,3027,-5.0,2
208,3042,-4.389999991282821,15
209,3059,-4.419999992474914,17
210,3085,-3.9299999848008156,26
211,3105,-4.179999988526106,20
212,3118,-4.649999996647239,13
213,3143,-4.0099999867379665,25
214,3161,-4.3699999917298555,18
215,3178,-4.379999991506338,17
216,3208,-3.6799999810755253,30
217,3237,-3.7299999818205833,29
218,3262,-4.019999986514449,25
219,3290,-3.7799999825656414,28
220,3309,-4.3199999909847975,19
221,3333,-3.9899999853223562,24
222,3375,-3.2599999755620956,42
223,3401,-3.9599999859929085,26
224,3429,-3.9099999852478504,28
225,3456,-3.8799999840557575,27
226,3484,-3.8299999833106995,28
227,3517,-3.529999978840351,33
228,3545,-3.869999984279275,28
229,3574,-3.739999981597066,29
230,3610,-3.4699999783188105,36
231,3637,-3.8799999840557575,27
232,3669,-3.5899999793618917,32
233,3701,-3.5499999783933163,32
234,3715,-4.529999993741512,14
235,3742,-3.8799999840557575,27
236,3772,-3.689999980852008,30
237,3801,-3.7799999825656414,29
238,3829,-3.789999982342124,28
239,3852,-4.119999988004565,23
240,3881,-3.7799999825656414,29
241,3916,-3.5499999802559614,35
242,3957,-3.2699999753385782,41
243,3988,-3.5999999791383743,31
244,4018,-3.6799999810755253,30
245,4054,-3.3399999756366014,36
246,4087,-3.5399999786168337,33
247,4110,-3.9899999853223562,23
248,4143,-3.5399999786168337,33
249,4174,-3.6799999810755253,31
250,4213,-3.349999977275729,39
251,4243,-3.6799999810755253,30
252,4269,-3.9599999859929085,26
253,4296,-3.919999985024333,27
254,4328,-3.5899999793618917,32
255,4361,-3.6199999805539846,33
256,4391,-3.689999980852008,30
257,4421,-3.739999981597066,30
258,4470,-0.3199999127537012,49
259,4498,-3.739999981597066,28
260,4526,-3.789999982342124,28
261,4529,-4.949999999254942,3
262,4545,-4.339999990537763,16
263,4583,-3.4499999787658453,38
264,4600,-4.32999999076128,17
265,4602,-5.0,2
266,4614,-4.589999994263053,12
267,4616,-5.0,2
268,4635,-4.149999987334013,19
269,4666,-3.689999980852008,31
270,4698,-3.5899999793618917,32
271,4717,-4.3199999909847975,19
272,4745,-3.789999982342124,28
273,4762,-4.409999992698431,17
274,4794,-3.6299999803304672,32
275,4827,-3.579999979585409,33
276,4849,-4.07999998703599,22
277,4871,-4.129999987781048,22
278,4874,-4.949999999254942,3
279,4903,-3.689999980852008,29
280,4933,-3.689999980852008,30
281,4948,-4.479999992996454,15
282,4951,-4.949999999254942,3
283,4986,-3.4899999778717756,35
284,5013,-3.919999985024333,27
285,5045,-3.6799999810755253,32
286,5077,-3.5399999786168337,32
287,5105,-3.789999982342124,28
288,5132,-3.8799999840557575,27
289,5162,-3.6799999810755253,30
290,5213,-1.6799999438226223,51
291,5241,-3.789999982342124,28
292,5270,-3.7799999825656414,29
293,5296,-3.9299999848008156,26
294,5298,-5.0,2
295,5316,-4.199999988079071,18
296,5345,-3.769999982789159,29
297,5378,-3.5699999798089266,33
298,5411,-3.5499999783933163,33
299,5439,-3.739999981597066,28
300,5458,-4.279999990016222,19
301,5487,-3.7299999818205833,29
302,5516,-3.739999981597066,29
303,5546,-3.689999980852008,30
304,5575,-3.739999981597066,29
305,5611,-3.3899999763816595,36
306,5636,-3.939999984577298,25
307,5638,-5.0,2
308,5670,-3.579999979585409,32
309,5704,-3.529999978840351,34
310,5737,-3.5399999786168337,33
311,5773,-3.349999975413084,36
312,5806,-3.4899999778717756,33
313,5835,-3.739999981597066,29
314,5868,-3.4899999778717756,33
315,5892,-3.9899999853223562,24
316,5923,-3.63999998010695,31
317,5965,-3.169999973848462,42
318,5995,-3.7299999818205833,30
319,6023,-3.8299999833106995,28
320,6057,-3.4899999778717756,34
321,6089,-3.5899999793618917,32
322,6119,-3.6499999798834324,30
323,6146,-3.7999999821186066,27
324,6186,-3.2299999743700027,40
325,6219,-3.499999977648258,33
326,6250,-3.63999998010695,31
327,6271,-4.13999998755753,21
328,6315,-3.0299999713897705,44
329,6358,-3.039999971166253,43
330,6391,-3.5399999786168337,33
331,6402,-4.6799999959766865,11
332,6432,-3.689999980852008,30
333,6464,-3.5499999783933163,32
334,6497,-3.4899999778717756,33
335,6530,-3.4899999778717756,33
336,6575,-2.939999969676137,45
337,6607,-3.5499999783933163,32
338,6639,-3.5499999783933163,32
339,6664,-3.939999984577298,25
340,6667,-4.949999999254942,3
341,6686,-4.149999987334013,19
342,6689,-4.949999999254942,3
343,6707,-4.199999988079071,18
344,6750,-3.0799999721348286,43
345,6783,-3.5399999786168337,33
346,6817,-3.4499999769032,34
347,6821,-4.949999999254942,4
348,6853,-3.5899999793618917,32
349,6884,-3.63999998010695,31
350,6887,-4.949999999254942,3
351,6914,-3.789999982342124,27
352,6962,-2.8299999684095383,48
353,7001,-3.3099999763071537,39
354,7004,-4.949999999254942,3
355,7022,-4.2399999890476465,18
356,7054,-3.5499999783933163,32
357,7083,-3.739999981597066,29
358,7124,-3.1799999736249447,41
359,7165,-3.21999997459352,41
360,7204,-3.279999975115061,39
361,7223,-4.279999990016222,19
362,7272,-2.859999969601631,49
363,7289,-4.379999991506338,17
364,7337,-2.8699999693781137,48
365,7357,-4.229999989271164,20
366,7389,-3.5399999786168337,32
367,7409,-4.179999988526106,20
368,7447,-3.279999975115061,38
369,7478,-3.7199999820441008,31
370,7522,-3.069999972358346,44
371,7563,-3.1799999736249447,41
372,7600,-3.4499999787658453,37
373,7647,-2.9599999710917473,47
374,7666,-4.2399999890476465,19
375,7701,-3.429999977350235,35
376,7749,-2.8699999693781137,48
377,7786,-3.4499999787658453,37
378,7805,-4.279999990016222,19
379,7846,-3.2099999748170376,41
380,7868,-4.07999998703599,22
381,7913,-3.0599999725818634,45
382,7938,-3.9799999855458736,25
383,7969,-3.6299999803304672,31
384,7994,-3.9799999855458736,25
385,8013,-4.229999989271164,19
386,8053,-3.299999976530671,40
387,8099,-3.0099999718368053,46
388,8128,-3.7299999818205833,29
389,8145,-4.419999992474914,17
390,8235,18.100000442937016,90
391,8276,-3.169999973848462,41
392,8296,-4.229999989271164,20
393,8327,-3.6799999810755253,31
394,8370,-3.1899999752640724,43
395,8410,-3.2699999753385782,40
396,8454,-3.119999973103404,44
397,8495,-3.21999997459352,41
398,8542,-2.919999970123172,47
399,8590,-2.8199999686330557,48
400,8633,-3.0799999721348286,43
401,8674,-3.1799999736249447,41
402,8715,-3.21999997459352,41
403,8753,-3.3699999768286943,38
404,8793,-3.2699999753385782,40
405,8813,-4.259999990463257,20
406,8830,-4.3699999917298555,17
407,8875,-3.049999972805381,45
408,8894,-4.279999990016222,19
409,8940,-2.9599999710917473,46
410,8970,-3.689999980852008,30
411,9013,-3.069999972358346,43
412,9055,-3.249999975785613,42
413,9100,-3.019999971613288,45
414,9140,-3.299999976530671,40
415,9185,-3.019999971613288,45
416,9220,-3.479999978095293,35
417,9267,-2.9599999710917473,47
418,9285,-4.32999999076128,18
419,9314,-3.7299999818205833,29
420,9341,-3.9599999859929085,27
421,9381,-3.299999976530671,40
422,9419,-3.3699999768286943,38
423,9461,-3.1299999728798866,42
424,9496,-3.4699999783188105,35
425,9540,-3.099999973550439,44
426,9583,-3.1099999733269215,43
427,9620,-3.4999999795109034,37
428,9666,-2.9599999710917473,46
429,9707,-3.169999973848462,41
430,9736,-3.7799999825656414,29
431,9756,-4.229999989271164,20
432,9802,-2.9599999710917473,46
433,9842,-3.2299999743700027,40
434,9887,-2.96999997086823,45
435,9919,-3.579999979585409,32
436,9951,-3.5899999793618917,32
437,9992,-3.1799999736249447,41
438,10028,-3.509999979287386,36
439,10067,-3.349999977275729,39
440,10104,-3.459999978542328,37
441,10148,-3.149999974295497,44
442,10192,-3.069999972358346,44
443,10234,-3.1299999728798866,42
444,10237,-4.949999999254942,3
445,10268,-3.6299999803304672,31
446,10409,26.910000579431653,141
447,10448,-3.3199999760836363,39
448,10463,-4.479999992996454,15
449,10498,-3.509999979287386,35
450,10526,-3.8599999845027924,28
451,10529,-4.949999999254942,3
452,10583,-2.5999999660998583,54
453,10621,-3.3199999760836363,38
454,10625,-4.949999999254942,4
455,10653,-3.7799999825656414,28
456,10724,-1.7499999534338713,71
457,10788,-2.1099999584257603,64
458,10819,-3.63999998010695,31
459,10888,-1.809999953955412,69
460,10906,-4.32999999076128,18
461,10949,-3.1599999740719795,43
462,11016,-1.9199999552220106,67
463,11080,-2.1899999603629112,64
464,11123,-3.119999973103404,43
465,11167,-3.069999972358346,44
466,11208,-3.299999976530671,41
467,11245,-3.459999978542328,37
468,11270,-4.019999986514449,25
469,11299,-3.7799999825656414,29
470,11363,-2.1799999605864286,64
471,11377,-4.559999994933605,14
472,11411,-3.639999981969595,34
473,11465,-2.7299999687820673,54
474,11529,-2.1899999603629112,64
475,11597,-1.85999995470047,68
476,11633,-3.509999979287386,36
477,11661,-3.789999982342124,28
478,11693,-3.5399999786168337,32
479,11760,-1.989999957382679,67
480,11821,-2.29999996162951,61
481,11848,-3.8799999840557575,27
482,11918,-1.7999999541789293,70
483,11982,-2.1799999605864286,64
484,12020,-3.3699999768286943,38
485,12045,-3.9799999855458736,25
486,12082,-3.40999997779727,37
487,12164,-1.39999995008111,82
488,12228,-2.2299999613314867,64
489,12290,-2.329999962821603,62
490,12351,-2.379999963566661,61
491,12431,-1.5399999525398016,80
492,12496,-2.1299999598413706,65
493,12527,-3.6699999812990427,31
494,12617,-1.199999948963523,90
495,12680,-2.1899999603629112,63
496,12738,-2.609999967738986,58
497,12802,-2.1899999603629112,64
498,12880,-1.7599999569356441,78
499,12945,-2.1799999605864286,65
500,13021,-1.8299999572336674,76
501,13114,-1.1099999472498894,93
502,13175,-2.4099999647587538,61
503,13236,-2.4199999645352364,61
504,13320,-1.5499999541789293,84
505,13407,-1.349999951198697,87
506,13435,-3.8299999833106995,28
507,13510,-1.8699999582022429,75
508,13570,-2.349999962374568,60
509,13722,7.56000011973083,152
510,13795,-2.019999960437417,73
511,13829,-3.559999980032444,34
512,13922,-0.9299999438226223,93
513,14080,3.9700001403689384,158
514,14155,-1.9099999591708183,75
515,14213,-2.559999966993928,58
516,14242,-3.8099999837577343,29
517,14335,-1.0999999474734068,93
518,14426,-1.1499999482184649,91
519,14511,-1.6099999565631151,85
520,14596,-1.5299999546259642,85
521,14690,-1.2099999506026506,94
522,14776,-1.4999999534338713,86
523,14850,-1.729999953880906,74
524,14893,-3.1599999740719795,43
525,14896,-4.949999999254942,3
526,14931,-3.4699999783188105,35
527,15005,-1.8499999567866325,74
528,15092,-1.559999955818057,87
529,15174,-1.7699999585747719,82
530,15205,-3.6699999812990427,31
531,15292,-1.4399999529123306,87
532,15445,1.0500000771135092,153
533,15533,-1.509999955072999,88
534,15604,-2.149999963119626,71
535,15676,-1.8699999563395977,72
536,15746,-2.0899999607354403,70
537,15815,-2.179999962449074,69
538,15875,-2.3399999625980854,60
539,15912,-3.459999978542328,37
540,15974,-2.2899999618530273,62
541,16061,-1.5199999548494816,87
542,16196,0.7000000774860382,135
543,16282,-1.639999957755208,86
544,16284,-5.0,2
545,16347,-2.429999966174364,63
546,16425,-1.999999962747097,78
547,16515,-1.329999951645732,90
548,16518,-4.949999999254942,3
549,16565,-3.0299999732524157,47
550,16643,-1.7299999557435513,78
551,16743,-0.7099999412894249,100
552,16781,-3.4899999797344208,38
553,16874,-1.2999999523162842,93
554,16900,-3.9299999848008156,26
555,17004,-0.8999999482184649,104
556,17093,-1.4199999533593655,89
557,17177,-1.6199999563395977,84
558,17315,0.35000006668269634,138
559,17405,-1.329999951645732,90
560,17407,-5.0,2
561,17541,0.3600000683218241,134
562,17582,-3.21999997459352,41
563,17661,-1.6699999552220106,79
564,17730,-2.2199999634176493,69
565,17816,-1.3299999497830868,86
566,17924,-0.6999999452382326,108
567,18048,-0.06999993696808815,124
568,18103,-2.6799999680370092,55
569,18133,-3.7299999818205833,30
570,18222,-1.1399999465793371,89
571,18359,0.34000006690621376,137
572,18435,-1.709999954327941,76
573,18566,0.29000006802380085,131
574,18673,-0.6799999438226223,107
575,18752,-1.9699999615550041,79
576,18847,-0.9999999459832907,95
577,18850,-4.949999999254942,3
578,18859,-4.689999995753169,9
579,18948,-1.4999999552965164,89
580,19104,1.340000081807375,156
581,19304,23.15000030770898,200
582,19395,-1.2799999509006739,91
583,19460,-2.2099999617785215,65
584,19538,-1.7999999579042196,78
585,19559,-4.339999992400408,21
586,19621,-2.479999966919422,62
587,19703,-1.7699999585747719,82
588,19808,-0.9399999491870403,105
589,19889,-1.659999955445528,81
590,20054,1.3000000771135092,165
591,20111,-2.579999966546893,57
592,20250,0.6000000722706318,139
593,20336,-1.3999999519437551,86
594,20395,-2.5199999660253525,59
595,20484,-1.4199999533593655,89
596,20554,-2.0099999587982893,70
597,20587,-3.529999978840351,33
598,20704,-0.32999994046986103,117
599,20833,0.37000007182359695,129
600,20835,-5.0,2
601,20890,-2.7499999701976776,55
602,21028,0.3900000676512718,138
603,21137,-0.7799999471753836,109
604,21250,-0.40999994054436684,113
605,21276,-3.969999985769391,26
606,21368,-1.1899999491870403,92
607,21439,-1.8699999563395977,71
608,21508,-1.9699999578297138,69
609,21582,-1.969999959692359,74
610,21622,-3.2699999753385782,40
611,21648,-3.919999985024333,26
612,21762,-0.3199999388307333,114
613,21836,-1.9599999599158764,74
614,21839,-4.949999999254942,3
615,21916,-1.7299999557435513,77
616,22018,-0.6099999397993088,102
617,22174,1.5400000866502523,156
618,22267,-1.1399999484419823,93
619,22355,-1.349999951198697,88
620,22465,-0.3999999389052391,110
621,22531,-2.249999962747097,66
622,22648,-0.2099999375641346,117
623,22721,-1.8999999575316906,73
624,22788,-2.1099999602884054,67
625,23035,28.990000316873193,247
626,23179,0.6100000701844692,144
627,23238,-2.5499999672174454,59
628,23300,-2.399999964982271,62
629,23370,-2.249999964609742,70
630,23488,-0.12999993562698364,118
631,23555,-2.1899999622255564,67
632,23838,25.020000295713544,283
633,23863,-4.0999999884516,25
634,23929,-2.2899999637156725,66
635,24072,0.5200000684708357,143
636,24097,-3.969999985769391,25
637,24158,-2.609999969601631,61
638,24197,-3.42999997921288,39
639,24235,-3.40999997779727,38
640,24262,-3.869999984279275,27
641,24290,-3.8299999833106995,28
642,24306,-4.469999993219972,16
643,24326,-4.259999990463257,20
644,24435,-0.7299999464303255,109
645,24513,-1.9699999615550041,78
646,24581,-2.2599999643862247,68
647,24664,-1.6799999568611383,83
648,24679,-4.479999992996454,15
649,24768,-1.4199999533593655,89
650,24817,-3.0599999744445086,49
651,24838,-4.259999990463257,21
652,24864,-3.9599999859929085,26
653,24936,-2.229999965056777,72
654,25023,-1.5499999560415745,87
655,25085,-2.5199999678879976,62
656,25093,-4.8599999994039536,8
657,25106,-4.699999997392297,13
658,25294,2.0000000838190317,188
659,25346,-2.9099999722093344,52
660,25434,-1.6299999579787254,88
661,25459,-4.059999987483025,25
662,25565,-0.9299999494105577,106
663,25584,-4.3199999909847975,19
664,25603,-4.3199999909847975,19
665,25679,-1.9499999601393938,76
666,25771,-1.1899999491870403,92
667,25795,-4.109999988228083,24
668,25858,-2.509999968111515,63
669,25935,-1.9899999611079693,77
670,26084,0.7800000719726086,149
671,26117,-3.6999999824911356,33
672,26154,-3.4499999787658453,37
673,26175,-4.259999990463257,21
674,26325,0.9600000753998756,150
675,26385,-2.589999968186021,60
676,26470,-1.4999999534338713,85
677,26510,-3.3599999770522118,40
678,26629,-0.3999999426305294,119
679,26783,1.4000000841915607,154
680,26863,-1.6299999542534351,80
681,26885,-4.129999987781048,22
682,26973,-1.299999950453639,88
683,27027,-2.6799999680370092,54
684,27106,-1.709999956190586,79
685,27235,0.34000007063150406,129
686,27329,-0.9699999447911978,94
687,27401,-1.9499999582767487,72
688,27481,-1.659999955445528,80
689,27653,2.1300000939518213,172
690,27739,-1.4399999529123306,86
691,27906,1.670000085607171,167
692,28016,-0.6799999456852674,110
693,28140,-0.21999994106590748,124
694,28162,-4.129999987781048,22
695,28254,-1.1899999491870403,92
696,28372,-0.5599999465048313,118
697,28529,0.8200000692158937,157
698,28674,0.8300000745803118,145
699,28705,-3.6799999810755253,31
700,28784,-1.5199999511241913,79
701,28843,-2.5999999679625034,59
702,28912,-2.099999960511923,69
703,29051,0.33000006526708603,139
704,29188,0.4200000688433647,137
705,29332,0.6100000701844692,144
706,29420,-1.349999951198697,88
707,29444,-3.9899999853223562,24
708,29508,-2.219999961555004,64
709,29656,0.690000070258975,148
710,29813,0.7800000682473183,157
711,29954,0.4700000677257776,141
712,30116,1.3500000797212124,162
713,30206,-1.2099999487400055,90
714,30218,-4.629999995231628,12
715,30368,0.8700000736862421,150
716,30466,-1.1299999505281448,98
717,30555,-1.2599999494850636,89
718,30666,-0.639999944716692,111
719,30817,1.0100000761449337,151
720,30902,-1.6499999575316906,85
721,30984,-1.60999995470047,82
722,31126,0.7600000742822886,142
723,31411,6.790000153705478,285
724,31496,-1.6199999563395977,85
725,31642,0.7100000716745853,146
726,31731,-1.37999995239079,89
727,31808,-1.7799999564886093,77
728,31958,1.0400000773370266,150
729,31987,-3.739999981597066,29
730,32133,0.8700000755488873,146
731,32259,0.24000006914138794,126
732,32342,-1.4699999522417784,83
733,32490,0.9300000760704279,148
734,32516,-3.88999998383224,26
735,32607,-1.199999948963523,91
736,32671,-2.139999959617853,64
737,32771,-0.7499999422580004,100
738,33014,5.120000133290887,243
739,33094,-1.789999958127737,80
740,33245,1.3300000838935375,151
741,33282,-3.329999975860119,37
742,33436,1.4800000861287117,154
743,33538,-0.7699999436736107,102
744,33796,5.260000130161643,258
745,33813,-4.379999991506338,17
746,33912,-0.8799999449402094,99
747,34006,-1.0499999467283487,94
748,34152,0.7100000716745853,146
749,34302,0.7600000705569983,150
750,34383,-1.8099999595433474,81
751,34496,-0.5799999441951513,113
752,34551,-2.6399999670684338,55
753,34553,-5.0,2
754,34686,0.39000006951391697,133
755,34830,0.7400000728666782,144
756,34908,-1.8499999586492777,78
757,35058,1.030000077560544,150
758,35160,-0.9699999485164881,102
759,35314,1.3200000822544098,154
760,35461,0.8100000731647015,147
761,35586,-0.05999993719160557,125
762,35737,1.1300000790506601,151
763,35842,-0.7299999445676804,105
764,35931,-1.219999948516488,89
765,35959,-3.789999982342124,28
766,36052,-0.9699999447911978,93
767,36084,-3.5899999793618917,32
768,36225,0.4700000677257776,141
769,36366,0.5500000696629286,141
770,36515,0.820000072941184,149
771,36592,-1.8499999586492777,77
772,36733,0.5500000696629286,141
773,36852,-0.19999993778765202,119
774,36985,0.180000064894557,133
775,37075,-1.2399999499320984,90
776,37210,0.08000006154179573,135
777,37273,-2.3199999630451202,63
778,37409,0.18000006303191185,136
779,37465,-2.629999967291951,56
780,37608,0.7600000742822886,143
781,37636,-3.9399999864399433,28
782,37775,0.28000006452202797,139
783,37827,-2.9099999722093344,52
784,37880,-2.8099999707192183,53
785,38028,0.820000072941184,148
786,38144,-0.42999994195997715,116
787,38281,0.4700000695884228,137
788,38403,6.51925802230835e-08,122
789,38551,0.7400000710040331,148
790,38648,-0.8999999444931746,97
791,38730,-1.6799999568611383,82
792,38871,0.620000071823597,141
793,39124,5.120000129565597,253
794,39272,0.8900000751018524,148
795,39440,1.4900000803172588,168
796,39586,0.7500000726431608,146
797,39672,-1.3299999497830868,86
798,39811,0.45000006817281246,139
799,39905,-1.1699999496340752,94
800,39934,-3.739999981597066,29
801,40083,0.7800000719726086,149
802,40200,-0.3799999412149191,117
803,40243,-3.1599999740719795,43
804,40388,0.6600000709295273,145
805,40472,-1.5099999532103539,84
806,40582,-0.48999994061887264,110
807,40706,0.09000006690621376,124
808,40853,0.8500000741332769,147
809,41084,4.350000120699406,231
810,41233,0.8600000739097595,149
811,41386,1.1100000776350498,153
812,41474,-1.349999951198697,88
813,41615,0.46000006794929504,141
814,41701,-1.3299999497830868,86
815,41882,2.3600000962615013,181
816,41986,-0.789999945089221,104
817,42132,0.5900000687688589,146
818,42243,-0.5199999418109655,111
819,42303,-2.4699999652802944,60
820,42454,0.9700000751763582,151
821,42582,0.17000006698071957,128
822,42677,-1.0399999469518661,95
823,42818,0.5000000689178705,141
824,42970,1.0100000761449337,152
825,43010,-3.2299999743700027,40
826,43157,0.8500000741332769,147
827,43303,0.8700000755488873,146
828,43448,0.7000000718981028,145
829,43523,-1.8799999579787254,75
830,43675,1.0600000768899918,152
831,43778,-0.8399999458342791,103
832,43922,0.6900000721216202,144
833,43995,-1.8199999555945396,73
834,43998,-4.949999999254942,3
835,44002,-4.980000000447035,4
836,44034,-3.739999983459711,32
837,44188,1.3100000824779272,154
838,44326,0.35000006668269634,138
839,44474,0.8900000751018524,148
840,44545,-1.8799999561160803,71
841,44694,0.980000076815486,149
842,44803,-0.6199999433010817,109
843,44950,1.0500000789761543,147
844,44954,-4.949999999254942,4
845,45061,-0.7099999450147152,107
846,45208,0.8400000743567944,147
847,45316,-0.7099999450147152,108
848,45462,0.7900000736117363,146
849,45609,0.9600000772625208,147
850,45761,1.210000080987811,152
851,45827,-2.1299999598413706,66
852,45980,1.2300000805407763,153
853,46070,-1.249999949708581,90
854,46216,1.0300000794231892,146
855,46245,-3.7799999825656414,29
856,46327,-1.5199999529868364,82
857,46434,-0.5899999421089888,107
858,46585,1.320000084117055,151
859,46641,-2.629999967291951,56
860,46789,1.0900000799447298,148
861,46932,0.6800000723451376,143
862,47084,1.1700000800192356,152
