episode,timesteps,time_alive,ep_length,reward,best_reward,best_ep_length,train/loss,train/ewc_penalty,train/learning_rate,rollout/exploration_rate
82,1412,2.330314499999986,15,-4.559999994933605,-3.079999975860119,50,42.934120178222656,5.633259206661023e-06,1e-05,0.14877713333333334
83,1424,1.8649020000002565,12,-4.619999995455146,-3.079999975860119,50,24.53205108642578,5.787019290437456e-06,1e-05,0.14876673333333332
84,1439,2.4646208000003753,15,-4.559999994933605,-3.079999975860119,50,27.809101104736328,5.981863523629727e-06,1e-05,0.1487537333333333
85,1453,1.8641722000002119,14,-4.51999999396503,-3.079999975860119,50,10.11104965209961,6.157028565212386e-06,1e-05,0.1487416
86,1485,4.62877380000009,32,-3.949999988079071,-3.079999975860119,50,10.357481956481934,6.469447725976352e-06,1e-05,0.14871386666666667
87,1498,1.8307442999994237,13,-4.609999995678663,-3.079999975860119,50,29.631065368652344,6.5910935518331826e-06,1e-05,0.1487026
88,1511,2.098743900000045,13,-4.619999995455146,-3.079999975860119,50,36.599361419677734,6.720438250340521e-06,1e-05,0.14869133333333337
89,1544,4.395477000000028,33,-3.849999986588955,-3.079999975860119,50,30.447168350219727,7.091484349075472e-06,1e-05,0.14866273333333335
90,1580,4.662965299999996,36,-3.669999983161688,-3.079999975860119,50,21.865489959716797,7.4856457104033325e-06,1e-05,0.14863153333333332
91,1593,2.1302081000003454,13,-4.609999995678663,-3.079999975860119,50,25.703289031982422,7.679032023588661e-06,1e-05,0.1486202666666667
92,1606,2.1799346999996487,13,-4.659999996423721,-3.079999975860119,50,17.356491088867188,7.836776603653561e-06,1e-05,0.148609
93,1618,1.9983759000006103,12,-4.659999996423721,-3.079999975860119,50,31.405027389526367,7.993359758984298e-06,1e-05,0.1485986
94,1632,2.7304802999997264,14,-4.599999995902181,-3.079999975860119,50,19.124921798706055,8.142573278746568e-06,1e-05,0.14858646666666664
95,1649,2.3804215999998632,17,-4.409999992698431,-3.079999975860119,50,27.241018295288086,8.372585398319643e-06,1e-05,0.14857173333333332
96,1668,2.631524899999931,19,-4.399999992921948,-3.079999975860119,50,24.740198135375977,8.55537746247137e-06,1e-05,0.14855526666666666
97,1702,4.646292899999935,34,-3.849999986588955,-3.079999975860119,50,14.129155158996582,8.957266800280195e-06,1e-05,0.14852579999999999
98,1718,1.8962843999997858,16,-4.379999991506338,-3.079999975860119,50,20.628311157226562,9.123741619987413e-06,1e-05,0.14851193333333335
99,1733,2.4489548000001378,15,-4.509999994188547,-3.079999975860119,50,21.246572494506836,9.291656169807538e-06,1e-05,0.1484989333333333
100,1764,4.194595599999957,31,-3.9599999878555536,-3.079999975860119,50,13.925000190734863,9.551130460749846e-06,1e-05,0.14847206666666665
101,1779,2.214921400000094,15,-4.51999999396503,-3.079999975860119,50,16.367921829223633,9.72255293163471e-06,1e-05,0.14845906666666667
102,1798,2.497801999999865,19,-4.309999991208315,-3.079999975860119,50,17.36855697631836,9.94277979771141e-06,1e-05,0.1484426
103,1812,2.2972792999999,14,-4.649999996647239,-3.079999975860119,50,35.617557525634766,1.0091915100929327e-05,1e-05,0.14843046666666665
104,1830,2.0645297999999457,18,-4.279999990016222,-3.079999975860119,50,16.33956527709961,1.0354862752137706e-05,1e-05,0.14841486666666667
105,1849,2.8129979000004823,19,-4.359999991953373,-3.079999975860119,50,18.438152313232422,1.0555334483797196e-05,1e-05,0.1483984
106,1877,4.180307800000264,28,-4.139999991282821,-3.079999975860119,50,13.267736434936523,1.084184623323381e-05,1e-05,0.1483741333333333
107,1889,2.1640050999994855,12,-4.749999998137355,-3.079999975860119,50,31.277244567871094,1.0963498425553553e-05,1e-05,0.14836373333333336
108,1906,2.7304407999999967,17,-4.409999992698431,-3.079999975860119,50,23.8804988861084,1.114733731810702e-05,1e-05,0.14834899999999998
109,1938,4.6621718000005785,32,-3.899999987334013,-3.079999975860119,50,25.311250686645508,1.1525022273417562e-05,1e-05,0.14832126666666665
110,1956,2.3477444999998625,18,-4.32999999076128,-3.079999975860119,50,11.627157211303711,1.1701146831910592e-05,1e-05,0.14830566666666664
111,1971,2.281073000000106,15,-4.469999993219972,-3.079999975860119,50,21.9368953704834,1.1850437658722512e-05,1e-05,0.14829266666666668
112,1987,2.6139806999999564,16,-4.419999992474914,-3.079999975860119,50,19.12933921813965,1.19948890642263e-05,1e-05,0.1482788
113,2000,2.180956100000003,13,-4.609999995678663,-3.079999975860119,50,16.623573303222656,1.2111347132304218e-05,1e-05,0.14826753333333334
114,2017,2.380998699999509,17,-4.409999992698431,-3.079999975860119,50,35.28752136230469,1.229125882673543e-05,1e-05,0.1482528
115,2034,2.7311747999992804,17,-4.4999999944120646,-3.079999975860119,50,21.35811996459961,1.2411528587108478e-05,1e-05,0.14823806666666667
116,2054,2.5133989000005386,20,-4.219999989494681,-3.079999975860119,50,46.032047271728516,1.2564526514324825e-05,1e-05,0.14822073333333333
117,2071,2.497984599999654,17,-4.509999994188547,-3.079999975860119,50,37.843116760253906,1.2714446711470373e-05,1e-05,0.14820600000000003
118,2083,1.8980082000007314,12,-4.57999999448657,-3.079999975860119,50,23.154447555541992,1.2864056770922616e-05,1e-05,0.1481956
119,2104,2.7151293999995687,21,-4.219999989494681,-3.079999975860119,50,17.596803665161133,1.3103976016282104e-05,1e-05,0.14817740000000001
120,2121,2.3800739000007525,17,-4.3699999917298555,-3.079999975860119,50,30.603290557861328,1.3298941667017061e-05,1e-05,0.14816266666666664
121,2133,1.8985289000002012,12,-4.659999996423721,-3.079999975860119,50,33.635528564453125,1.3389399100560695e-05,1e-05,0.14815226666666667
122,2151,2.5623446999998123,18,-4.4499999936670065,-3.079999975860119,50,30.57538604736328,1.3483092516253237e-05,1e-05,0.14813666666666664
123,2166,2.8472494999996343,15,-4.549999995157123,-3.079999975860119,50,23.638160705566406,1.355432323180139e-05,1e-05,0.14812366666666665
124,2184,2.365407299999788,18,-4.279999990016222,-3.079999975860119,50,20.498462677001953,1.3658963325724471e-05,1e-05,0.14810806666666668
125,2213,3.72906520000015,29,-3.8599999845027924,-3.079999975860119,50,10.424756050109863,1.390607030771207e-05,1e-05,0.14808293333333336
126,2231,2.3642657000000327,18,-4.279999990016222,-3.079999975860119,50,30.564817428588867,1.4040430869499687e-05,1e-05,0.1480673333333333
127,2254,2.7313905999999406,23,-4.029999986290932,-3.079999975860119,50,22.189498901367188,1.4191849004419055e-05,1e-05,0.14804740000000002
128,2277,3.5298315000000002,23,-4.229999991133809,-3.079999975860119,50,29.847793579101562,1.4390166143130045e-05,1e-05,0.14802746666666666
129,2294,2.1298558999997113,17,-4.32999999076128,-3.079999975860119,50,18.7171630859375,1.4540885786118452e-05,1e-05,0.14801273333333337
130,2311,2.5812183999996705,17,-4.459999993443489,-3.079999975860119,50,27.820585250854492,1.4720006220159121e-05,1e-05,0.147998
131,2326,1.784134599999561,15,-4.51999999396503,-3.079999975860119,50,20.809005737304688,1.4891802493366413e-05,1e-05,0.147985
132,2329,1.1462577000002057,3,-4.949999999254942,-3.079999975860119,50,14.222716331481934,1.4928548807802144e-05,1e-05,0.1479824
133,2344,1.8814578999999867,15,-4.429999992251396,-3.079999975860119,50,16.19622039794922,1.502080795034999e-05,1e-05,0.14796939999999997
134,2360,2.297528900000543,16,-4.469999993219972,-3.079999975860119,50,17.973756790161133,1.5175411135714967e-05,1e-05,0.14795553333333333
135,2381,2.5150100999999268,21,-4.129999987781048,-3.079999975860119,50,29.289531707763672,1.54129429574823e-05,1e-05,0.14793733333333334
136,2414,4.29536730000018,33,-3.7299999836832285,-3.079999975860119,50,22.40090560913086,1.5739797163405456e-05,1e-05,0.14790873333333332
137,2432,2.5638785000001008,18,-4.409999992698431,-3.079999975860119,50,34.536964416503906,1.5850560885155573e-05,1e-05,0.14789313333333332
138,2465,4.429232200000115,33,-3.899999987334013,-3.079999975860119,50,36.527313232421875,1.618589521967806e-05,1e-05,0.1478645333333333
139,2480,2.813339599999381,15,-4.599999995902181,-3.079999975860119,50,12.4832181930542,1.6293959561153315e-05,1e-05,0.14785153333333334
140,2501,2.6163074999994933,21,-4.129999987781048,-3.079999975860119,50,20.571077346801758,1.6503970982739702e-05,1e-05,0.14783333333333334
141,2519,2.595176299999366,18,-4.279999990016222,-3.079999975860119,50,19.7641658782959,1.6586394849582575e-05,1e-05,0.14781773333333334
142,2533,1.9979074000002583,14,-4.479999992996454,-3.079999975860119,50,22.45193862915039,1.661237001826521e-05,1e-05,0.14780559999999998
143,2555,2.997178300000087,22,-4.249999990686774,-3.079999975860119,50,30.26972198486328,1.668468030402437e-05,1e-05,0.14778653333333333
144,2570,2.3813318000002255,15,-4.469999993219972,-3.079999975860119,50,23.594491958618164,1.6781412341515534e-05,1e-05,0.14777353333333335
145,2591,2.5964565999993283,21,-4.129999987781048,-3.079999975860119,50,20.72604751586914,1.691541910986416e-05,1e-05,0.14775533333333335
146,2607,2.6148008999998638,16,-4.419999992474914,-3.079999975860119,50,22.719884872436523,1.69899776665261e-05,1e-05,0.14774146666666665
147,2622,1.8969596999995701,15,-4.429999992251396,-3.079999975860119,50,12.604416847229004,1.7092033886001445e-05,1e-05,0.14772846666666667
148,2640,2.814205900000161,18,-4.409999992698431,-3.079999975860119,50,18.492759704589844,1.719015563139692e-05,1e-05,0.1477128666666667
149,2656,2.38171869999951,16,-4.469999993219972,-3.079999975860119,50,27.91303253173828,1.728129427647218e-05,1e-05,0.147699
150,2692,4.8276198000003205,36,-3.7099999841302633,-3.079999975860119,50,22.55582046508789,1.7478290828876197e-05,1e-05,0.14766780000000002
151,2707,2.06586630000038,15,-4.429999992251396,-3.079999975860119,50,38.58095932006836,1.7546690287417732e-05,1e-05,0.14765479999999997
152,2723,2.2969812000001184,16,-4.379999991506338,-3.079999975860119,50,22.647024154663086,1.7611959265195765e-05,1e-05,0.14764093333333334
153,2738,2.1148394000001645,15,-4.51999999396503,-3.079999975860119,50,20.588848114013672,1.7725531506584957e-05,1e-05,0.14762793333333332
154,2773,4.495903699999872,35,-3.7099999841302633,-3.079999975860119,50,27.43549346923828,1.7956546798814088e-05,1e-05,0.14759760000000002
155,2788,2.1304227999999057,15,-4.429999992251396,-3.079999975860119,50,16.48777198791504,1.8025741155724972e-05,1e-05,0.14758459999999998
156,2802,2.080947300000844,14,-4.51999999396503,-3.079999975860119,50,12.876001358032227,1.811591391742695e-05,1e-05,0.14757246666666662
157,2876,8.890866300000198,74,-2.1199999637901783,-2.1199999637901783,74,17.123743057250977,1.869958396127913e-05,1e-05,0.14750833333333335
158,2893,2.415526700000555,17,-4.419999992474914,-2.1199999637901783,74,17.4493350982666,1.883477671071887e-05,1e-05,0.14749359999999997
159,2914,2.414315799999713,21,-4.179999988526106,-2.1199999637901783,74,24.275035858154297,1.8952998289023526e-05,1e-05,0.14747539999999998
160,2938,2.580224000000271,24,-4.029999986290932,-2.1199999637901783,74,20.36590003967285,1.907032674353104e-05,1e-05,0.1474546
161,2954,2.1306483999997,16,-4.429999992251396,-2.1199999637901783,74,26.6348934173584,1.915483153425157e-05,1e-05,0.1474407333333333
162,2971,2.830305999999837,17,-4.409999992698431,-2.1199999637901783,74,17.633451461791992,1.927612720464822e-05,1e-05,0.147426
163,2987,1.8655054000000746,16,-4.379999991506338,-2.1199999637901783,74,19.497278213500977,1.9382729078643024e-05,1e-05,0.14741213333333333
164,3005,2.1004203000002235,18,-4.3199999909847975,-2.1199999637901783,74,24.48147201538086,1.9474251530482434e-05,1e-05,0.1473965333333333
165,3023,2.42851200000041,18,-4.32999999076128,-2.1199999637901783,74,26.061901092529297,1.9573124518501572e-05,1e-05,0.14738093333333332
166,3038,2.0974034000000756,15,-4.389999991282821,-2.1199999637901783,74,26.206798553466797,1.9654415154946037e-05,1e-05,0.14736793333333334
167,3051,2.2141732000000047,13,-4.569999994710088,-2.1199999637901783,74,22.563356399536133,1.971013807633426e-05,1e-05,0.14735666666666666
168,3067,2.014300199999525,16,-4.379999991506338,-2.1199999637901783,74,10.731922149658203,1.9794069885392673e-05,1e-05,0.14734280000000002
169,3082,2.148882699999376,15,-4.559999994933605,-2.1199999637901783,74,21.401084899902344,1.9881059415638447e-05,1e-05,0.14732979999999998
170,3084,1.1325245999996696,2,-5.0,-2.1199999637901783,74,21.401084899902344,1.9881059415638447e-05,1e-05,0.14732806666666665
171,3113,4.078580099999272,29,-4.009999988600612,-2.1199999637901783,74,27.59477996826172,1.9990880900877528e-05,1e-05,0.14730293333333333
172,3133,2.8144247000000178,20,-4.309999991208315,-2.1199999637901783,74,19.53144073486328,2.0064471755176783e-05,1e-05,0.1472856
173,3151,2.3638521000002584,18,-4.279999990016222,-2.1199999637901783,74,22.591299057006836,2.0137922547291964e-05,1e-05,0.14727
174,3185,4.328050699999949,34,-3.769999984651804,-2.1199999637901783,74,20.783193588256836,2.0344770746305585e-05,1e-05,0.1472405333333333
175,3214,4.312149800000043,29,-4.11999998986721,-2.1199999637901783,74,11.73495101928711,2.0620442228391767e-05,1e-05,0.1472154
176,3250,4.612486399999398,36,-3.6299999821931124,-2.1199999637901783,74,18.161026000976562,2.09195841307519e-05,1e-05,0.14718420000000002
177,3265,2.198275800000374,15,-4.469999993219972,-2.1199999637901783,74,22.905014038085938,2.102308462781366e-05,1e-05,0.1471712
178,3282,2.0810193999996045,17,-4.32999999076128,-2.1199999637901783,74,16.381956100463867,2.111491448886227e-05,1e-05,0.14715646666666668
179,3321,4.977512299999944,39,-3.509999981150031,-2.1199999637901783,74,18.472423553466797,2.1268748241709545e-05,1e-05,0.14712266666666668
180,3345,2.5808827000000747,24,-4.029999986290932,-2.1199999637901783,74,20.11263656616211,2.1308955183485523e-05,1e-05,0.14710186666666666
181,3363,2.647431499999584,18,-4.409999992698431,-2.1199999637901783,74,22.698450088500977,2.1334868506528437e-05,1e-05,0.1470862666666667
182,3375,2.2651895000008153,12,-4.709999997168779,-2.1199999637901783,74,24.5168399810791,2.1366065993788652e-05,1e-05,0.14707586666666667
183,3394,2.513617499999782,19,-4.269999990239739,-2.1199999637901783,74,13.295666694641113,2.1447196559165604e-05,1e-05,0.1470594
184,3434,5.094955100000334,40,-3.4999999813735485,-2.1199999637901783,74,31.910818099975586,2.162085729651153e-05,1e-05,0.14702473333333335
185,3436,1.1313425000007555,2,-5.0,-2.1199999637901783,74,31.910818099975586,2.162085729651153e-05,1e-05,0.14702300000000001
186,3459,3.1638112000000547,23,-4.149999989196658,-2.1199999637901783,74,21.62078857421875,2.1778296286356635e-05,1e-05,0.14700306666666665
187,3482,3.1298411000007036,23,-4.159999988973141,-2.1199999637901783,74,13.398672103881836,2.1925165128777735e-05,1e-05,0.14698313333333332
188,3497,2.2822227000006023,15,-4.51999999396503,-2.1199999637901783,74,23.853530883789062,2.2025455109542236e-05,1e-05,0.14697013333333334
189,3525,4.512726500000099,28,-4.139999991282821,-2.1199999637901783,74,13.681719779968262,2.2224976419238374e-05,1e-05,0.14694586666666667
190,3560,4.36112729999968,35,-3.6299999821931124,-2.1199999637901783,74,13.099554061889648,2.240924004581757e-05,1e-05,0.14691553333333332
191,3580,2.414810299999772,20,-4.179999988526106,-2.1199999637901783,74,17.54709243774414,2.248628152301535e-05,1e-05,0.1468982
192,3594,2.080337500000496,14,-4.51999999396503,-2.1199999637901783,74,11.323399543762207,2.2536514734383672e-05,1e-05,0.14688606666666665
193,3639,5.995252500000788,45,-3.3799999803304672,-2.1199999637901783,74,17.903959274291992,2.268940988869872e-05,1e-05,0.14684706666666666
194,3655,2.3806837000001906,16,-4.429999992251396,-2.1199999637901783,74,20.914098739624023,2.270939148729667e-05,1e-05,0.14683319999999997
195,3669,1.89801129999978,14,-4.51999999396503,-2.1199999637901783,74,15.803145408630371,2.2741865905118175e-05,1e-05,0.14682106666666667
196,3686,2.5800140000001193,17,-4.419999992474914,-2.1199999637901783,74,12.025369644165039,2.277687963214703e-05,1e-05,0.14680633333333332
197,3704,2.4313694000002215,18,-4.32999999076128,-2.1199999637901783,74,30.519329071044922,2.2789790818933398e-05,1e-05,0.1467907333333333
198,3765,8.05842389999998,61,-2.8099999744445086,-2.1199999637901783,74,17.507368087768555,2.2964462914387695e-05,1e-05,0.14673786666666666
199,3767,1.1322556000004624,2,-5.0,-2.1199999637901783,74,17.507368087768555,2.2964462914387695e-05,1e-05,0.1467361333333333
200,3773,1.33226089999971,6,-4.839999997988343,-2.1199999637901783,74,26.152101516723633,2.299968218721915e-05,1e-05,0.14673093333333334
201,3786,1.8810681999993903,13,-4.569999994710088,-2.1199999637901783,74,19.853931427001953,2.307278737134766e-05,1e-05,0.14671966666666664
202,3806,2.5969587000008687,20,-4.269999990239739,-2.1199999637901783,74,14.281578063964844,2.3165668608271517e-05,1e-05,0.14670233333333332
203,3820,2.4158509999997477,14,-4.609999995678663,-2.1199999637901783,74,18.256181716918945,2.3209548089653254e-05,1e-05,0.14669020000000002
204,3839,2.395759399999406,19,-4.269999990239739,-2.1199999637901783,74,18.926183700561523,2.3320550099015236e-05,1e-05,0.1466737333333333
205,3874,4.413271100000202,35,-3.6799999829381704,-2.1199999637901783,74,24.718055725097656,2.3509708626079373e-05,1e-05,0.1466434
206,3897,3.446370300000126,23,-4.239999990910292,-2.1199999637901783,74,22.103078842163086,2.360860162298195e-05,1e-05,0.14662346666666665
207,3930,4.529319100000066,33,-3.8599999863654375,-2.1199999637901783,74,24.047386169433594,2.373753704887349e-05,1e-05,0.14659486666666663
208,3944,2.162992700000359,14,-4.51999999396503,-2.1199999637901783,74,18.82872200012207,2.3778455215506256e-05,1e-05,0.14658273333333335
209,3964,2.3809676000000763,20,-4.179999988526106,-2.1199999637901783,74,13.662357330322266,2.389680412306916e-05,1e-05,0.1465654
210,3986,2.6302886000003127,22,-4.129999987781048,-2.1199999637901783,74,22.382944107055664,2.404566839686595e-05,1e-05,0.14654633333333333
211,4047,8.309612999999445,61,-2.819999974220991,-2.1199999637901783,74,23.6946964263916,2.4415583538939245e-05,1e-05,0.14649346666666666
212,4060,2.2150334000007206,13,-4.659999996423721,-2.1199999637901783,74,20.088769912719727,2.4512170057278126e-05,1e-05,0.14648219999999998
213,4078,2.46299320000071,18,-4.359999991953373,-2.1199999637901783,74,13.998786926269531,2.4698154447833076e-05,1e-05,0.1464666
214,4091,2.081253499999548,13,-4.659999996423721,-2.1199999637901783,74,16.934579849243164,2.4822682462399825e-05,1e-05,0.14645533333333333
215,4134,6.676153999999769,43,-3.699999986216426,-2.1199999637901783,74,27.63928985595703,2.5213254048139788e-05,1e-05,0.14641806666666662
216,4150,2.1989058999997724,16,-4.419999992474914,-2.1199999637901783,74,24.92000961303711,2.532446524128318e-05,1e-05,0.14640419999999998
217,4180,4.045994200000678,30,-3.979999987408519,-2.1199999637901783,74,33.921939849853516,2.5503446522634476e-05,1e-05,0.14637819999999999
218,4216,4.4298249000003125,36,-3.6299999821931124,-2.1199999637901783,74,13.572402000427246,2.5715891752042808e-05,1e-05,0.14634700000000003
219,4230,2.313293000000158,14,-4.559999994933605,-2.1199999637901783,74,19.351892471313477,2.5847773940768093e-05,1e-05,0.14633486666666667
220,4246,2.5139391000002433,16,-4.459999993443489,-2.1199999637901783,74,30.080411911010742,2.599243634904269e-05,1e-05,0.14632099999999998
221,4290,5.561477900000682,44,-3.2999999783933163,-2.1199999637901783,74,31.484800338745117,2.6321271434426308e-05,1e-05,0.14628286666666668
222,4305,1.9645830999997997,15,-4.469999993219972,-2.1199999637901783,74,30.44774627685547,2.645042877702508e-05,1e-05,0.14626986666666664
