episode,timestep,reward,length
663,74538,0.8700000755488873,146
664,74663,0.1500000674277544,125
665,74755,-0.9799999445676804,92
666,74911,1.4500000849366188,156
667,75010,-0.7999999430030584,99
668,75163,1.2700000815093517,153
669,75266,-0.6399999409914017,103
670,75423,1.390000082552433,157
671,75524,-0.6999999415129423,101
672,75527,-4.949999999254942,3
673,75680,1.2700000815093517,153
674,75769,-1.0599999446421862,89
675,75848,-1.5599999520927668,79
676,76028,2.1700000911951065,180
677,76205,2.1400000918656588,177
678,76290,-1.2599999476224184,85
679,76292,-5.0,2
680,76437,0.7100000716745853,145
681,76469,-3.5999999791383743,32
682,76547,-1.449999948963523,78
683,76711,1.650000086054206,164
684,76713,-5.0,2
685,76803,-1.199999948963523,90
686,76956,1.2700000815093517,153
687,77060,-0.4999999385327101,104
688,77216,1.3000000808387995,156
689,77314,-0.6399999391287565,98
690,77465,1.0500000771135092,151
691,77570,-0.6099999416619539,105
692,77700,0.2000000663101673,130
693,77827,0.37000007182359695,127
694,78111,6.74000015296042,284
695,78255,1.1000000815838575,144
696,78406,0.9300000742077827,151
697,78552,0.8000000733882189,146
698,78683,0.3700000699609518,131
699,78820,0.7100000753998756,137
700,78952,0.3700000699609518,132
701,79052,-0.7099999412894249,100
702,79354,6.7800001464784145,302
703,79505,0.8900000732392073,151
704,79618,-0.3299999386072159,113
705,79757,0.6800000742077827,139
706,79875,-0.19999993778765202,118
707,80028,0.9400000739842653,153
