episode,timesteps,time_alive,ep_length,reward,best_reward,best_ep_length,lat_scale_2,lat_scale_3,lat_scale_fc,train/loss,train/learning_rate,rollout/exploration_rate
44,419,1.5145244000013918,3,-4.949999999254942,4.6600000858306885,29,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9931726666666669
45,428,1.5810928998980671,9,-4.689999995753169,4.6600000858306885,29,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9930256666666667
46,438,1.9170737999957055,10,-4.799999998882413,4.6600000858306885,29,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.992862333333333
47,440,1.5460598999634385,2,-5.0,4.6600000858306885,29,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9928296666666668
48,443,1.5156253001186997,3,-4.949999999254942,4.6600000858306885,29,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9927806666666665
49,452,1.6315358998253942,9,-4.7299999967217445,4.6600000858306885,29,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.992633666666667
50,476,4.029569800011814,24,-4.459999997168779,4.6600000858306885,29,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9922416666666666
51,488,2.2145430999808013,12,-4.709999997168779,4.6600000858306885,29,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9920456666666668
52,500,2.1982146999798715,12,-4.749999998137355,4.6600000858306885,29,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.991849666666667
53,530,4.911754800006747,30,-4.279999993741512,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9913596666666666
54,540,2.0473307999782264,10,-4.839999999850988,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9911963333333337
55,556,2.6141840999480337,16,-4.549999995157123,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9909350000000001
56,569,2.1968449999112636,13,-4.659999996423721,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9907226666666669
57,583,2.4159016001503915,14,-4.689999997615814,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9904940000000001
58,599,2.413048699963838,16,-4.549999995157123,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9902326666666665
59,601,1.5484360998962075,2,-5.0,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9902000000000003
60,603,1.5484507998917252,2,-5.0,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9901673333333335
61,610,1.5818383998703212,7,-4.829999998211861,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9900530000000001
62,620,1.6652745997998863,10,-4.759999997913837,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9898896666666664
63,642,3.694925099844113,22,-4.449999995529652,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9895303333333336
64,653,2.0495645999908447,11,-4.78999999910593,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9893506666666665
65,672,2.2973446999676526,19,-4.3199999909847975,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9890403333333333
66,680,2.079494999954477,8,-4.9400000013411045,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9889096666666666
67,682,1.5493144998326898,2,-5.0,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9888769999999997
68,684,1.531541100004688,2,-5.0,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9888443333333335
69,689,1.5479326997883618,5,-4.929999999701977,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9887626666666663
70,700,1.8340408999938518,11,-4.709999997168779,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9885829999999999
71,716,2.7115078000351787,16,-4.53999999538064,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9883216666666663
72,727,2.1317139000166208,11,-4.799999998882413,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.988142
73,742,2.2642477999906987,15,-4.599999995902181,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9878969999999998
74,755,2.032035700045526,13,-4.649999996647239,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9876846666666665
75,757,1.5478031998500228,2,-5.0,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9876520000000003
76,760,1.5139649000484496,3,-4.949999999254942,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.987603
77,769,1.6484823001082987,9,-4.76999999769032,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9874559999999998
78,781,1.5827868999913335,12,-4.619999995455146,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9872599999999999
79,783,1.5304996001068503,2,-5.0,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9872273333333331
80,790,1.5155674999114126,7,-4.829999998211861,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9871129999999997
81,802,2.215038600144908,12,-4.749999998137355,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9869169999999999
82,825,3.7126349001191556,23,-4.359999993816018,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9865413333333336
83,833,2.0148869999684393,8,-4.9400000013411045,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9864106666666669
84,861,5.011446599848568,28,-4.349999995902181,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9859533333333335
85,870,2.014049299992621,9,-4.849999999627471,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9858063333333332
86,886,2.4477820000611246,16,-4.469999993219972,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9855450000000003
87,896,2.6135882998351008,10,-4.880000000819564,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9853816666666666
88,908,2.615314200054854,12,-4.739999998360872,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9851856666666668
89,919,1.9815994000528008,11,-4.759999997913837,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9850059999999997
90,931,2.1133171000983566,12,-4.709999997168779,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9848099999999999
91,950,3.745902800001204,19,-4.639999998733401,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9844996666666667
92,965,2.400037300074473,15,-4.639999996870756,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9842546666666665
93,988,3.3783369997981936,23,-4.319999992847443,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9838790000000003
94,990,1.54672159999609,2,-5.0,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9838463333333334
95,993,1.5496000999119133,3,-4.949999999254942,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9837973333333331
96,1009,2.8478878000751138,16,-4.619999997317791,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9835360000000002
97,1020,2.313409199938178,11,-4.839999999850988,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.983356333333333
98,1044,4.430618799990043,24,-4.459999997168779,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9829643333333334
99,1066,3.2612807999830693,22,-4.279999991878867,4.6600000858306885,30,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.982605
100,1105,5.961655299877748,39,1.1199999991804361,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9819680000000001
101,1114,1.9988311999477446,9,-4.849999999627471,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9818209999999998
102,1130,2.4295123999472708,16,-4.509999994188547,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9815596666666669
103,1140,1.998559399973601,10,-4.799999998882413,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9813963333333333
104,1156,2.3474575001746416,16,-4.509999994188547,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9811349999999998
105,1168,2.28043429995887,12,-4.699999997392297,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9809389999999999
106,1179,1.982421799795702,11,-4.709999997168779,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9807593333333335
107,1191,2.81358449999243,12,-4.830000000074506,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9805633333333337
108,1204,2.4992429001722485,13,-4.689999997615814,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9803509999999996
109,1214,2.2289602998644114,10,-4.799999998882413,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9801876666666667
110,1233,3.4955688999034464,19,-4.589999997988343,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9798773333333335
111,1262,4.362834399798885,29,-4.219999993219972,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9794036666666667
112,1265,1.548822599928826,3,-4.949999999254942,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9793546666666664
113,1267,1.5474495000671595,2,-5.0,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9793220000000001
114,1275,1.5817503998987377,8,-4.779999997466803,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9791913333333334
115,1284,1.8661632998846471,9,-4.8099999986588955,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9790443333333332
116,1295,2.2313460998702794,11,-4.799999998882413,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9788646666666667
117,1306,2.3126743000466377,11,-4.839999999850988,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9786850000000004
118,1328,3.2470572001766413,22,-4.359999993816018,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9783256666666669
119,1330,1.5480701001361012,2,-5.0,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.978293
120,1332,1.5477064000442624,2,-5.0,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9782603333333331
121,1338,1.5164526000153273,6,-4.919999999925494,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9781623333333331
122,1348,2.37983680004254,10,-4.930000001564622,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9779990000000002
123,1350,1.5496135000139475,2,-5.0,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9779663333333334
124,1353,1.5298657000530511,3,-4.949999999254942,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.977917333333333
125,1387,5.4783860999159515,34,-4.079999992623925,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9773619999999996
126,1389,1.5492958999238908,2,-5.0,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9773293333333335
127,1391,1.5478493000846356,2,-5.0,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9772966666666666
128,1413,3.5458054000046104,22,-4.399999994784594,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9769373333333331
129,1424,2.115393300075084,11,-4.799999998882413,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9767576666666667
130,1426,1.5471671000123024,2,-5.0,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9767249999999998
131,1429,1.5154133001342416,3,-4.949999999254942,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9766760000000002
132,1437,1.965181700186804,8,-4.8599999994039536,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9765453333333335
133,1449,2.0317856001202017,12,-4.699999997392297,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9763493333333336
134,1451,1.5477787000127137,2,-5.0,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9763166666666667
135,1453,1.5312265998218209,2,-5.0,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9762839999999998
136,1460,1.5152202998287976,7,-4.829999998211861,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9761696666666665
137,1469,1.8480916998814791,9,-4.8099999986588955,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.976022666666667
138,1481,2.464295200072229,12,-4.709999997168779,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9758266666666664
139,1494,1.9679286000318825,13,-4.659999996423721,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9756143333333331
140,1505,2.112126799998805,11,-4.799999998882413,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9754346666666668
141,1517,2.2134915001224726,12,-4.709999997168779,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9752386666666669
142,1548,4.295721600065008,31,-4.07999999076128,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9747323333333332
143,1562,2.1643163999542594,14,-4.609999995678663,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9745036666666664
144,1565,1.5487430999055505,3,-4.949999999254942,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9744546666666669
145,1567,1.5315502998419106,2,-5.0,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.974422
146,1576,1.6483466997742653,9,-4.7299999967217445,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9742749999999998
147,1588,1.980148300062865,12,-4.659999996423721,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9740789999999999
148,1600,2.314821599982679,12,-4.709999997168779,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.973883
149,1615,2.498161700088531,15,-4.599999995902181,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9736379999999999
150,1625,2.2316785999573767,10,-4.799999998882413,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9734746666666669
151,1645,2.9470150000415742,20,-4.429999994114041,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9731480000000003
152,1665,2.646520799957216,20,-4.34999999217689,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.972821333333333
153,1667,1.548400399973616,2,-5.0,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9727886666666669
154,1670,1.5314354998990893,3,-4.949999999254942,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9727396666666666
155,1677,1.5152118999976665,7,-4.789999997243285,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9726253333333331
156,1693,3.147280299803242,16,-4.699999999254942,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9723640000000002
157,1718,4.428380799945444,25,-4.419999996200204,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9719556666666664
158,1720,1.5484418999403715,2,-5.0,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9719230000000003
159,1722,1.5488452001009136,2,-5.0,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9718903333333334
160,1745,3.6294995001517236,23,-4.3499999940395355,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9715146666666664
161,1764,3.496377500006929,19,-4.599999997764826,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9712043333333332
162,1779,2.0983150999527425,15,-4.609999995678663,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9709593333333332
163,1781,1.5477529999334365,2,-5.0,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9709266666666669
164,1784,1.5316754998639226,3,-4.949999999254942,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9708776666666666
165,1789,1.530874100048095,5,-4.929999999701977,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9707960000000002
166,1807,2.7477480999659747,18,-4.439999993890524,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9705019999999996
167,1821,2.812758600106463,14,-4.679999997839332,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.970273333333333
168,1835,2.798205600120127,14,-4.719999998807907,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.970044666666667
169,1849,2.5629466001410037,14,-4.689999997615814,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9698160000000002
170,1862,2.2645570999011397,13,-4.699999997392297,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.969603666666667
171,1875,2.098741899942979,13,-4.659999996423721,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.969391333333333
172,1877,1.5498458999209106,2,-5.0,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9693586666666668
173,1896,3.0448725998867303,19,-4.479999994859099,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9690483333333336
174,1920,3.1636149000842124,24,-4.189999990165234,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9686563333333332
175,1937,3.363175099948421,17,-4.689999999478459,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9683786666666669
176,1956,2.1482444000430405,19,-4.3199999909847975,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9680683333333331
177,1989,4.812015099916607,33,-3.9699999894946814,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9675293333333331
178,1992,1.5475420001894236,3,-4.949999999254942,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9674803333333335
179,1994,1.5494262999854982,2,-5.0,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9674476666666667
180,2001,1.5306704000104219,7,-4.829999998211861,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9673333333333333
181,2023,3.313702399842441,22,-4.319999992847443,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9669739999999998
182,2027,1.5307336000259966,4,-4.949999999254942,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9669086666666667
183,2031,1.515708199935034,4,-4.899999998509884,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9668433333333329
184,2041,1.8489439999684691,10,-4.759999997913837,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.96668
185,2058,2.614056200021878,17,-4.549999995157123,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.966402333333333
186,2088,4.1950605001766235,30,-4.129999991506338,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9659123333333334
187,2090,1.5487457001581788,2,-5.0,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9658796666666666
188,2092,1.530520899919793,2,-5.0,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9658469999999997
189,2101,1.5671300000976771,9,-4.7299999967217445,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9657000000000001
190,2121,2.8952607999090105,20,-4.419999994337559,4.6600000858306885,39,0.009999999776482582,0.009999999776482582,0.009999999776482582,,,0.9653733333333335
