episode,time_alive,reward,loss,time_smooth,reward_smooth,loss_smooth
1,11.69223666191101,-2.9650004,0.0,11.69223666191101,-2.9650004,0.0
2,6.410748958587647,-2.97,0.0,9.051492810249329,-2.9675002,0.0
3,13.604177951812744,3.499999,0.0,10.5690545241038,-0.8116671333333335,0.0
4,6.444181680679321,-2.9950006,0.0,9.53783631324768,-1.3575005,0.0
5,6.4274983406066895,-2.3300004,0.0,8.915768718719482,-1.55200048,0.0
6,8.658282995223999,-0.5150018,0.0,8.872854431470236,-1.3791673666666666,0.0
7,6.37707257270813,-2.3600001,0.0,8.516314165932792,-1.5192863285714286,0.0
8,6.360477447509766,-2.78,0.0,8.246834576129913,-1.6768755375,0.0
9,8.608569383621216,-0.77500105,0.0,8.287027332517836,-1.576667261111111,0.0
10,6.410746097564697,-2.9950004,0.0,8.099399209022522,-1.7185005750000002,0.0
11,6.39428186416626,-2.5100002,0.0,7.944388541308316,-1.7904550863636362,0.0
12,6.410556316375732,-2.9450004,0.0,7.816569189230601,-1.8866671958333334,0.0
13,6.427731275558472,-2.5500002,0.0,7.709735503563514,-1.9376928115384615,0.0
14,6.409817457199097,-2.7450004,0.0,7.616884214537484,-1.9953576392857144,0.0
15,6.327492952346802,-2.6050003,0.0,7.5309247970581055,-2.0360004833333334,0.0
16,6.461223125457764,-3.2750006,0.0,7.464068442583084,-2.113437990625,0.0
17,6.393332719802856,-3.0950003,0.0,7.401083988301894,-2.17117695,0.0
18,6.360878467559815,-2.5300002,0.0,7.343294792705112,-2.191111575,0.0
19,7.710066556930542,-2.0300007,0.0,7.362598569769609,-2.182632055263158,0.0
20,6.360165119171143,-2.38,0.0,7.312476897239685,-2.1925004525,0.0
21,7.892115592956543,-1.680001,0.0,7.340078739892869,-2.1680957166666666,0.0
22,4.0471038818359375,-2.86,0.0,7.1903980645266445,-2.199545911363636,0.0
23,2.2981178760528564,-5.0,0.0,6.977690230245176,-2.3213047847826087,0.0
24,6.409964084625244,-2.9900002,0.0,6.954034974177678,-2.3491670937499998,0.0
25,6.4601898193359375,-2.5000007,0.0,6.934281167984008,-2.355200438,0.0
26,6.411077737808228,-3.005,0.0,6.914157959131094,-2.3801927288461537,0.0
27,9.057652711868286,-0.545002,0.0,6.993546653676916,-2.312222701851852,0.0
28,6.361013174057007,-2.43,0.0,6.9709561722619195,-2.3164290339285714,0.0
29,8.22517728805542,-1.0950015,0.0,7.014205176254799,-2.274310843103448,0.0
30,4.063522338867188,-3.3750007,0.0,6.915849081675211,-2.311000505,0.0
31,2.363985538482666,-5.0,0.0,6.6049073775609335,-2.378833825,0.0
32,6.394188165664673,-3.1150007,0.0,6.604355351130168,-2.3836671816666666,0.0
33,4.063154220581055,-2.545,0.0,6.286321226755778,-2.5851671483333334,0.0
34,2.3808276653289795,-5.0,0.0,6.150876092910766,-2.6520004616666664,0.0
35,8.392417192459106,-0.41500187,0.0,6.216373387972514,-2.5881671773333332,0.0
36,9.290431261062622,2.0299978,0.0,6.237444996833801,-2.5033338573333332,0.0
37,2.364703893661499,-5.0,0.0,6.103699374198913,-2.5913338539999997,0.0
38,4.046505928039551,-3.0600004,0.0,6.0265669902165735,-2.600667200666666,0.0
39,2.364820957183838,-5.0,0.0,5.818442042668661,-2.7415004989999994,0.0
40,6.393759250640869,-2.525,0.0,5.817875814437866,-2.725833819,0.0
41,6.427073001861572,-2.6350002,0.0,5.818968852361043,-2.7300004856666664,0.0
42,14.9525625705719,4.734994,0.0,6.103702394167582,-2.474000672333333,0.0
43,6.360172510147095,-3.1150005,0.0,6.101450435320536,-2.4928340156666664,0.0
44,6.477798223495483,-3.0100002,0.0,6.103716460863749,-2.501667342333333,0.0
45,6.344096183776856,-3.2250004,0.0,6.104269901911418,-2.522334012333333,0.0
46,6.443763256072998,-3.4150004,0.0,6.103687906265259,-2.5270006723333336,0.0
47,6.394170522689819,-3.1450007,0.0,6.103715833028158,-2.5286673523333336,0.0
48,8.05884337425232,-1.635001,0.0,6.160314663251241,-2.498834045666667,0.0
49,8.892045497894287,-0.3600011,0.0,6.199713961283366,-2.4431673923333332,0.0
50,7.610142946243286,-1.8000007,0.0,6.241379888852437,-2.4238340823333333,0.0
51,6.409421920776367,-3.0750003,0.0,6.191956766446432,-2.4703340590000002,0.0
52,7.70961856842041,-2.0400002,0.0,6.31404058933258,-2.443000732333333,0.0
53,7.661009311676025,-1.8150008,0.0,6.492803637186686,-2.336834092333333,0.0
54,3.778646945953369,-2.3500004,0.0,6.405093065897623,-2.315500765666667,0.0
55,3.4296436309814453,-4.935,0.0,6.30407485961914,-2.396667409,0.0
56,6.445091724395752,-2.4500003,0.0,6.305208659172058,-2.378167419,0.0
57,11.588558435440063,1.6750011,0.0,6.389572183291118,-2.3041673156666667,0.0
58,6.377654790878296,-3.0600004,0.0,6.390126903851827,-2.325167329,0.0
59,6.426608562469482,-2.4650002,0.0,6.330174612998962,-2.3708339523333337,0.0
60,4.045787572860718,-2.3000004,0.0,6.32958345413208,-2.335000609,0.0
61,2.364680767059326,-5.0,0.0,6.329606628417968,-2.335000609,0.0
62,6.394056797027588,-3.2750006,0.0,6.3296022494634,-2.3403339389999998,0.0
63,14.986774444580078,3.5600014,0.0,6.6937229235967,-2.136833892333333,0.0
64,6.39356541633606,-2.9800003,0.0,6.82748084863027,-2.069500569,0.0
65,7.625913858413696,-1.4100013,0.0,6.8019307374954225,-2.1026672166666667,0.0
66,7.659555196762085,-1.6950009,0.0,6.747568202018738,-2.22683384,0.0
67,7.95938515663147,-1.3550014,0.0,6.93405757745107,-2.1053338866666667,0.0
68,6.477069616317749,-2.3800004,0.0,7.0150763670603435,-2.08266722,0.0
69,8.558850049972534,-0.97500134,0.0,7.221544003486633,-1.9485005979999999,0.0
70,4.079819679260254,-2.49,0.0,7.144412684440613,-1.9473339313333333,0.0
71,2.3655669689178467,-5.0,0.0,7.009029150009155,-2.026167258,0.0
72,6.393221855163574,-2.51,0.0,6.723717792828878,-2.2676670580000002,0.0
73,8.490890741348267,-0.39500093,0.0,6.794741733868917,-2.177000405666667,0.0
74,6.411277294158936,-2.3450005,0.0,6.7925243695576984,-2.154833749,0.0
75,5.294517993927002,-1.3300011,0.0,6.757538429896036,-2.0916671056666667,0.0
76,2.364779233932495,-5.0,0.0,6.621572295824687,-2.1445004256666667,0.0
77,9.257608652114868,1.6300001,0.0,6.717020233472188,-1.9853337323333333,0.0
78,2.364834785461426,-5.0,0.0,6.527219947179159,-2.097500365666667,0.0
79,6.37715744972229,-2.0800004,0.0,6.443390345573425,-2.1548336756666666,0.0
80,14.952727556228638,5.0849934,0.0,6.68814316590627,-1.9253338723333333,0.0
81,6.3946592807769775,-2.9950001,0.0,6.687651077906291,-1.922667199,0.0
82,13.61997413635254,4.6699963,0.0,6.884662930170695,-1.6990006489999998,0.0
83,2.364345073699951,-5.0,0.0,6.708107455571493,-1.805167289,0.0
84,8.47619366645813,-1.4300013,0.0,6.8646923462549845,-1.7745006523333333,0.0
85,8.341876745223999,-1.4900017,0.0,7.02843345006307,-1.6596673756666667,0.0
86,8.408061504364014,-0.5150013,0.0,7.093865776062012,-1.5951674089999999,0.0
87,4.063059568405151,-2.0450006,0.0,6.843015813827515,-1.719167465666667,0.0
88,2.3646657466888428,-5.0,0.0,6.709249512354533,-1.7838341190000002,0.0
89,7.641995906829834,-2.4400005,0.0,6.749762423833212,-1.7830007956666667,0.0
90,8.625847816467285,-0.09500122,0.2156288474798202,6.902431098620097,-1.709500823,0.00718762824932734
91,11.622575759887695,1.2800007,0.1430853754281997,7.211027598381042,-1.5001674663333333,0.011957140763600663
92,13.62034010887146,2.5899987,0.0718030259013176,7.451903708775839,-1.3046674896666668,0.01435057496031125
93,6.327933549880981,-3.2000003,0.0713175162672996,7.163275678952535,-1.5300008796666666,0.01672782550255457
