episode,time_alive,reward,loss,lat_scale_2,lat_scale_3,lat_scale_fc,time_smooth,reward_smooth,loss_smooth
42,1.6484899520874023,-4.69,0.0,0.0,0.0,0.0,1.9653115590413412,-4.6036666552225745,0.0
43,1.9317593574523926,-4.76,0.0,0.0,0.0,0.0,1.9780939181645711,-4.595666662851969,0.0
44,2.2132551670074463,-4.79,0.0,0.0,0.0,0.0,2.0013715346654255,-4.592999998728434,0.0
45,3.730053424835205,-4.69,0.0,0.0,0.0,0.0,2.009156656265259,-4.70533332824707,0.0
46,2.1327428817749023,-4.61,0.0,0.0,0.0,0.0,2.0102806806564333,-4.70533332824707,0.0
47,2.1316375732421875,-4.7,0.0,0.0,0.0,0.0,2.0153349240620932,-4.701999982198079,0.0
48,1.5305416584014893,-4.95,0.0,0.0,0.0,0.0,2.0147188742955526,-4.700333309173584,0.0
49,1.5319108963012695,-4.95,0.0,0.0,0.0,0.0,2.013034796714783,-4.701999966303507,0.0
50,1.5323152542114258,-4.88,0.0,0.0,0.0,0.0,2.0102871576944987,-4.701999966303507,0.0
51,4.3126540184021,-3.09,0.0,0.0,0.0,0.0,2.0919002930323285,-4.6446666320164995,0.0
52,1.9809577465057373,-4.89,0.0,0.0,0.0,0.0,2.0880059878031414,-4.6526666243871055,0.0
53,2.24743914604187,-4.55,0.0,0.0,0.0,0.0,2.0762871344884237,-4.6543332974116005,0.0
54,1.5499475002288818,-5.0,0.0,0.0,0.0,0.0,1.9842418114344278,-4.76199996471405,0.0
55,1.531886100769043,-5.0,0.0,0.0,0.0,0.0,1.9492464860280354,-4.770666639010112,0.0
56,1.514876127243042,-4.83,0.0,0.0,0.0,0.0,1.948166298866272,-4.764999969800313,0.0
57,2.2804131507873535,-4.79,0.0,0.0,0.0,0.0,1.9731066942214965,-4.758666634559631,0.0
58,2.199049472808838,-4.66,0.0,0.0,0.0,0.0,1.992538030942281,-4.751333292325338,0.0
59,1.5474789142608643,-5.0,0.0,0.0,0.0,0.0,1.9808610359827676,-4.763999962806702,0.0
60,1.5482044219970703,-5.0,0.0,0.0,0.0,0.0,1.9808892806371052,-4.763999962806702,0.0
61,2.1813650131225586,-4.5099998,0.0,0.0,0.0,0.0,2.0025033712387086,-4.747666621208191,0.0
62,1.5490257740020752,-5.0,0.0,0.0,0.0,0.0,2.00144837697347,-4.753333290417989,0.0
63,1.5479345321655273,-5.0,0.0,0.0,0.0,0.0,1.9969587405522664,-4.761333282788595,0.0
64,1.6156847476959229,-4.88,0.0,0.0,0.0,0.0,1.9703581968943278,-4.771999955177307,0.0
65,1.9473791122436523,-4.81,0.0,0.0,0.0,0.0,1.9697666009267172,-4.776999958356222,0.0
66,2.131347417831421,-4.66,0.0,0.0,0.0,0.0,1.9320077657699586,-4.783333293596903,0.0
67,2.1979832649230957,-4.84,0.0,0.0,0.0,0.0,1.953662117322286,-4.777999965349833,0.0
68,2.614555597305298,-4.54,0.0,0.0,0.0,0.0,1.9892267862955728,-4.76433330376943,0.0
69,2.5645382404327393,-4.6,0.0,0.0,0.0,0.0,2.0175248622894286,-4.753999972343445,0.0
70,2.2134859561920166,-4.85,0.0,0.0,0.0,0.0,2.0396474679311116,-4.74899996916453,0.0
71,2.1313347816467285,-4.8,0.0,0.0,0.0,0.0,2.0596749067306517,-4.743999981880188,0.0
72,2.3150856494903564,-4.42,0.0,0.0,0.0,0.0,2.0818947633107503,-4.734999982515971,0.0
73,2.0477566719055176,-4.84,0.0,0.0,0.0,0.0,2.0857613404591877,-4.737666646639506,0.0
74,2.065021514892578,-4.46,0.0,0.0,0.0,0.0,2.0808202187220255,-4.726666649182637,0.0
75,2.8472299575805664,-4.45,0.0,0.0,0.0,0.0,2.0513927698135377,-4.71866664091746,0.0
76,2.8972926139831543,-4.62,0.0,0.0,0.0,0.0,2.076877760887146,-4.718999965985616,0.0
77,2.1312994956970215,-4.8,0.0,0.0,0.0,0.0,2.0768664916356405,-4.722333312034607,0.0
78,2.1640357971191406,-4.56,0.0,0.0,0.0,0.0,2.097982962926229,-4.709333316485087,0.0
79,1.548553705215454,-4.95,0.0,0.0,0.0,0.0,2.098537723223368,-4.709333316485087,0.0
80,1.5494694709777832,-5.0,0.0,0.0,0.0,0.0,2.0991095304489136,-4.71333331267039,0.0
81,1.7141258716583252,-4.77,0.0,0.0,0.0,0.0,2.0124919255574545,-4.76933331489563,0.0
82,3.813542366027832,-4.12,0.0,0.0,0.0,0.0,2.0735780795415244,-4.743666648864746,0.0
83,3.579472303390503,-4.6,0.0,0.0,0.0,0.0,2.1179791847864786,-4.745333305994669,0.0
84,2.2148091793060303,-4.71,0.0,0.0,0.0,0.0,2.140141240755717,-4.735666640599569,0.0
85,4.712398052215576,-4.26,0.0,0.0,0.0,0.0,2.246158305803935,-4.7109999815622965,0.0
86,2.0810952186584473,-4.85,0.0,0.0,0.0,0.0,2.2650322755177816,-4.71166664759318,0.0
87,4.446156740188599,-4.13,0.0,0.0,0.0,0.0,2.3372237284978232,-4.689666652679444,0.0
88,2.1642398834228516,-4.55,0.0,0.0,0.0,0.0,2.3360634088516234,-4.685999997456869,0.0
89,1.5504231452941895,-4.95,0.0,0.0,0.0,0.0,2.3361615498860675,-4.684333324432373,0.0
90,1.5466618537902832,-5.0,0.0,0.0,0.0,0.0,2.3361101309458414,-4.684333324432373,0.0
91,1.6154356002807617,-4.88,0.0,0.0,0.0,0.0,2.3172458171844483,-4.696666669845581,0.0
92,1.8980693817138672,-4.62,0.0,0.0,0.0,0.0,2.3288806041081744,-4.683999999364217,0.0
93,2.613553047180176,-4.49,0.0,0.0,0.0,0.0,2.3644012212753296,-4.666999991734823,0.0
94,2.1484766006469727,-4.46,0.0,0.0,0.0,0.0,2.382160949707031,-4.652999989191691,0.0
95,2.8473777770996094,-4.88,0.0,0.0,0.0,0.0,2.4121609052022297,-4.65533332824707,0.0
96,1.9818403720855713,-4.7,0.0,0.0,0.0,0.0,2.4071773370107015,-4.656666660308838,0.0
97,1.5482442378997803,-5.0,0.0,0.0,0.0,0.0,2.3855193694432577,-4.661999988555908,0.0
98,1.5315895080566406,-5.0,0.0,0.0,0.0,0.0,2.349420499801636,-4.677333323160807,0.0
99,1.5320193767547607,-4.88,0.0,0.0,0.0,0.0,2.315003204345703,-4.6866666634877525,0.0
100,2.613619327545166,-4.74,0.0,0.0,0.0,0.0,2.328340983390808,-4.682999992370606,0.0
101,2.3974063396453857,-4.55,0.0,0.0,0.0,0.0,2.3372100353240968,-4.674666659037272,0.0
102,3.5971004962921143,-4.26,0.0,0.0,0.0,0.0,2.379943863550822,-4.669333330790201,0.0
103,2.713808059692383,-4.64,0.0,0.0,0.0,0.0,2.402145576477051,-4.662666654586792,0.0
104,2.1314375400543213,-4.84,0.0,0.0,0.0,0.0,2.4043594439824423,-4.675333325068156,0.0
105,2.0644378662109375,-4.5099998,0.0,0.0,0.0,0.0,2.378266374270121,-4.677333323160807,0.0
106,2.3485753536224365,-4.57,0.0,0.0,0.0,0.0,2.359975798924764,-4.675666666030883,0.0
107,2.0983946323394775,-4.65,0.0,0.0,0.0,0.0,2.358878970146179,-4.6706666628519695,0.0
108,1.547208547592163,-5.0,0.0,0.0,0.0,0.0,2.3383180618286135,-4.685333331425984,0.0
109,1.5320250988006592,-5.0,0.0,0.0,0.0,0.0,2.3377671082814535,-4.68700000445048,0.0
110,1.566441535949707,-4.78,0.0,0.0,0.0,0.0,2.3383328437805178,-4.679666678110759,0.0
111,2.096971035003662,-4.76,0.0,0.0,0.0,0.0,2.351094349225362,-4.679333353042603,0.0
112,4.09615683555603,-4.32,0.0,0.0,0.0,0.0,2.360514831542969,-4.686000029246013,0.0
113,1.5489981174468994,-5.0,0.0,0.0,0.0,0.0,2.292832358678182,-4.69933336575826,0.0
114,1.5479629039764404,-5.0,0.0,0.0,0.0,0.0,2.270604149500529,-4.709000031153361,0.0
115,1.5985689163208008,-4.88,0.0,0.0,0.0,0.0,2.166809844970703,-4.7296666940053305,0.0
116,2.114272356033325,-4.9,0.0,0.0,0.0,0.0,2.1679157495498655,-4.731333367029825,0.0
117,2.198486089706421,-4.7,0.0,0.0,0.0,0.0,2.092993394533793,-4.7503333568573,0.0
118,2.5973458290100098,-4.69,0.0,0.0,0.0,0.0,2.1074302593866983,-4.755000019073487,0.0
119,2.198657274246216,-4.61,0.0,0.0,0.0,0.0,2.1290380636850994,-4.743666696548462,0.0
120,1.8984603881835938,-4.71,0.0,0.0,0.0,0.0,2.1407646814982098,-4.734000031153361,0.0
121,2.1139378547668457,-4.8,0.0,0.0,0.0,0.0,2.1573814233144124,-4.731333367029825,0.0
122,3.799243450164795,-4.4,0.0,0.0,0.0,0.0,2.2207538922627768,-4.724000040690104,0.0
123,2.5930566787719727,-4.6,0.0,0.0,0.0,0.0,2.2200706799825034,-4.727666711807251,0.0
124,4.230075836181641,-4.14,0.0,0.0,0.0,0.0,2.289457321166992,-4.717000039418538,0.0
125,1.998199224472046,-4.5099998,0.0,0.0,0.0,0.0,2.26115136941274,-4.70466669400533,0.0
126,1.5484819412231445,-5.0,0.0,0.0,0.0,0.0,2.2467060883839927,-4.714666700363159,0.0
127,1.5319945812225342,-5.0,0.0,0.0,0.0,0.0,2.2461644331614177,-4.714666700363159,0.0
128,1.514808177947998,-4.74,0.0,0.0,0.0,0.0,2.2456050554911298,-4.706000026067098,0.0
129,2.2146780490875244,-4.66,0.0,0.0,0.0,0.0,2.2683603445688885,-4.698666683832804,0.0
130,1.582146167755127,-4.71,0.0,0.0,0.0,0.0,2.2339779059092204,-4.6976666927337645,0.0
131,2.6299362182617188,-4.69,0.0,0.0,0.0,0.0,2.241728901863098,-4.7023333549499515,0.0
132,2.1654579639434814,-4.79,0.0,0.0,0.0,0.0,2.194007484118144,-4.720000012715658,0.0
133,2.197636127471924,-4.75,0.0,0.0,0.0,0.0,2.1768017530441286,-4.723666683832804,0.0
134,2.41452693939209,-4.7,0.0,0.0,0.0,0.0,2.1862380663553873,-4.719000005722046,0.0
135,3.2988338470458984,-4.45,0.0,0.0,0.0,0.0,2.227384599049886,-4.7170000076293945,0.0
136,2.19606351852417,-4.7,0.0,0.0,0.0,0.0,2.2223008712132772,-4.721333328882853,0.0
137,1.5484943389892578,-5.0,0.0,0.0,0.0,0.0,2.2039708614349367,-4.732999992370606,0.0
138,1.5481441020965576,-5.0,0.0,0.0,0.0,0.0,2.204002046585083,-4.732999992370606,0.0
139,1.5322966575622559,-4.93,0.0,0.0,0.0,0.0,2.204011098543803,-4.730666653315226,0.0
140,1.7548596858978271,-4.71,0.0,0.0,0.0,0.0,2.2102917035420737,-4.728333314259847,0.0
141,2.590531349182129,-4.74,0.0,0.0,0.0,0.0,2.226743714014689,-4.727666632334391,0.0
142,2.198552370071411,-4.56,0.0,0.0,0.0,0.0,2.1634902318318683,-4.735666624704996,0.0
143,1.5484414100646973,-5.0,0.0,0.0,0.0,0.0,2.1634716749191285,-4.735666624704996,0.0
144,1.5312395095825195,-5.0,0.0,0.0,0.0,0.0,2.1629142284393312,-4.735666624704996,0.0
145,3.4800782203674316,-4.54,0.0,0.0,0.0,0.0,2.2256312052408855,-4.7243332862854,0.0
146,2.433004140853882,-4.65,0.0,0.0,0.0,0.0,2.2362555980682375,-4.715999952952067,0.0
147,2.196141004562378,-4.65,0.0,0.0,0.0,0.0,2.236177428563436,-4.7143332958221436,0.0
148,4.331566095352173,-4.37,0.0,0.0,0.0,0.0,2.2939847707748413,-4.703666623433431,0.0
149,2.328516721725464,-4.8,0.0,0.0,0.0,0.0,2.2983134190241494,-4.709999958674113,0.0
150,1.9150416851043701,-4.47,0.0,0.0,0.0,0.0,2.298866128921509,-4.701999950408935,0.0
151,1.5484991073608398,-4.95,0.0,0.0,0.0,0.0,2.280018170674642,-4.706999937693278,0.0
152,1.5323278903961182,-4.95,0.0,0.0,0.0,0.0,2.2044543186823526,-4.725333261489868,0.0
153,1.6640174388885498,-4.74,0.0,0.0,0.0,0.0,2.173486344019572,-4.729999923706055,0.0
154,2.0653152465820312,-4.66,0.0,0.0,0.0,0.0,2.101327657699585,-4.747333256403605,0.0
155,1.9644486904144287,-4.66,0.0,0.0,0.0,0.0,2.1002026398976645,-4.752333259582519,0.0
156,1.5489184856414795,-5.0,0.0,0.0,0.0,0.0,2.1002171913782757,-4.752333259582519,0.0
157,1.5489883422851562,-4.95,0.0,0.0,0.0,0.0,2.100783650080363,-4.750666586558024,0.0
158,1.5147316455841064,-4.78,0.0,0.0,0.0,0.0,2.1007810990015665,-4.751999934514363,0.0
159,2.0314643383026123,-4.56,0.0,0.0,0.0,0.0,2.0946739753087362,-4.748666604359944,0.0
160,1.9477181434631348,-4.47,0.0,0.0,0.0,0.0,2.1068597078323363,-4.740666596094767,0.0
161,2.230623960494995,-4.85,0.0,0.0,0.0,0.0,2.093549299240112,-4.745999924341837,0.0
162,2.1815168857574463,-4.7,0.0,0.0,0.0,0.0,2.094084596633911,-4.742999919255575,0.0
163,2.5966317653656006,-4.35,0.0,0.0,0.0,0.0,2.107384451230367,-4.729666582743326,0.0
164,1.5513546466827393,-5.0,0.0,0.0,0.0,0.0,2.078612041473389,-4.739666589101156,0.0
165,1.5455071926116943,-5.0,0.0,0.0,0.0,0.0,2.0201678196589152,-4.757999928792318,0.0
166,1.516068458557129,-4.92,0.0,0.0,0.0,0.0,1.9975013176600138,-4.765333271026611,0.0
167,3.263723373413086,-4.65,0.0,0.0,0.0,0.0,2.0546756188074746,-4.753666607538859,0.0
168,2.580475091934204,-4.78,0.0,0.0,0.0,0.0,2.089086651802063,-4.746333281199138,0.0
169,2.3143062591552734,-4.51,0.0,0.0,0.0,0.0,2.1151536385218304,-4.732333294550577,0.0
170,4.329953670501709,-4.41,0.0,0.0,0.0,0.0,2.200990104675293,-4.722333288192749,0.0
171,1.5482177734375,-5.0,0.0,0.0,0.0,0.0,2.1662463188171386,-4.73099996248881,0.0
172,1.5481505393981934,-4.95,0.0,0.0,0.0,0.0,2.1445662577946982,-4.74399995803833,0.0
173,1.5988876819610596,-4.64,0.0,0.0,0.0,0.0,2.1462478001912433,-4.73199995358785,0.0
174,3.530257225036621,-4.6,0.0,0.0,0.0,0.0,2.2128817240397134,-4.718666617075602,0.0
175,2.996492385864258,-4.34,0.0,0.0,0.0,0.0,2.196762196222941,-4.711999956766764,0.0
176,3.663630723953247,-4.55,0.0,0.0,0.0,0.0,2.2377830823262532,-4.708666626612345,0.0
177,4.1954264640808105,-4.4700003,0.0,0.0,0.0,0.0,2.3044259309768678,-4.702666632334391,0.0
178,1.5491673946380615,-5.0,0.0,0.0,0.0,0.0,2.2116793076197307,-4.723666636149089,0.0
179,1.5149080753326416,-4.9,0.0,0.0,0.0,0.0,2.1845590194066364,-4.726999966303508,0.0
180,1.7486395835876465,-4.67,0.0,0.0,0.0,0.0,2.1790122826894125,-4.733666642506917,0.0
181,4.4120094776153564,-4.51,0.0,0.0,0.0,0.0,2.274462628364563,-4.718999989827474,0.0
182,2.1150734424591064,-4.75,0.0,0.0,0.0,0.0,2.293887480099996,-4.7123333295186365,0.0
183,2.613654851913452,-4.59,0.0,0.0,0.0,0.0,2.3255420605341595,-4.707333342234294,0.0
184,4.613287448883057,-3.58,0.0,0.0,0.0,0.0,2.4104744672775267,-4.671333344777425,0.0
185,1.9975476264953613,-4.71,0.0,0.0,0.0,0.0,2.4115777651468915,-4.673000017801921,0.0
186,2.3979504108428955,-4.41,0.0,0.0,0.0,0.0,2.439878829320272,-4.653333346048991,0.0
187,2.214012384414673,-4.66,0.0,0.0,0.0,0.0,2.4620462973912556,-4.64366668065389,0.0
188,2.0981786251068115,-4.61,0.0,0.0,0.0,0.0,2.4814945300420126,-4.638000011444092,0.0
189,4.279071569442749,-4.13,0.0,0.0,0.0,0.0,2.556414771080017,-4.623666683832805,0.0
190,2.813687562942505,-4.6,0.0,0.0,0.0,0.0,2.585280418395996,-4.628000020980835,0.0
191,2.398667097091675,-4.5,0.0,0.0,0.0,0.0,2.590881856282552,-4.616333357493082,0.0
192,1.5482840538024902,-5.0,0.0,0.0,0.0,0.0,2.569774095217387,-4.626333363850912,0.0
193,1.515324592590332,-4.95,0.0,0.0,0.0,0.0,2.5337305227915445,-4.646333360671997,0.0
194,1.8484818935394287,-4.72,0.0,0.0,0.0,0.0,2.5436347643534343,-4.637000020345052,0.0
195,2.9802420139312744,-4.43,0.0,0.0,0.0,0.0,2.5914592583974203,-4.618000014623006,0.0
196,2.2140510082244873,-4.79,0.0,0.0,0.0,0.0,2.6147253433863322,-4.613666677474976,0.0
197,1.5320203304290771,-4.95,0.0,0.0,0.0,0.0,2.5570019086201987,-4.623666667938233,0.0
198,1.5325121879577637,-5.0,0.0,0.0,0.0,0.0,2.522069811820984,-4.630999994277954,0.0
199,1.5144391059875488,-4.78,0.0,0.0,0.0,0.0,2.4954075733820598,-4.639999993642172,0.0
200,1.8651461601257324,-4.52,0.0,0.0,0.0,0.0,2.413247323036194,-4.643666664759318,0.0
201,2.162764072418213,-4.56,0.0,0.0,0.0,0.0,2.433732199668884,-4.628999996185303,0.0
202,1.5331673622131348,-4.95,0.0,0.0,0.0,0.0,2.4332327604293824,-4.628999996185303,0.0
203,1.5319302082061768,-4.9,0.0,0.0,0.0,0.0,2.431000844637553,-4.637666670481364,0.0
204,1.5481107234954834,-4.68,0.0,0.0,0.0,0.0,2.3649292945861817,-4.640333334604899,0.0
205,3.27892804145813,-4.51,0.0,0.0,0.0,0.0,2.374343816439311,-4.646000003814697,0.0
206,2.7147560119628906,-4.64,0.0,0.0,0.0,0.0,2.3427146593729655,-4.648999993006388,0.0
207,2.181142807006836,-4.7,0.0,0.0,0.0,0.0,2.275571870803833,-4.656666644414266,0.0
208,4.312859296798706,-4.2200003,0.0,0.0,0.0,0.0,2.367694934209188,-4.6306666533152265,0.0
209,2.1973471641540527,-4.7,0.0,0.0,0.0,0.0,2.390442903836568,-4.623999977111817,0.0
210,3.714242696762085,-4.5,0.0,0.0,0.0,0.0,2.4559630076090495,-4.618333307902018,0.0
211,3.3629589080810547,-4.51,0.0,0.0,0.0,0.0,2.4209946552912394,-4.618333307902018,0.0
212,2.1315314769744873,-4.75,0.0,0.0,0.0,0.0,2.421543256441752,-4.618333307902018,0.0
213,2.21386456489563,-4.75,0.0,0.0,0.0,0.0,2.408216913541158,-4.623666636149088,0.0
214,1.5494122505187988,-5.0,0.0,0.0,0.0,0.0,2.3060877402623494,-4.6709999720255535,0.0
215,1.5310959815979004,-5.0,0.0,0.0,0.0,0.0,2.290539352099101,-4.6806666374206545,0.0
216,1.5321438312530518,-4.59,0.0,0.0,0.0,0.0,2.2616791327794394,-4.686666647593181,0.0
217,1.8646554946899414,-4.61,0.0,0.0,0.0,0.0,2.250033903121948,-4.684999990463257,0.0
218,2.2141706943511963,-4.8,0.0,0.0,0.0,0.0,2.2539003054300943,-4.691333325703939,0.0
219,4.3960113525390625,-4.5,0.0,0.0,0.0,0.0,2.2577982981999716,-4.703666655222575,0.0
220,4.345705032348633,-4.26,0.0,0.0,0.0,0.0,2.308865547180176,-4.69233333269755,0.0
221,2.6477062702178955,-4.73,0.0,0.0,0.0,0.0,2.3171668529510496,-4.7,0.0
222,2.1978139877319336,-4.74,0.0,0.0,0.0,0.0,2.338817850748698,-4.691333325703939,0.0
223,2.432070255279541,-4.65,0.0,0.0,0.0,0.0,2.369376039505005,-4.681333335240682,0.0
224,4.195340871810913,-4.51,0.0,0.0,0.0,0.0,2.4476046721140543,-4.674333349863688,0.0
225,2.098045825958252,-4.61,0.0,0.0,0.0,0.0,2.4181981325149535,-4.680333360036214,0.0
226,2.630387783050537,-4.55,0.0,0.0,0.0,0.0,2.432076025009155,-4.672333367665609,0.0
227,2.1815896034240723,-4.56,0.0,0.0,0.0,0.0,2.4537283341089884,-4.659333372116089,0.0
228,4.062669992446899,-4.31,0.0,0.0,0.0,0.0,2.53806692759196,-4.636333370208741,0.0
229,1.5317564010620117,-5.0,0.0,0.0,0.0,0.0,2.5386441707611085,-4.643666696548462,0.0
230,1.9149103164672852,-4.71,0.0,0.0,0.0,0.0,2.5403029759724935,-4.650000031789144,0.0
231,1.548619270324707,-5.0,0.0,0.0,0.0,0.0,2.519831482569377,-4.664666700363159,0.0
232,1.531541347503662,-5.0,0.0,0.0,0.0,0.0,2.519777282079061,-4.666333373387655,0.0
233,1.5821409225463867,-4.73,0.0,0.0,0.0,0.0,2.521450972557068,-4.6606667041778564,0.0
234,1.8821735382080078,-4.61,0.0,0.0,0.0,0.0,2.5325863997141522,-4.658333381017049,0.0
235,3.71258282661438,-4.5,0.0,0.0,0.0,0.0,2.5470415592193603,-4.658000040054321,0.0
236,4.0955445766448975,-4.5,0.0,0.0,0.0,0.0,2.5930678447087607,-4.653333377838135,0.0
237,2.1667089462280273,-4.7,0.0,0.0,0.0,0.0,2.5925867160161338,-4.653333377838135,0.0
238,2.2310245037078857,-4.85,0.0,0.0,0.0,0.0,2.523192222913106,-4.67433336575826,0.0
239,4.394838333129883,-4.32,0.0,0.0,0.0,0.0,2.596441928545634,-4.661666711171468,0.0
240,2.2975475788116455,-4.64,0.0,0.0,0.0,0.0,2.549218757947286,-4.666333373387655,0.0
241,1.5485589504241943,-4.94,0.0,0.0,0.0,0.0,2.488738759358724,-4.680666700998942,0.0
242,1.8482072353363037,-4.76,0.0,0.0,0.0,0.0,2.4792946179707847,-4.68100004196167,0.0
243,5.594432830810547,-0.3499999,0.0,0.0,0.0,0.0,2.591980226834615,-4.534333372116089,0.0
244,2.2318668365478516,-4.65,0.0,0.0,0.0,0.0,2.6147287130355834,-4.5226667086283365,0.0
245,2.1806342601776123,-4.66,0.0,0.0,0.0,0.0,2.6363799889882404,-4.511333370208741,0.0
246,2.4484221935272217,-4.71,0.0,0.0,0.0,0.0,2.666922601064046,-4.515333366394043,0.0
247,1.881199836730957,-4.61,0.0,0.0,0.0,0.0,2.66747407913208,-4.515333366394043,0.0
248,1.5477862358093262,-5.0,0.0,0.0,0.0,0.0,2.645261263847351,-4.522000026702881,0.0
249,1.5316417217254639,-4.95,0.0,0.0,0.0,0.0,2.5497822761535645,-4.537000020345052,0.0
250,1.6990697383880615,-4.77,0.0,0.0,0.0,0.0,2.461561099688212,-4.554000012079874,0.0
251,1.5481021404266357,-5.0,0.0,0.0,0.0,0.0,2.4249076286951703,-4.563000011444092,0.0
252,1.5483222007751465,-5.0,0.0,0.0,0.0,0.0,2.403257902463277,-4.571666685740153,0.0
253,1.6157755851745605,-4.88,0.0,0.0,0.0,0.0,2.3760480801264445,-4.579333353042602,0.0
254,5.627761602401733,-2.8300002,0.0,0.0,0.0,0.0,2.4237954378128053,-4.523333350817363,0.0
255,4.545095443725586,-4.17,0.0,0.0,0.0,0.0,2.5053637584050494,-4.508666682243347,0.0
256,3.3642020225524902,-4.74,0.0,0.0,0.0,0.0,2.529824233055115,-4.515000001589457,0.0
257,3.562840700149536,-4.59,0.0,0.0,0.0,0.0,2.575865936279297,-4.5160000085830685,0.0
258,4.646368026733398,-4.32,0.0,0.0,0.0,0.0,2.59532253742218,-4.516333349545797,0.0
259,3.246490478515625,-4.42,0.0,0.0,0.0,0.0,2.6524803400039674,-4.497000018755595,0.0
