episode,timesteps,time_alive,ep_length,reward,best_reward,best_ep_length,train/loss,train/learning_rate,rollout/exploration_rate
1,47,12.142917156219482,47,18.36000007390976,18.36000007390976,47,,,0.9981025
2,49,1.1328418254852295,2,-5.0,18.36000007390976,47,,,0.9980199999999999
3,53,1.4153945446014404,4,-4.939999999478459,18.36000007390976,47,,,0.9978549999999998
4,66,1.864849328994751,13,-4.609999995678663,18.36000007390976,47,,,0.99731875
5,68,1.1324937343597412,2,-5.0,18.36000007390976,47,,,0.9972362499999998
6,73,1.2150442600250244,5,-4.889999998733401,18.36000007390976,47,,,0.99703
7,88,2.331458806991577,15,-4.609999995678663,18.36000007390976,47,,,0.99641125
8,117,4.212441444396973,29,-4.179999992251396,18.36000007390976,47,,,0.9952150000000002
9,128,2.130924940109253,11,-4.839999999850988,18.36000007390976,47,,,0.9947612500000002
10,130,1.1331706047058105,2,-5.0,18.36000007390976,47,,,0.99467875
11,134,1.3813598155975342,4,-4.980000000447035,18.36000007390976,47,,,0.99451375
12,154,3.1813554763793945,20,-4.419999994337559,18.36000007390976,47,,,0.99368875
13,162,1.998581886291504,8,-4.9400000013411045,18.36000007390976,47,,,0.9933587500000001
14,173,2.1973729133605957,11,-4.839999999850988,18.36000007390976,47,,,0.992905
15,195,3.7801051139831543,22,-4.449999995529652,18.36000007390976,47,,,0.9919975
16,207,1.9641010761260986,12,-4.709999997168779,18.36000007390976,47,,,0.9915025000000001
17,228,3.629964590072632,21,-4.489999996498227,18.36000007390976,47,,,0.9906362499999999
18,259,5.428264141082764,31,-4.2799999956041574,18.36000007390976,47,,,0.9893574999999999
19,269,1.9979853630065918,10,-4.849999999627471,18.36000007390976,47,,,0.9889450000000001
20,283,2.8139004707336426,14,-4.679999997839332,18.36000007390976,47,,,0.9883675
21,312,4.213154554367065,29,-4.179999992251396,18.36000007390976,47,,,0.9871712499999998
22,327,2.1482045650482178,15,-4.589999996125698,18.36000007390976,47,,,0.9865524999999998
23,345,2.847028970718384,18,-4.4499999936670065,18.36000007390976,47,,,0.9858100000000001
24,356,1.9975297451019287,11,-4.759999997913837,18.36000007390976,47,,,0.98535625
25,399,5.328766107559204,43,-3.3999999798834324,18.36000007390976,47,,,0.9835825000000001
26,428,4.396739959716797,29,-4.129999991506338,18.36000007390976,47,,,0.98238625
27,442,2.080141305923462,14,-4.649999996647239,18.36000007390976,47,,,0.9818087499999999
28,488,6.64456844329834,46,-3.6599999871104956,18.36000007390976,47,,,0.9799112499999999
29,519,4.6785829067230225,31,-4.169999992474914,18.36000007390976,47,,,0.9786325
30,521,1.1324431896209717,2,-5.0,18.36000007390976,47,,,0.9785500000000001
31,526,1.314826488494873,5,-4.929999999701977,18.36000007390976,47,,,0.97834375
32,555,4.212892770767212,29,-4.179999992251396,18.36000007390976,47,,,0.9771475000000002
33,568,2.5806522369384766,13,-4.739999998360872,18.36000007390976,47,,,0.9766112499999999
34,598,5.195300340652466,30,-4.28999999538064,18.36000007390976,47,,,0.9753737499999998
35,609,2.198162794113159,11,-4.799999998882413,18.36000007390976,47,,,0.9749199999999998
36,628,3.664508104324341,19,-4.599999997764826,18.36000007390976,47,,,0.9741362499999998
37,646,2.962057113647461,18,-4.519999995827675,18.36000007390976,47,,,0.9733937500000001
38,676,3.6310651302337646,30,-3.9299999866634607,18.36000007390976,47,,,0.97215625
39,689,2.1637744903564453,13,-4.699999997392297,18.36000007390976,47,,,0.9716199999999998
40,691,1.1327073574066162,2,-5.0,18.36000007390976,47,,,0.9715375
41,696,1.313659429550171,5,-4.889999998733401,18.36000007390976,47,,,0.9713312500000001
42,723,4.264095306396484,27,-4.229999992996454,18.36000007390976,47,,,0.9702175000000002
43,750,4.247180700302124,27,-4.26999999396503,18.36000007390976,47,,,0.9691037499999998
44,752,1.130645751953125,2,-5.0,18.36000007390976,47,,,0.9690212500000001
45,760,1.6661829948425293,8,-4.819999998435378,18.36000007390976,47,,,0.96869125
46,770,2.3810877799987793,10,-4.880000000819564,18.36000007390976,47,,,0.96827875
47,786,2.2309210300445557,16,-4.509999994188547,18.36000007390976,47,,,0.96761875
48,788,1.132110834121704,2,-5.0,18.36000007390976,47,,,0.9675362499999998
49,792,1.1659512519836426,4,-4.939999999478459,18.36000007390976,47,,,0.9673712499999998
50,806,2.0814082622528076,14,-4.649999996647239,18.36000007390976,47,,,0.9667937500000001
51,821,2.097895383834839,15,-4.51999999396503,18.36000007390976,47,,,0.966175
52,823,1.1315577030181885,2,-5.0,18.36000007390976,47,,,0.9660924999999999
53,831,1.4825735092163086,8,-4.819999998435378,18.36000007390976,47,,,0.9657625
54,845,2.398179054260254,14,-4.639999996870756,18.36000007390976,47,,,0.9651850000000002
55,872,4.262281894683838,27,-4.279999993741512,18.36000007390976,47,,,0.9640712499999998
56,884,2.130387783050537,12,-4.699999997392297,18.36000007390976,47,,,0.9635762499999999
57,907,3.61348032951355,23,-4.399999994784594,18.36000007390976,47,,,0.9626274999999999
58,924,3.3140203952789307,17,-4.609999997541308,18.36000007390976,47,,,0.9619262500000001
59,937,1.9656946659088135,13,-4.659999996423721,18.36000007390976,47,,,0.9613899999999999
60,939,1.1307642459869385,2,-5.0,18.36000007390976,47,,,0.9613075000000001
61,946,1.1994855403900146,7,-4.789999997243285,18.36000007390976,47,,,0.96101875
62,959,2.2643818855285645,13,-4.699999997392297,18.36000007390976,47,,,0.9604825000000001
63,976,2.39789080619812,17,-4.459999993443489,18.36000007390976,47,,,0.9597812499999999
64,990,2.4310948848724365,14,-4.559999994933605,18.36000007390976,47,,,0.9592037499999998
65,1005,2.380784749984741,15,-4.589999996125698,18.36000007390976,47,57.25205993652344,5e-05,0.9585850000000001
66,1037,4.345823526382446,32,-3.949999988079071,18.36000007390976,47,42.663848876953125,5e-05,0.9572649999999999
67,1052,2.331080913543701,15,-4.559999994933605,18.36000007390976,47,15.091055870056152,5e-05,0.9566462499999999
68,1066,2.148040294647217,14,-4.559999994933605,18.36000007390976,47,70.35607147216797,5e-05,0.9560687500000001
69,1086,3.1969692707061768,20,-4.339999992400408,18.36000007390976,47,42.6497688293457,5e-05,0.95524375
70,1101,2.381701946258545,15,-4.509999994188547,18.36000007390976,47,42.67765808105469,5e-05,0.9546249999999998
71,1103,1.1319835186004639,2,-5.0,18.36000007390976,47,42.67765808105469,5e-05,0.9545425000000001
72,1107,1.1834745407104492,4,-4.980000000447035,18.36000007390976,47,0.9336164593696594,5e-05,0.9543775000000001
73,1120,2.529522657394409,13,-4.689999997615814,18.36000007390976,47,28.153911590576172,5e-05,0.9538412499999999
74,1122,1.1660988330841064,2,-5.0,18.36000007390976,47,56.24421310424805,5e-05,0.9537587500000001
75,1144,3.862161159515381,22,-4.359999993816018,18.36000007390976,47,14.965005874633789,5e-05,0.9528512499999999
76,1158,1.9816110134124756,14,-4.569999994710088,18.36000007390976,47,43.490257263183594,5e-05,0.9522737499999998
77,1174,2.2488927841186523,16,-4.469999993219972,18.36000007390976,47,15.809906005859375,5e-05,0.9516137499999999
78,1190,2.597121238708496,16,-4.4999999944120646,18.36000007390976,47,28.928564071655273,5e-05,0.95095375
79,1192,1.1321055889129639,2,-5.0,18.36000007390976,47,28.928564071655273,5e-05,0.9508712499999998
80,1196,1.415177822113037,4,-4.980000000447035,18.36000007390976,47,0.8991352915763855,5e-05,0.9507062499999999
81,1205,1.998277187347412,9,-4.849999999627471,18.36000007390976,47,0.5278323292732239,5e-05,0.9503349999999999
82,1217,2.281355142593384,12,-4.749999998137355,18.36000007390976,47,28.0474910736084,5e-05,0.94984
83,1242,4.145921945571899,25,-4.369999995455146,18.36000007390976,47,71.06970977783203,5e-05,0.9488087499999999
84,1259,3.2127161026000977,17,-4.569999996572733,18.36000007390976,47,0.11978765577077866,5e-05,0.9481075
85,1269,2.065700054168701,10,-4.799999998882413,18.36000007390976,47,1.319564938545227,5e-05,0.9476949999999998
86,1279,2.0641303062438965,10,-4.8099999986588955,18.36000007390976,47,14.056654930114746,5e-05,0.9472825000000001
87,1291,2.232106924057007,12,-4.699999997392297,18.36000007390976,47,42.63164520263672,5e-05,0.9467875000000002
88,1302,2.381913185119629,11,-4.78999999910593,18.36000007390976,47,29.006086349487305,5e-05,0.9463337500000002
89,1315,1.9799940586090088,13,-4.609999995678663,18.36000007390976,47,27.873367309570312,5e-05,0.9457975
90,1333,2.614006519317627,18,-4.409999992698431,18.36000007390976,47,28.199296951293945,5e-05,0.9450549999999999
91,1354,3.613835573196411,21,-4.449999995529652,18.36000007390976,47,27.765369415283203,5e-05,0.94418875
92,1364,2.198448419570923,10,-4.849999999627471,18.36000007390976,47,83.06019592285156,5e-05,0.9437762499999999
93,1375,2.081087350845337,11,-4.799999998882413,18.36000007390976,47,68.48760986328125,5e-05,0.9433224999999998
94,1387,2.2137880325317383,12,-4.739999998360872,18.36000007390976,47,0.8678553700447083,5e-05,0.9428274999999999
95,1401,2.0825963020324707,14,-4.609999995678663,18.36000007390976,47,1.3316855430603027,5e-05,0.9422500000000001
96,1415,2.746410608291626,14,-4.649999996647239,18.36000007390976,47,28.020265579223633,5e-05,0.9416725
97,1424,2.231900453567505,9,-4.8900000005960464,18.36000007390976,47,55.000457763671875,5e-05,0.9413012500000002
98,1436,2.613499879837036,12,-4.739999998360872,18.36000007390976,47,14.439067840576172,5e-05,0.9408062499999998
99,1449,2.0658462047576904,13,-4.649999996647239,18.36000007390976,47,27.553634643554688,5e-05,0.9402699999999999
100,1461,2.213653802871704,12,-4.78999999910593,18.36000007390976,47,27.216527938842773,5e-05,0.939775
101,1482,3.57989501953125,21,-4.509999996051192,18.36000007390976,47,52.93488311767578,5e-05,0.9389087499999998
102,1494,2.31445574760437,12,-4.749999998137355,18.36000007390976,47,27.591249465942383,5e-05,0.9384137499999999
103,1506,2.0475990772247314,12,-4.699999997392297,18.36000007390976,47,26.412952423095703,5e-05,0.9379187499999999
104,1516,2.2483298778533936,10,-4.849999999627471,18.36000007390976,47,16.186656951904297,5e-05,0.9375062499999999
105,1530,2.214449167251587,14,-4.649999996647239,18.36000007390976,47,39.810630798339844,5e-05,0.9369287500000001
106,1539,2.064326047897339,9,-4.900000000372529,18.36000007390976,47,15.433603286743164,5e-05,0.9365574999999998
107,1550,2.232365846633911,11,-4.759999997913837,18.36000007390976,47,14.65477180480957,5e-05,0.9361037500000001
108,1573,3.263278007507324,23,-4.279999991878867,18.36000007390976,47,40.64653015136719,5e-05,0.9351550000000002
109,1586,2.7470028400421143,13,-4.739999998360872,18.36000007390976,47,2.76246976852417,5e-05,0.9346187499999999
110,1596,2.0983479022979736,10,-4.8900000005960464,18.36000007390976,47,39.301536560058594,5e-05,0.9342062499999998
111,1598,1.1655945777893066,2,-5.0,18.36000007390976,47,27.179664611816406,5e-05,0.93412375
112,1603,1.1662611961364746,5,-4.889999998733401,18.36000007390976,47,14.43957233428955,5e-05,0.9339175000000002
113,1615,2.313811779022217,12,-4.659999996423721,18.36000007390976,47,14.965959548950195,5e-05,0.9334224999999998
114,1633,3.263023614883423,18,-4.55999999679625,18.36000007390976,47,14.588417053222656,5e-05,0.9326800000000001
115,1647,2.5981616973876953,14,-4.639999996870756,18.36000007390976,47,13.873740196228027,5e-05,0.9321025
