episode,timesteps,time_alive,ep_length,reward,best_reward,best_ep_length,train/loss,train/learning_rate,rollout/exploration_rate
1,7,0.0,7,-2.3700000047683716,-2.3700000047683716,7,,,0.14996099999999998
2,9,0.0,2,-5.0,-2.3700000047683716,7,,,0.149948
3,14,0.0,5,-4.929999999701977,-2.3700000047683716,7,,,0.1499155
4,34,0.0,20,2.000000026077032,2.000000026077032,20,,,0.1497855
5,45,0.0,11,-4.759999997913837,2.000000026077032,20,,,0.14971399999999996
6,60,0.0,15,-4.639999996870756,2.000000026077032,20,,,0.1496165
7,75,0.0,15,-4.51999999396503,2.000000026077032,20,,,0.149519
8,100,0.0,25,-1.8700000010430813,2.000000026077032,25,,,0.1493565
9,115,0.0,15,-4.469999993219972,2.000000026077032,25,3.959827184677124,1e-05,0.149259
10,117,0.0,2,-5.0,2.000000026077032,25,1.5804177522659302,1e-05,0.14924600000000002
11,152,0.0,35,0.10999999940395355,2.000000026077032,35,18.434349060058594,1e-05,0.14901849999999997
12,166,0.0,14,-4.51999999396503,2.000000026077032,35,7.860511302947998,1e-05,0.14892750000000002
13,182,0.0,16,-4.469999993219972,2.000000026077032,35,3.287081003189087,1e-05,0.14882350000000003
14,198,0.0,16,-4.429999992251396,2.000000026077032,35,1.0313560962677002,1e-05,0.14871949999999998
15,211,0.0,13,-4.529999993741512,2.000000026077032,35,2.8677709102630615,1e-05,0.148635
16,283,0.0,72,17.36000028811395,17.36000028811395,72,8.87634563446045,1e-05,0.148167
17,298,0.0,15,-4.469999993219972,17.36000028811395,72,9.530776977539062,1e-05,0.1480695
18,311,0.0,13,-4.619999995455146,17.36000028811395,72,11.3668794631958,1e-05,0.147985
19,325,0.0,14,-4.479999992996454,17.36000028811395,72,14.886147499084473,1e-05,0.147894
20,341,0.0,16,-4.429999992251396,17.36000028811395,72,6.968435764312744,1e-05,0.14779
21,356,0.0,15,-4.479999992996454,17.36000028811395,72,8.107342720031738,1e-05,0.1476925
22,418,0.0,62,-2.9399999771267176,17.36000028811395,72,11.003396034240723,1e-05,0.14728950000000002
23,420,0.0,2,-5.0,17.36000028811395,72,11.003396034240723,1e-05,0.1472765
24,448,0.0,28,-3.899999985471368,17.36000028811395,72,9.515368461608887,1e-05,0.14709450000000002
25,464,0.0,16,-4.379999991506338,17.36000028811395,72,5.09685754776001,1e-05,0.14699050000000002
26,479,0.0,15,-4.429999992251396,17.36000028811395,72,9.551872253417969,1e-05,0.14689300000000002
27,493,0.0,14,-4.559999994933605,17.36000028811395,72,23.36139678955078,1e-05,0.146802
28,554,0.0,61,-3.0999999791383743,17.36000028811395,72,3.6144323348999023,1e-05,0.1464055
29,584,0.0,30,-3.999999988824129,17.36000028811395,72,8.049921035766602,1e-05,0.1462105
30,596,0.0,12,-4.619999995455146,17.36000028811395,72,6.119617462158203,1e-05,0.1461325
31,610,0.0,14,-4.51999999396503,17.36000028811395,72,6.529940605163574,1e-05,0.1460415
32,626,0.0,16,-4.419999992474914,17.36000028811395,72,6.443460464477539,1e-05,0.1459375
33,628,0.0,2,-5.0,17.36000028811395,72,6.443460464477539,1e-05,0.14592449999999996
34,657,0.0,29,-3.8499999847263098,17.36000028811395,72,15.28847885131836,1e-05,0.145736
35,691,0.0,34,-3.719999983906746,17.36000028811395,72,1.9181286096572876,1e-05,0.145515
36,707,0.0,16,-4.419999992474914,17.36000028811395,72,15.906466484069824,1e-05,0.145411
37,709,0.0,2,-5.0,17.36000028811395,72,1.1956024169921875,1e-05,0.14539799999999997
38,743,0.0,34,-3.7599999848753214,17.36000028811395,72,4.507789134979248,1e-05,0.14517699999999997
39,745,0.0,2,-5.0,17.36000028811395,72,5.735355854034424,1e-05,0.14516400000000002
40,789,0.0,44,-3.3799999803304672,17.36000028811395,72,2.3968582153320312,1e-05,0.14487799999999998
41,826,0.0,37,-3.6599999833852053,17.36000028811395,72,6.3892998695373535,1e-05,0.14463750000000003
42,867,0.0,41,-3.489999981597066,17.36000028811395,72,1.5965150594711304,1e-05,0.144371
43,869,0.0,2,-5.0,17.36000028811395,72,3.062211275100708,1e-05,0.144358
44,900,0.0,31,-3.949999988079071,17.36000028811395,72,13.499101638793945,1e-05,0.1441565
45,915,0.0,15,-4.51999999396503,17.36000028811395,72,3.45059871673584,1e-05,0.144059
46,928,0.0,13,-4.529999993741512,17.36000028811395,72,24.831998825073242,1e-05,0.1439745
47,930,0.0,2,-5.0,17.36000028811395,72,4.869436740875244,1e-05,0.1439615
48,947,0.0,17,-4.409999992698431,17.36000028811395,72,4.149734973907471,1e-05,0.143851
49,949,0.0,2,-5.0,17.36000028811395,72,11.515216827392578,1e-05,0.14383799999999997
50,955,0.0,6,-4.799999997019768,17.36000028811395,72,2.6189873218536377,1e-05,0.143799
51,969,0.0,14,-4.51999999396503,17.36000028811395,72,6.415377140045166,1e-05,0.143708
52,1017,0.0,48,-3.1399999763816595,17.36000028811395,72,15.527012825012207,1e-05,0.14339599999999997
53,1019,0.0,2,-5.0,17.36000028811395,72,15.527012825012207,1e-05,0.143383
54,1044,0.0,25,-4.049999987706542,17.36000028811395,72,11.211036682128906,1e-05,0.14322049999999997
55,1046,0.0,2,-5.0,17.36000028811395,72,0.5581052899360657,1e-05,0.14320750000000002
56,1055,0.0,9,-4.7299999967217445,17.36000028811395,72,17.12574577331543,1e-05,0.14314899999999997
57,1057,0.0,2,-5.0,17.36000028811395,72,17.835426330566406,1e-05,0.14313599999999999
58,1084,0.0,27,-3.9899999871850014,17.36000028811395,72,8.985854148864746,1e-05,0.1429605
