episode,time_alive,reward,loss,time_smooth,reward_smooth,loss_smooth
1,25.959877014160156,4.9249926,0.1830861121416092,25.959877014160156,4.924992561340332,0.1830861121416092
2,21.89667534828186,10.064983,0.363243043422699,23.92827618122101,7.494987964630127,0.2731645777821541
3,12.604781150817871,3.489997,0.2240513265132904,20.153777837753296,6.159990946451823,0.2567934940258662
4,2.330958604812622,-5.0,0.20233139395713806,15.698073029518127,3.369993209838867,0.24317796900868416
5,12.654484987258911,4.1749973,0.08847463130950928,15.089355421066283,3.5309940338134767,0.21223730146884917
6,2.3479011058807373,-5.0,0.1944788694381714,12.965779701868692,2.109161694844564,0.20927756279706955
7,14.42015266418457,3.7949963,0.19360405206680298,13.173547267913818,2.3499952043805803,0.20703848983560288
8,22.245941877365112,9.114986,0.2332942932844162,14.30759659409523,3.1956191062927246,0.21032046526670456
9,14.985207557678223,4.7899942,0.1166272759437561,14.382886701160007,3.372771898905436,0.19991011089748806
10,10.390700340270996,0.8049984,0.18224000930786133,13.983668065071106,3.1159945487976075,0.1981431007385254
11,12.021691083908081,2.2749972,0.22701510787010193,13.805306521329014,3.039540247483687,0.2007678286595778
12,22.079649448394775,11.004982,0.15986768901348114,14.494835098584494,3.7033270597457886,0.19735948368906975
13,19.098845958709717,8.249988,0.074412502348423,14.848989780132587,4.053070178398719,0.18790202358594307
14,22.313709497451782,11.084984,0.21032139658927917,15.382184045655388,4.555349724633353,0.18950340737189567
15,19.113866329193115,8.689987,0.1744188666343689,15.630962864557903,4.830992221832275,0.18849777132272721
16,22.112562894821167,10.239985,0.08651341497898102,16.036062866449356,5.169054299592972,0.18212374905124307
17,17.750235557556152,9.414987,0.2625868022441864,16.13689655416152,5.418815023758832,0.18685686982729854
18,2.3477933406829834,-5.0,0.1774066686630249,15.370835264523825,4.839991966883342,0.1863318586515056
19,10.890037059783936,1.8449969,0.22193267941474915,15.13500378006383,4.682360649108887,0.18820558606009735
20,22.261816024780273,11.189983,0.23322534561157227,15.491344392299652,5.007741785049438,0.19045657403767108
21,12.754800796508789,3.1699963,0.1665789932012558,15.361032792500087,4.92023009345645,0.18931954637879417
22,14.968775987625122,4.3799934,0.07023277133703232,15.343202937733043,4.895673881877553,0.18390651114962317
23,19.132147789001465,8.489987,0.16501657664775848,15.507939670396889,5.051948381506878,0.1830852096495421
24,16.335017919540405,5.64999,0.18990910053253174,15.5424012641112,5.076866785685222,0.18336953843633333
25,20.098379135131836,9.264986,0.2248062789440155,15.724640378952026,5.244391555786133,0.18502700805664063
26,10.306734561920166,0.7249985,0.10645121335983276,15.516259385989262,5.070568744952862,0.1820048621067634
27,10.156920909881592,2.6549973,0.15379595756530762,15.317765368355644,4.9811031376874,0.18096008786448725
28,2.3810982704162598,-5.0,0.0,14.855741543429238,4.6246351684842795,0.17449722758361272
29,6.344557523727417,-2.9799998,0.07591274380683899,14.56225243930159,4.362406377134652,0.17109776262579293
30,7.976112604141235,-1.365001,0.16254618763923645,14.342714444796245,4.171492799123128,0.17081271012624105
31,10.373008966445923,0.5849991,0.4398996829986572,13.823152176539104,4.026826349894206,0.17937316248814264
32,6.427186489105225,-2.6,0.1826559156179428,13.307502547899881,3.604660240809123,0.17335359156131744
33,6.377489328384399,-2.93,0.1890615075826645,13.099926153818766,3.3906603415807086,0.1721872642636299
34,14.388473987579346,4.1799946,0.3138759136199951,13.501843333244324,3.6966601610183716,0.17590541491905848
35,10.755175113677979,2.784997,0.1202937439084053,13.43853300412496,3.6503268162409466,0.17696605200568835
36,2.3304824829101562,-5.0,0.15704989433288574,13.437952383359272,3.6503268162409466,0.17571841950217884
37,6.443886756896973,-2.57,0.1823277473449707,13.172076853116353,3.438160276412964,0.17534254267811775
38,12.954037189483643,2.1100016,0.160624697804451,12.862346696853638,3.2046607812245687,0.17292022282878558
39,15.036058902740479,4.989994,0.2792832851409912,12.864041741689046,3.2113274415334065,0.17834208980202676
40,9.241961002349854,1.9449978,0.4270073175430298,12.825750430425009,3.2493274211883545,0.18650100007653236
41,2.313427448272705,-5.0,0.64002525806427,12.502141642570496,3.0068275133768716,0.20026800508300463
42,19.963796615600586,10.684983,0.06565474718809128,12.431613214810689,2.996160888671875,0.19712757368882497
43,2.3689534664154053,-5.0,0.06565474718809128,11.873950131734212,2.5544946352640787,0.19683564851681393
44,8.255496978759766,-0.95000124,0.633637547492981,11.405343047777812,2.153328466415405,0.21094618688027064
45,6.477535009384155,-2.555,0.1590416580438614,10.984132003784179,1.7784955581029256,0.21043361326058704
