episode,timesteps,time_alive,ep_length,reward,best_reward,best_ep_length,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/approx_kl,train/clip_fraction,train/explained_variance,train/learning_rate
1068,79235,11.106038808822632,124,0.660000080242753,44.31000085733831,280,-0.004899898078292608,0.8007837180048227,-0.05652195913717151,0.007824735715985298,0.02734375,0.7689074277877808,0.00025
1069,79371,12.621426820755005,136,0.9800000824034214,44.31000085733831,280,-0.0017816941835917532,0.06031051417812705,-0.05995578458532691,0.002309934701770544,0.03515625,0.9839833974838257,0.00025
1070,79499,11.922463655471802,128,0.6600000783801079,44.31000085733831,280,-0.0062722929287701845,0.030142014496959746,-0.060083108488470316,0.014897149056196213,0.03125,0.991064727306366,0.00025
1071,79638,13.436952352523804,139,1.040000082924962,44.31000085733831,280,-0.005034353816881776,0.02816511457785964,-0.07036759611219168,0.006015440449118614,0.02734375,0.9915711283683777,0.00025
1072,79777,13.270952224731445,139,1.09000008367002,44.31000085733831,280,-0.004942147061228752,0.07048085192218423,-0.08394693024456501,0.009747561067342758,0.037109375,0.9788272976875305,0.00025
1073,79895,11.008278608322144,118,0.24000007286667824,44.31000085733831,280,-0.0049766103038564324,0.06746702827513218,-0.10143587179481983,0.014311052858829498,0.056640625,0.9731294512748718,0.00025
1074,80137,23.55920934677124,242,5.5800001453608274,44.31000085733831,280,-0.0029780586482957006,0.23208530340343714,-0.06104394281283021,0.002386398846283555,0.02734375,0.9269271492958069,0.00025
1075,80276,13.48767375946045,139,1.0000000819563866,44.31000085733831,280,-0.007370707462541759,0.04888027533888817,-0.05374156194739044,0.03091702237725258,0.03515625,0.9855030179023743,0.00025
1076,80411,13.037873983383179,135,0.8100000787526369,44.31000085733831,280,-0.009338585427030921,0.02122443774715066,-0.07730780448764563,0.009853450581431389,0.048828125,0.9930512309074402,0.00025
1077,80542,12.887663841247559,131,0.6400000769644976,44.31000085733831,280,-0.0066136427922174335,0.030043738428503275,-0.08842968847602606,0.009648079052567482,0.05078125,0.9907330274581909,0.00025
1078,80686,14.41999864578247,144,1.1000000815838575,44.31000085733831,280,-0.008328731055371463,0.02582327031996101,-0.07838435098528862,0.018273266032338142,0.037109375,0.9917663931846619,0.00025
1079,80817,11.888921737670898,131,0.840000081807375,44.31000085733831,280,-0.006951829185709357,0.5289911460131407,-0.10022658854722977,0.0020967901218682528,0.03125,0.8611878156661987,0.00025
1080,80958,13.869901418685913,141,1.0600000824779272,44.31000085733831,280,-0.007924085191916674,0.03258663951419294,-0.08433702075853944,0.008453937247395515,0.04296875,0.994005024433136,0.00025
1081,81096,13.454131841659546,138,0.9200000800192356,44.31000085733831,280,-0.008668747206684202,0.0659630591981113,-0.08683675527572632,0.013098590075969696,0.041015625,0.9870467782020569,0.00025
1082,81154,5.2622973918914795,58,-2.369999961927533,44.31000085733831,280,-0.009447611519135535,0.04310372448526323,-0.09422255214303732,0.008684053085744381,0.060546875,0.9875347018241882,0.00025
1083,81283,12.004923820495605,129,0.7500000800937414,44.31000085733831,280,-0.0011199701111763716,0.2080115838907659,-0.05785085214301944,0.007559977471828461,0.037109375,0.9285526275634766,0.00025
1084,81427,13.87129259109497,144,1.220000084489584,44.31000085733831,280,-0.004091292095836252,0.03800028213299811,-0.05191370099782944,0.0067830756306648254,0.025390625,0.9885949492454529,0.00025
1085,81572,13.703305721282959,145,1.350000087171793,44.31000085733831,280,-0.004813548875972629,0.04851326812058687,-0.05462706182152033,0.011033124290406704,0.025390625,0.9813079833984375,0.00025
1086,81721,15.601253032684326,149,1.1400000806897879,44.31000085733831,280,-0.007562410086393356,0.021428665844723582,-0.06479293433949351,0.00751895597204566,0.0390625,0.9947342872619629,0.00025
1087,81925,19.09881353378296,204,3.9300001226365566,44.31000085733831,280,-0.006131330505013466,2.32115638256073,-0.07119535794481635,0.006190129555761814,0.0234375,-0.3043707609176636,0.00025
1088,82070,14.85323977470398,145,1.060000080615282,44.31000085733831,280,-0.006102083250880241,0.5190884992480278,-0.05352877266705036,0.002589601557701826,0.015625,0.7748273611068726,0.00025
1089,82208,14.203304052352905,138,0.7100000753998756,44.31000085733831,280,-0.015013421652838588,0.32316830568015575,-0.09456865675747395,0.012430918402969837,0.052734375,0.8813990354537964,0.00025
1090,82349,13.571250915527344,141,1.1100000832229853,44.31000085733831,280,-0.008224306395277381,0.15163369197398424,-0.07327895192429423,0.024706482887268066,0.04296875,0.9551375508308411,0.00025
1091,82497,14.502865552902222,148,1.3800000865012407,44.31000085733831,280,-0.00019708380568772554,0.22662916174158454,-0.051633553113788366,0.00019975239410996437,0.009765625,0.9322388172149658,0.00025
1092,82641,13.96983003616333,144,1.220000084489584,44.31000085733831,280,-0.008948231232352555,0.17809920106083155,-0.09263038169592619,0.002600189531221986,0.046875,0.9550749659538269,0.00025
1093,82793,13.802997350692749,152,1.7800000943243504,44.31000085733831,280,-0.004505775053985417,0.08324905065819621,-0.06103676510974765,0.020210370421409607,0.033203125,0.9794725179672241,0.00025
1094,82936,13.986887454986572,143,1.1300000827759504,44.31000085733831,280,-0.009361999342218041,0.08200662862509489,-0.09485284145921469,0.009586319327354431,0.05859375,0.9782574772834778,0.00025
1095,83078,13.337688684463501,142,1.2700000870972872,44.31000085733831,280,-0.00843503064243123,0.01867476513143629,-0.07074163714423776,0.004318307153880596,0.041015625,0.9919648766517639,0.00025
1096,83203,11.106255292892456,125,0.7100000809878111,44.31000085733831,280,-0.007251392991747707,0.04339173180051148,-0.04734530788846314,0.025543998926877975,0.03515625,0.9831958413124084,0.00025
1097,83355,14.403211832046509,152,1.6100000906735659,44.31000085733831,280,-0.0017126617603935301,0.07987333764322102,-0.03595962142571807,0.0034604789689183235,0.0234375,0.9632341861724854,0.00025
1098,83492,13.038419246673584,137,0.9800000824034214,44.31000085733831,280,-0.006836978660430759,0.05721088731661439,-0.06581298960372806,0.004686029627919197,0.03125,0.9868725538253784,0.00025
1099,83641,13.852634906768799,149,1.5500000901520252,44.31000085733831,280,-0.004204093012958765,0.08392635569907725,-0.05619821650907397,0.004085657186806202,0.017578125,0.9751865267753601,0.00025
1100,83794,15.336594343185425,153,1.4700000863522291,44.31000085733831,280,-0.007378826150670648,0.0884458627551794,-0.08315261453390121,0.0051651159301400185,0.064453125,0.9857808351516724,0.00025
1101,83943,13.903209209442139,149,1.5900000911206007,44.31000085733831,280,-0.009401582996360958,0.11138471821323037,-0.08765939576551318,0.019317783415317535,0.044921875,0.973140299320221,0.00025
1102,84081,13.237593173980713,138,0.9500000812113285,44.31000085733831,280,-0.004585678456351161,0.029570738086476922,-0.06323697417974472,0.012874238193035126,0.037109375,0.9913409352302551,0.00025
1103,84098,2.181196689605713,17,-4.289999989792705,44.31000085733831,280,-0.008162618265487254,0.06474859151057899,-0.07263308111578226,0.008949924260377884,0.0546875,0.9832636713981628,0.00025
1104,84247,13.470543146133423,149,1.6700000930577517,44.31000085733831,280,-0.007979679387062788,0.5021221495699137,-0.058521805331110954,0.005432527512311935,0.037109375,0.8278281092643738,0.00025
1105,84358,9.740418910980225,111,0.04000007174909115,44.31000085733831,280,-0.005669057369232178,0.032762311631813645,-0.04830480017699301,0.004196623340249062,0.02734375,0.9913288950920105,0.00025
1106,84399,3.630612373352051,41,-3.1799999736249447,44.31000085733831,280,-0.005669057369232178,0.032762311631813645,-0.04830480017699301,0.004196623340249062,0.02734375,0.9913288950920105,0.00025
1107,84551,13.65342378616333,152,1.7700000945478678,44.31000085733831,280,-0.0006525753997266293,2.255540393292904,-0.03575291344895959,0.0021546173375099897,0.013671875,0.44814932346343994,0.00025
1108,84702,13.820076942443848,151,1.7300000935792923,44.31000085733831,280,-0.004928883747197688,0.10484413057565689,-0.06556475860998034,0.0033356547355651855,0.025390625,0.9914937019348145,0.00025
1109,84739,3.7300217151641846,37,-3.329999975860119,44.31000085733831,280,-0.0098199553322047,0.07056044787168503,-0.09305968228727579,0.019542131572961807,0.044921875,0.9760327935218811,0.00025
1110,84891,13.421096801757812,152,1.8600000962615013,44.31000085733831,280,-0.006789959734305739,0.39564060838893056,-0.0476523251272738,0.007231203839182854,0.021484375,0.822533905506134,0.00025
1111,85028,12.138373136520386,137,1.2300000879913568,44.31000085733831,280,-0.001711277465801686,0.041498230304569006,-0.040220205206424,0.0009083899203687906,0.0078125,0.9914990067481995,0.00025
1112,85127,8.792105436325073,99,-0.46999993547797203,44.31000085733831,280,-0.0027551024686545134,0.11501439986750484,-0.05245072394609451,0.0011328691616654396,0.017578125,0.9585533738136292,0.00025
1113,85253,11.322843790054321,126,0.7200000807642937,44.31000085733831,280,-0.006276207277551293,0.30791732110083103,-0.028133285930380225,0.0030762040987610817,0.01171875,0.8948548436164856,0.00025
1114,85402,13.570550918579102,149,1.7100000940263271,44.31000085733831,280,-0.0017397155752405524,0.08427430223673582,-0.029250932624563575,0.0021416135132312775,0.017578125,0.9783943891525269,0.00025
1115,85513,9.773656845092773,111,0.09000007249414921,44.31000085733831,280,-0.0009092976106330752,0.1052691014483571,-0.050097153056412935,0.002785187680274248,0.017578125,0.9633379578590393,0.00025
1116,85635,10.890056848526001,122,0.5600000787526369,44.31000085733831,280,-0.009111665654927492,0.1029922105371952,-0.0526959327980876,0.014153330586850643,0.0390625,0.9733628034591675,0.00025
1117,85767,12.188603639602661,132,0.9000000823289156,44.31000085733831,280,-0.004212722647935152,0.04248932655900717,-0.03315094346180558,0.009766831994056702,0.025390625,0.985757052898407,0.00025
1118,85890,10.872344493865967,123,0.5600000787526369,44.31000085733831,280,-0.01272715418599546,0.0451212958432734,-0.05427633551880717,0.025323038920760155,0.04296875,0.984558641910553,0.00025
1119,86039,13.704094171524048,149,1.5900000911206007,44.31000085733831,280,-0.003790267335716635,0.033749462803825736,-0.03818645188584924,0.0027832326013594866,0.0234375,0.9900562763214111,0.00025
1120,86184,13.871380805969238,145,1.300000086426735,44.31000085733831,280,-0.005388196907006204,0.06132280873134732,-0.036681022960692644,0.003757411614060402,0.015625,0.978900671005249,0.00025
1121,86274,8.024742841720581,90,-0.8799999412149191,44.31000085733831,280,-0.006765610189177096,0.04798157268669456,-0.051072190050035715,0.008017163723707199,0.03125,0.9842296242713928,0.00025
1122,86456,17.06785774230957,182,2.9600001089274883,44.31000085733831,280,-0.0019973780727013946,0.10668241733219475,-0.04332622792571783,0.004017752129584551,0.0234375,0.9608439207077026,0.00025
1123,86569,10.339274406433105,113,0.030000070109963417,44.31000085733831,280,-0.007635197602212429,0.7229239866137505,-0.11786095052957535,0.00661610858514905,0.052734375,0.8216390609741211,0.00025
1124,86698,11.889332294464111,129,0.7000000793486834,44.31000085733831,280,-0.004455786314792931,0.33004562743008137,-0.05125152785331011,0.004200083203613758,0.025390625,0.9107584953308105,0.00025
1125,86835,13.253764629364014,137,0.910000080242753,44.31000085733831,280,-0.003650916740298271,0.08905341336503625,-0.05199950933456421,0.003758290782570839,0.0234375,0.9701947569847107,0.00025
1126,86968,12.27415657043457,133,0.7800000794231892,44.31000085733831,280,-0.0045948297483846545,0.048000801587477326,-0.05889680329710245,0.005761966109275818,0.03515625,0.9891529679298401,0.00025
1127,86972,1.1310038566589355,4,-4.899999998509884,44.31000085733831,280,-0.0045948297483846545,0.048000801587477326,-0.05889680329710245,0.005761966109275818,0.03515625,0.9891529679298401,0.00025
1128,87092,12.088892459869385,120,0.10000006854534149,44.31000085733831,280,-0.007692089420743287,0.0840074229054153,-0.06836729310452938,0.01822902262210846,0.046875,0.9771574139595032,0.00025
1129,87242,13.770329236984253,150,1.5400000903755426,44.31000085733831,280,-0.009151164791546762,0.05022802483290434,-0.051586508518084884,0.012687204405665398,0.044921875,0.988697350025177,0.00025
1130,87302,5.060587644577026,60,-2.269999960437417,44.31000085733831,280,-0.003372634237166494,0.13026601448655128,-0.0715349274687469,0.0035991447512060404,0.02734375,0.9686593413352966,0.00025
1131,87450,13.637598276138306,148,1.4900000896304846,44.31000085733831,280,-0.005159863154403865,0.2196480669081211,-0.04103275015950203,0.00920107588171959,0.025390625,0.9340063333511353,0.00025
1132,87598,13.720662593841553,148,1.5400000903755426,44.31000085733831,280,-0.005096346721984446,0.02756879071239382,-0.055851131677627563,0.008303526788949966,0.02734375,0.9934121966362,0.00025
1133,87910,31.270856857299805,312,24.1200002245605,44.31000085733831,312,-0.0021793911000713706,2.5684284418821335,-0.09275136236101389,0.0016906170640140772,0.015625,-0.23986518383026123,0.00025
1134,88052,14.303722381591797,142,1.0800000820308924,44.31000085733831,312,0.000998442992568016,9.443913280963898,-0.13875676598399878,0.008402900770306587,0.046875,-0.9997278451919556,0.00025
1135,88196,14.402493238449097,144,1.1800000835210085,44.31000085733831,312,-0.005583156133070588,0.1046812329441309,-0.09685392025858164,0.0014218182768672705,0.01171875,0.9678853750228882,0.00025
1136,88331,12.821194648742676,135,0.9300000816583633,44.31000085733831,312,-0.008744480204768479,0.3343002609908581,-0.057679197983816266,0.008020670153200626,0.0234375,0.7923327088356018,0.00025
1137,88474,13.470877408981323,143,1.2500000856816769,44.31000085733831,312,-0.005736209568567574,0.4419223442673683,-0.062303298618644476,0.011968312785029411,0.017578125,0.822836697101593,0.00025
1138,88620,14.08659315109253,146,1.270000085234642,44.31000085733831,312,-0.0016098142368718982,0.1603827173821628,-0.03337360545992851,0.000978995580226183,0.0078125,0.9316852688789368,0.00025
1139,88771,14.603741645812988,151,1.5200000889599323,44.31000085733831,312,-0.009531679446808994,0.13075939938426018,-0.07388344965875149,0.010207575745880604,0.048828125,0.9755863547325134,0.00025
1140,88859,8.20848035812378,88,-1.0999999456107616,44.31000085733831,312,-0.00400946382433176,0.06971888244152069,-0.06706254510208964,0.003586541162803769,0.029296875,0.9842531085014343,0.00025
1141,89010,14.087709665298462,151,1.6100000906735659,44.31000085733831,312,-0.0016426045913249254,0.7579459920525551,-0.033300819573923945,0.00019042938947677612,0.001953125,0.7800613641738892,0.00025
1142,89163,14.635650873184204,153,1.6700000911951065,44.31000085733831,312,-0.007446019211784005,0.17694592289626598,-0.05844546016305685,0.01219786237925291,0.0234375,0.973893404006958,0.00025
1143,89219,5.0452985763549805,56,-2.419999962672591,44.31000085733831,312,-0.0032232054509222507,0.09337264019995928,-0.04944016458466649,0.008200904354453087,0.017578125,0.9775198101997375,0.00025
1144,89346,11.089380741119385,127,0.7600000817328691,44.31000085733831,312,-0.0006593108992092311,0.3031748002395034,-0.0339288180693984,0.000854377169162035,0.009765625,0.8909820914268494,0.00025
1145,89475,12.121811389923096,129,0.6700000781565905,44.31000085733831,312,-0.0010991620365530252,0.06661088159307837,-0.032158401096239686,0.007784903980791569,0.013671875,0.9693493843078613,0.00025
1146,89620,13.43757152557373,145,1.3900000881403685,44.31000085733831,312,-0.004028985684271902,0.07677867729216814,-0.046119220554828644,0.0030106077902019024,0.0234375,0.9695760607719421,0.00025
1147,89731,10.0065016746521,111,0.05000007152557373,44.31000085733831,312,-0.005168905248865485,0.0695813586935401,-0.04783897427842021,0.04764285683631897,0.025390625,0.9780047535896301,0.00025
1148,89885,14.753222942352295,154,1.580000089481473,44.31000085733831,312,-0.006731617730110884,0.12279735459014773,-0.046541711781173944,0.006999748758971691,0.025390625,0.9537253975868225,0.00025
1149,90002,11.106523275375366,117,0.3100000750273466,44.31000085733831,312,-0.007027304731309414,0.19016741588711739,-0.06828999519348145,0.0013235807418823242,0.01953125,0.9514646530151367,0.00025
1150,90119,10.140028715133667,117,0.3500000759959221,44.31000085733831,312,-0.0010793451219797134,0.1850496605038643,-0.03385094366967678,8.35987739264965e-05,0.0,0.9494038224220276,0.00025
1151,90245,11.322668552398682,126,0.6700000800192356,44.31000085733831,312,-0.0030414435314014554,0.08079084847122431,-0.05133286211639643,0.002837676089257002,0.021484375,0.9793218374252319,0.00025
1152,90401,15.186483144760132,156,1.6600000895559788,44.31000085733831,312,-0.002023508190177381,0.037166373804211617,-0.0510063583496958,0.003008185653015971,0.02734375,0.9896568655967712,0.00025
1153,90499,8.773985147476196,98,-0.5699999369680882,44.31000085733831,312,-0.006210824125446379,0.14375853724777699,-0.09704395849257708,0.0030051388312131166,0.0390625,0.9569838047027588,0.00025
1154,90629,12.122491598129272,130,0.760000079870224,44.31000085733831,312,-0.002295979706104845,0.17676567030139267,-0.06007934734225273,0.0007817919831722975,0.017578125,0.9374545216560364,0.00025
1155,90755,11.107064962387085,126,0.7600000817328691,44.31000085733831,312,-0.003268025437137112,0.1514844410121441,-0.051160359755158424,0.0013657798990607262,0.017578125,0.9457482099533081,0.00025
1156,90912,15.268424034118652,157,1.7500000912696123,44.31000085733831,312,-0.0026528624584898353,0.06907370872795582,-0.05316792568191886,0.001497387420386076,0.013671875,0.9690833687782288,0.00025
1157,90954,3.629925489425659,42,-3.0799999721348286,44.31000085733831,312,-0.0026528624584898353,0.06907370872795582,-0.05316792568191886,0.001497387420386076,0.013671875,0.9690833687782288,0.00025
1158,91107,14.520089149475098,153,1.6700000911951065,44.31000085733831,312,-0.004552307538688183,2.014338731765747,-0.11721128970384598,0.004799487069249153,0.037109375,0.6896297931671143,0.00025
1159,91292,17.715999126434326,185,3.0100001096725464,44.31000085733831,312,-0.006064759334549308,1.4971058666706085,-0.11624843999743462,0.0019380806479603052,0.021484375,-0.7044343948364258,0.00025
1160,91436,13.870712995529175,144,1.2100000847131014,44.31000085733831,312,-0.0017576605314388871,1.7582354694604874,-0.04696526192128658,0.0030361469835042953,0.015625,0.14963483810424805,0.00025
1161,91495,5.960444211959839,59,-2.4699999652802944,44.31000085733831,312,-0.0017576605314388871,1.7582354694604874,-0.04696526192128658,0.0030361469835042953,0.015625,0.14963483810424805,0.00025
1162,91625,12.921802282333374,130,0.6000000759959221,44.31000085733831,312,-0.007789465831592679,1.7267896384000778,-0.1318634282797575,0.008761977776885033,0.0546875,0.5866623520851135,0.00025
1163,91741,10.773199081420898,116,0.14000007137656212,44.31000085733831,312,-0.007623612880706787,0.5145774558186531,-0.11483651027083397,0.006155102513730526,0.044921875,0.7292394638061523,0.00025
1164,91779,3.664095401763916,38,-3.3199999760836363,44.31000085733831,312,-0.0009717729408293962,0.3800036236643791,-0.07276044553145766,0.005881162825971842,0.025390625,0.7444738149642944,0.00025
1165,91910,12.886411190032959,131,0.5600000750273466,44.31000085733831,312,-0.002804873394779861,0.3432822972536087,-0.07873660884797573,0.004893738776445389,0.021484375,0.8468966484069824,0.00025
1166,92200,28.107686042785645,290,7.470000168308616,44.31000085733831,312,-0.006139419798273593,2.217152178287506,-0.06461704755201936,0.0010750244837254286,0.021484375,-0.35972118377685547,0.00025
1167,92417,19.648192644119263,217,4.760000137612224,44.31000085733831,312,-0.0075169430347159505,1.1449941359460354,-0.07579183671623468,0.005665265955030918,0.037109375,0.591726541519165,0.00025
1168,92566,15.051931381225586,149,1.2300000824034214,44.31000085733831,312,-0.00537038006586954,0.0623595817014575,-0.07046493329107761,0.011084827594459057,0.046875,0.9691243767738342,0.00025
1169,92855,27.757872104644775,289,7.500000169500709,44.31000085733831,312,-0.001508620218373835,2.4861273616552353,-0.0723706865683198,0.0003739721141755581,0.009765625,-0.6809905767440796,0.00025
1170,92996,13.670108079910278,141,1.0700000822544098,44.31000085733831,312,-0.01049864199012518,0.2766662333160639,-0.1059732437133789,0.00888693705201149,0.037109375,0.9366397857666016,0.00025
1171,93058,6.1113715171813965,62,-2.2799999620765448,44.31000085733831,312,-0.006406750995665789,0.15298113273456693,-0.07630435097962618,0.013628548011183739,0.029296875,0.9418148994445801,0.00025
1172,93186,12.088045120239258,128,0.6500000786036253,44.31000085733831,312,-0.00010969414142891765,0.2653708243742585,-0.03928100969642401,0.0017866312991827726,0.013671875,0.8979474902153015,0.00025
1173,93318,12.588085889816284,132,0.7400000784546137,44.31000085733831,312,-0.0034869672963395715,0.04462661570869386,-0.043160886503756046,0.00289016030728817,0.025390625,0.9836752414703369,0.00025
1174,93442,11.106349229812622,124,0.6200000792741776,44.31000085733831,312,-0.0021088613430038095,0.14360447693616152,-0.05413578823208809,0.0010881340131163597,0.0234375,0.9424126744270325,0.00025
1175,93720,26.941856622695923,278,6.900000160560012,44.31000085733831,312,-0.0022674562642350793,2.713523104786873,-0.06037434563040733,0.0003598111215978861,0.01171875,-0.8402612209320068,0.00025
1176,93829,9.97365403175354,109,-0.09999993070960045,44.31000085733831,312,-0.007793065859004855,0.2426657397300005,-0.08130249101668596,0.0028616401832550764,0.044921875,0.9521979689598083,0.00025
1177,93961,12.58830451965332,132,0.7400000784546137,44.31000085733831,312,-0.0020774768199771643,0.1875498895533383,-0.055055154487490654,0.0035093622282147408,0.015625,0.9293344020843506,0.00025
1178,94110,14.519364356994629,149,1.4300000872462988,44.31000085733831,312,-0.0051618252182379365,0.05099634639918804,-0.06690297415480018,0.005034089088439941,0.0390625,0.9870170950889587,0.00025
1179,94247,13.220827579498291,137,0.860000079497695,44.31000085733831,312,-0.009652589214965701,0.06325970962643623,-0.09447335917502642,0.0061694178730249405,0.048828125,0.9834088087081909,0.00025
1180,94395,14.719756841659546,148,1.3000000845640898,44.31000085733831,312,-0.003866909653879702,0.0428138526622206,-0.0626931400038302,0.007128887809813023,0.041015625,0.9894046187400818,0.00025
1181,94537,14.086429119110107,142,1.1200000829994678,44.31000085733831,312,-0.005163030698895454,0.05762862786650658,-0.09360867273062468,0.004082088358700275,0.046875,0.9888529777526855,0.00025
1182,94598,5.445357084274292,61,-2.2099999599158764,44.31000085733831,312,-0.005935458349995315,0.040148588828742504,-0.08119048271328211,0.009982636198401451,0.029296875,0.9888346791267395,0.00025
1183,94722,11.105597734451294,124,0.610000079497695,44.31000085733831,312,-0.007089178543537855,0.22988754697144032,-0.06697270786389709,0.02588040754199028,0.033203125,0.9093663692474365,0.00025
1184,94867,15.352901458740234,145,0.9000000767409801,44.31000085733831,312,-0.0016981869703158736,0.039147109258919954,-0.04723388561978936,0.00747161777690053,0.01953125,0.987626314163208,0.00025
1185,94981,10.092008113861084,114,0.06000007130205631,44.31000085733831,312,-0.005870786379091442,0.364696117118001,-0.077459498308599,0.009487799368798733,0.041015625,0.899917483329773,0.00025
1186,95127,14.419322490692139,146,1.2800000850111246,44.31000085733831,312,-0.003459819534327835,0.4951398870907724,-0.06423912337049842,0.0030902826692909002,0.005859375,0.7978675365447998,0.00025
1187,95262,12.786874532699585,135,0.8900000806897879,44.31000085733831,312,-0.004030451033031568,0.051892798161134124,-0.07311283610761166,0.003915747627615929,0.041015625,0.9869157075881958,0.00025
1188,95362,8.942009687423706,100,-0.41999993473291397,44.31000085733831,312,-0.0039238197496160865,0.06471521477214992,-0.047670376719906926,0.012987302616238594,0.021484375,0.9782534837722778,0.00025
1189,95501,13.753743648529053,139,0.9700000807642937,44.31000085733831,312,-0.004367720481241122,0.12514642160385847,-0.04923621518537402,0.004076547920703888,0.025390625,0.9656635522842407,0.00025
1190,95647,15.351415872573853,146,1.0400000791996717,44.31000085733831,312,-0.006991610862314701,0.070132986176759,-0.05777259776368737,0.004207125864923,0.04296875,0.9753673672676086,0.00025
1191,95879,21.566946506500244,232,5.17000013962388,44.31000085733831,312,-0.0034174573374912143,2.3438655585050583,-0.06493292143568397,0.0010891170240938663,0.01953125,-0.4742281436920166,0.00025
1192,96025,14.765408754348755,146,1.1600000821053982,44.31000085733831,312,-0.010239520808681846,0.1686695059761405,-0.0714380401186645,0.005928835365921259,0.029296875,0.93595290184021,0.00025
1193,96122,8.359801054000854,97,-0.6199999377131462,44.31000085733831,312,-0.010239520808681846,0.1686695059761405,-0.0714380401186645,0.005928835365921259,0.029296875,0.93595290184021,0.00025
1194,96518,38.61347770690918,396,52.98000085912645,52.98000085912645,396,-0.0010385796194896102,35.870245695114136,-0.0670778495259583,0.00020162342116236687,0.001953125,-0.07246291637420654,0.00025
1195,96643,11.606991052627563,125,0.5900000780820847,52.98000085912645,396,-0.002762782445643097,0.15003772266209126,-0.0573911196552217,0.0025181390810757875,0.01171875,0.9313715100288391,0.00025
1196,96775,13.036387920379639,132,0.6100000757724047,52.98000085912645,396,-0.0012671574368141592,0.15325893554836512,-0.052128267008811235,0.001559774624183774,0.017578125,0.9226034283638,0.00025
1197,96894,10.973569393157959,119,0.2500000726431608,52.98000085912645,396,-0.0012671574368141592,0.15325893554836512,-0.052128267008811235,0.001559774624183774,0.017578125,0.9226034283638,0.00025
1198,97027,12.837243795394897,133,0.7900000791996717,52.98000085912645,396,-0.0005928820464760065,0.0917747812345624,-0.0403107819147408,0.0017009794246405363,0.0078125,0.9742340445518494,0.00025
1199,97170,14.470733642578125,143,1.040000081062317,52.98000085912645,396,-0.006653669755905867,0.12402303330600262,-0.04742285283282399,0.007485926616936922,0.0234375,0.973205029964447,0.00025
1200,97309,13.703191041946411,139,0.9300000797957182,52.98000085912645,396,-0.005029680440202355,0.0911262365989387,-0.06465075723826885,0.006400028243660927,0.029296875,0.9690830111503601,0.00025
1201,97457,15.318675518035889,148,1.0500000789761543,52.98000085912645,396,-0.004700974561274052,0.13837326224893332,-0.04398420127108693,0.015175540000200272,0.025390625,0.9672035574913025,0.00025
1202,97603,14.103609800338745,146,1.2800000850111246,52.98000085912645,396,-0.009747265838086605,0.08461010549217463,-0.09428028110414743,0.012633882462978363,0.037109375,0.9850744009017944,0.00025
1203,97743,14.08670949935913,140,0.8600000776350498,52.98000085912645,396,-0.005854522110894322,0.03756134654395282,-0.07110024988651276,0.015889964997768402,0.03125,0.9911662340164185,0.00025
1204,97889,15.402770280838013,146,0.9600000772625208,52.98000085912645,396,-0.006106739165261388,0.03457897680345923,-0.05977655062451959,0.02263159118592739,0.041015625,0.9914480447769165,0.00025
1205,98032,14.752272129058838,143,0.9200000781565905,52.98000085912645,396,-0.004892744356766343,0.027680549304932356,-0.06351188034750521,0.011230592615902424,0.033203125,0.99349045753479,0.00025
1206,98176,14.769481182098389,144,0.9700000789016485,52.98000085912645,396,-0.0038778274320065975,0.01638559252023697,-0.05811108089983463,0.0031590620055794716,0.033203125,0.9949707388877869,0.00025
1207,98307,13.020885705947876,131,0.7300000786781311,52.98000085912645,396,-0.004873779427725822,0.008279152272734791,-0.04265452874824405,0.006734332535415888,0.021484375,0.9968027472496033,0.00025
1208,98436,12.722098350524902,129,0.550000075250864,52.98000085912645,396,-0.0023213494569063187,0.020166107220575213,-0.03764746314845979,0.017815817147493362,0.02734375,0.9927567839622498,0.00025
1209,98726,29.205495595932007,290,7.230000162497163,52.98000085912645,396,-0.0037564203375950456,2.493710830807686,-0.05383784743025899,0.0008096171077340841,0.013671875,-0.5019969940185547,0.00025
1210,98868,14.53684139251709,142,0.9600000791251659,52.98000085912645,396,-0.008209712221287191,0.08198804967105389,-0.054816590156406164,0.007578856311738491,0.025390625,0.9864743947982788,0.00025
1211,99006,13.786312818527222,138,0.8800000790506601,52.98000085912645,396,-0.0020762314088642597,0.03884740103967488,-0.054776765406131744,0.0019439810421317816,0.017578125,0.9851082563400269,0.00025
1212,99145,13.105701684951782,139,1.09000008367002,52.98000085912645,396,-0.00638762628659606,0.04123716545291245,-0.06902029644697905,0.012878959998488426,0.041015625,0.9905858039855957,0.00025
1213,99207,6.060585260391235,62,-2.3199999630451202,52.98000085912645,396,-0.004367840476334095,0.02626161801163107,-0.04827748145908117,0.014156592078506947,0.037109375,0.9930782318115234,0.00025
1214,99330,11.156304359436035,123,0.530000077560544,52.98000085912645,396,-0.002848008763976395,0.48597626108676195,-0.059851891826838255,0.004823886789381504,0.033203125,0.8738839626312256,0.00025
1215,99472,14.752440690994263,142,0.9200000781565905,52.98000085912645,396,-0.0010789177613332868,0.023056652396917343,-0.030753068858757615,0.011307161301374435,0.01171875,0.9969541430473328,0.00025
1216,99586,10.2408607006073,114,0.16000007279217243,52.98000085912645,396,-0.0007684385636821389,0.1649115839973092,-0.04724539956077933,0.0011483137495815754,0.009765625,0.9502745866775513,0.00025
