episode,timestep,reward,length
339,5553,-3.9799999855458736,24
340,5575,-4.089999986812472,22
341,5605,-3.769999982789159,30
342,5645,-3.4199999794363976,40
343,5667,-4.089999986812472,22
344,5690,-3.999999985098839,23
345,5713,-3.999999985098839,23
346,5737,-3.9499999843537807,24
347,5759,-4.13999998755753,22
348,5782,-4.039999986067414,23
349,5807,-3.9499999843537807,25
350,5829,-4.07999998703599,22
351,5853,-3.9499999843537807,24
352,5877,-4.029999986290932,24
353,5893,-4.389999991282821,16
354,5917,-3.9899999853223562,24
355,5941,-3.9499999843537807,24
356,5945,-4.899999998509884,4
357,5959,-4.489999992772937,14
358,5983,-4.019999986514449,24
359,6002,-4.279999990016222,19
360,6023,-4.13999998755753,21
361,6045,-4.089999986812472,22
362,6067,-4.049999985843897,22
363,6084,-4.379999991506338,17
364,6105,-4.13999998755753,21
365,6109,-4.949999999254942,4
366,6119,-4.5999999940395355,10
367,6141,-4.089999986812472,22
368,6143,-5.0,2
369,6148,-4.849999997764826,5
370,6168,-4.179999988526106,20
371,6203,-3.509999979287386,35
372,6235,-3.739999983459711,32
373,6277,-3.2899999767541885,42
374,6300,-4.039999986067414,23
375,6321,-4.129999987781048,21
376,6349,-3.9899999871850014,28
377,6380,-3.7599999830126762,31
378,6399,-4.279999990016222,19
379,6415,-4.339999990537763,16
380,6433,-4.3199999909847975,18
381,6461,-3.869999984279275,28
382,6485,-3.9899999853223562,24
383,6509,-3.999999985098839,24
384,6541,-3.6999999824911356,32
385,6564,-4.039999986067414,23
386,6591,-3.9099999852478504,27
387,6634,-3.2399999760091305,43
388,6659,-4.069999987259507,25
389,6678,-4.1899999883025885,19
390,6680,-5.0,2
391,6692,-4.539999993517995,12
392,6725,-3.6199999805539846,33
393,6779,1.1500000972300768,54
394,6831,-2.659999966621399,52
395,6875,-3.149999974295497,44
396,6895,-4.229999989271164,20
397,6914,-4.199999988079071,19
398,6947,-3.6199999805539846,33
399,6969,-4.049999985843897,22
400,7010,-3.3399999774992466,41
401,7042,-3.789999984204769,32
402,7083,-3.379999978467822,41
403,7124,-3.329999977722764,41
404,7163,-3.5199999809265137,39
405,7202,-3.42999997921288,39
406,7247,-3.0899999737739563,45
407,7291,-3.149999974295497,44
408,7338,-2.9499999713152647,47
409,7376,-3.5299999807029963,38
410,7420,-3.1899999752640724,44
411,7468,-3.1099999751895666,48
412,7515,-2.9999999720603228,47
413,7556,-3.3399999774992466,41
414,7579,-4.07999998703599,23
415,7607,-3.949999986216426,28
416,7647,-3.509999981150031,40
417,7686,-3.4499999787658453,39
418,7733,-2.9499999713152647,47
419,7761,-3.9899999871850014,28
420,7808,-2.9599999710917473,47
421,7822,-4.569999994710088,14
422,7864,-3.2899999767541885,42
423,7909,-3.1399999745190144,45
424,7913,-4.899999998509884,4
425,7926,-4.689999997615814,13
426,7967,-3.3099999763071537,41
427,7988,-4.129999987781048,21
428,8037,-2.9099999703466892,49
429,8074,-3.61999998241663,37
430,8127,-2.9399999734014273,53
431,8168,-3.2899999767541885,41
