episode,timestep,task,reward,length
1594,119250,3,-5.628,29
1595,119518,3,7.504000000000014,268
1596,119660,3,0.6160000000000112,142
1597,119775,2,10.76800000000002,115
1598,119889,3,-0.8959999999999964,114
1599,120038,4,30.146000000000022,149
1600,120147,1,4.056000000000001,109
1601,120177,4,3.4900000000000047,30
1602,120287,1,4.441999999999997,110
1603,120430,2,14.656000000000038,143
1604,120491,3,-4.046000000000003,61
1605,120617,1,5.79399999999999,126
1606,120762,3,0.8120000000000118,145
1607,120798,3,-5.348,36
1608,120935,2,13.624000000000034,137
1609,121060,3,-0.4059999999999935,125
1610,121180,3,-0.7139999999999933,120
1611,121311,3,-0.545999999999994,131
1612,121433,2,11.652000000000026,122
1613,121459,0,-4.17,26
1614,121474,0,-4.47,15
1615,121498,0,-4.27,24
1616,121605,2,9.672000000000017,107
1617,121722,3,-0.6859999999999937,117
1618,121859,0,0.06999999999998696,137
1619,121976,3,-0.6999999999999931,117
1620,122110,1,6.409999999999986,134
1621,122237,0,-0.2900000000000116,127
1622,122271,2,0.06800000000000228,34
1623,122358,3,-2.2820000000000027,87
1624,122496,4,27.64000000000003,138
1625,122576,4,14.630000000000013,80
1626,122590,2,-2.3799999999999994,14
1627,122694,1,3.6380000000000017,104
1628,122837,3,0.5740000000000123,143
1629,122962,3,-0.6859999999999955,125
1630,123084,2,11.684000000000024,122
1631,123207,2,11.784000000000026,123
1632,123355,0,0.7399999999999842,148
1633,123441,0,-2.1200000000000028,86
1634,123623,0,1.6699999999999777,182
1635,123689,2,4.443999999999994,66
1636,123810,0,-0.0900000000000114,121
1637,123919,1,4.235999999999999,109
1638,123931,0,-4.7,12
1639,124037,4,20.256000000000014,106
1640,124148,1,4.443999999999997,111
1641,124271,4,24.23200000000002,123
1642,124400,2,12.63200000000003,129
1643,124533,2,13.216000000000033,133
1644,124647,1,4.833999999999994,114
1645,124792,0,0.35999999999998433,145
1646,124889,0,-1.3300000000000072,97
1647,125000,3,-1.2879999999999976,111
1648,125106,2,9.700000000000015,106
1649,125152,1,-1.6980000000000013,46
1650,125276,1,5.453999999999992,124
1651,125301,1,-3.7559999999999993,25
1652,125452,4,30.45600000000001,151
1653,125562,0,-0.8100000000000085,110
1654,125698,2,13.476000000000035,136
1655,125820,1,5.4259999999999895,122
1656,125938,3,-0.1819999999999924,118
1657,126058,4,23.692000000000025,120
1658,126100,2,1.275999999999999,42
1659,126199,0,-1.2400000000000069,99
1660,126223,0,-4.31,24
1661,126264,0,-3.579999999999999,41
1662,126347,4,15.254000000000012,83
1663,126387,3,-5.026,40
1664,126539,4,30.638000000000005,152
1665,126650,0,-0.8800000000000088,111
1666,126792,3,0.3220000000000116,142
1667,126898,3,-1.6240000000000006,106
1668,126942,1,-2.062000000000002,44
1669,127069,0,-0.3300000000000116,127
1670,127146,4,13.86800000000001,77
1671,127293,1,8.127999999999975,147
1672,127444,2,15.736000000000043,151
1673,127598,4,31.17600000000001,154
1674,127743,3,0.8120000000000127,145
1675,127895,3,1.0220000000000127,152
1676,128018,1,6.063999999999988,123
1677,128154,4,27.10200000000002,136
1678,128218,1,-0.13799999999999635,64
1679,128333,4,22.326000000000015,115
1680,128458,0,-0.14000000000001123,125
1681,128525,1,0.3240000000000043,67
1682,128665,0,0.16999999999998572,140
1683,128726,4,10.194000000000008,61
1684,128866,4,28.09400000000003,140
1685,128899,0,-4.01,33
1686,129015,0,-0.74000000000001,116
1687,129148,3,-0.3639999999999928,133
1688,129273,2,12.160000000000029,125
1689,129351,1,1.306000000000008,78
1690,129501,3,1.2740000000000151,150
1691,129631,1,6.725999999999983,130
1692,129672,2,1.08,41
1693,129809,4,27.380000000000027,137
1694,129931,0,-0.37000000000001076,122
1695,130073,0,0.3599999999999852,142
1696,130234,4,32.82799999999999,161
1697,130251,4,0.524,17
1698,130394,2,14.592000000000038,143
1699,130409,4,0.040000000000000036,15
1700,130450,2,1.016,41
1701,130557,3,-2.1700000000000017,107
1702,130583,0,-4.17,26
1703,130731,1,8.225999999999974,148
1704,130871,4,27.956000000000024,140
1705,131055,3,3.0380000000000162,184
1706,131187,3,-0.489999999999994,132
1707,131306,3,-1.0499999999999963,119
1708,131416,1,4.489999999999998,110
1709,131525,4,21.09000000000002,109
1710,131570,0,-3.289999999999999,45
1711,131686,0,-0.5400000000000107,116
1712,131773,0,-1.8800000000000048,87
1713,132017,0,4.069999999999984,244
1714,132151,1,6.7939999999999845,134
1715,132249,4,18.626000000000015,98
1716,132413,2,17.58800000000005,164
1717,132472,1,-0.8919999999999986,59
1718,132744,1,19.83799999999996,272
1719,132830,4,15.87200000000001,86
1720,133004,3,2.6180000000000163,174
1721,133085,1,1.540000000000009,81
1722,133262,3,2.1840000000000135,177
1723,133358,3,-2.0020000000000016,96
1724,133430,4,12.940000000000015,72
1725,133561,0,-0.12000000000001165,131
1726,133608,4,7.232000000000008,47
1727,133766,3,1.6100000000000154,158
1728,133862,1,3.3820000000000032,96
1729,133948,4,16.016000000000012,86
1730,134080,2,12.884000000000029,132
1731,134186,3,-2.086000000000001,106
1732,134336,0,0.3099999999999845,150
1733,134472,2,13.676000000000034,136
1734,134608,3,0.028000000000008463,136
1735,134741,0,-0.07000000000001272,133
1736,134754,4,-0.3959999999999999,13
1737,134793,3,-5.474,39
1738,135074,1,20.515999999999952,281
1739,135117,0,-3.549999999999999,43
1740,135373,3,6.496000000000011,256
1741,135607,1,16.089999999999957,234
1742,135690,2,6.728000000000003,83
1743,135852,0,1.519999999999981,162
1744,135969,0,-0.3400000000000105,117
1745,136106,1,6.775999999999984,137
1746,136257,4,30.57600000000003,151
1747,136410,0,1.0599999999999827,153
1748,136691,1,21.73999999999994,281
1749,136785,2,8.012000000000008,94
1750,136974,4,39.12999999999994,189
1751,137086,1,4.6619999999999955,112
1752,137188,0,-1.2000000000000073,102
1753,137448,1,18.757999999999946,260
1754,137585,2,13.624000000000034,137
1755,137718,1,6.395999999999985,133
1756,137907,2,20.992000000000065,189
1757,138157,1,17.069999999999965,250
1758,138281,0,-0.19000000000001105,124
1759,138327,1,-1.6500000000000012,46
1760,138466,4,27.696000000000023,139
1761,138616,4,30.160000000000018,150
1762,138809,1,12.299999999999976,193
1763,138883,3,-3.5980000000000047,74
1764,138898,3,-6.314,15
1765,139082,2,20.196000000000062,184
1766,139180,0,-1.1700000000000066,98
1767,139286,3,-1.0219999999999967,106
1768,139386,2,8.956000000000012,100
1769,139471,0,-1.810000000000005,85
1770,139550,1,1.5120000000000084,79
1771,139659,1,4.283999999999999,109
1772,139802,0,0.4499999999999842,143
1773,139949,2,14.96000000000004,147
1774,140215,2,30.96400000000009,266
1775,140330,1,4.703999999999995,115
1776,140423,3,-2.3660000000000023,93
1777,140519,2,8.35600000000001,96
1778,140620,4,19.316000000000017,101
1779,140728,0,-0.9900000000000082,108
1780,140815,1,2.2840000000000096,87
1781,140893,0,-2.3700000000000023,78
1782,140920,1,-3.584,27
1783,141029,2,9.960000000000017,109
1784,141111,0,-1.8500000000000045,82
1785,141254,0,0.39999999999998526,143
1786,141298,0,-3.549999999999999,44
1787,141314,1,-4.661999999999999,16
1788,141467,1,8.583999999999973,153
1789,141532,3,-3.6120000000000037,65
1790,141704,2,18.484000000000055,172
1791,141848,2,14.628000000000036,144
1792,142025,3,2.660000000000016,177
1793,142116,2,7.792000000000009,91
1794,142235,4,23.246000000000016,119
1795,142275,2,0.9320000000000004,40
1796,142433,3,1.2880000000000145,158
1797,142513,0,-2.1500000000000026,80
1798,142635,4,23.98400000000002,122
1799,142704,1,0.5920000000000059,69
1800,142799,1,2.6480000000000086,95
1801,143070,2,31.352000000000082,271
1802,143121,3,-4.130000000000003,51
1803,143168,1,-1.5760000000000005,47
1804,143391,2,24.808000000000085,223
1805,143456,0,-2.650000000000001,65
1806,143612,4,31.63600000000001,156
1807,143675,4,10.720000000000011,63
1808,143805,2,12.732000000000031,130
1809,143891,3,-2.7020000000000044,86
1810,144002,0,-0.8700000000000099,111
1811,144153,0,0.9599999999999831,151
1812,144301,2,15.51600000000004,148
1813,144386,4,15.666000000000015,85
1814,144486,0,-1.1800000000000073,100
1815,144502,2,-2.099999999999999,16
1816,144740,3,6.0760000000000165,238
1817,144882,4,28.242000000000022,142
1818,144919,1,-2.832000000000001,37
1819,144961,0,-3.559999999999999,42
1820,145080,3,-0.9939999999999962,119
1821,145243,1,9.251999999999967,163
1822,145245,0,-5.0,2
1823,145383,0,0.11999999999998678,138
1824,145493,2,10.220000000000018,110
1825,145518,1,-3.8519999999999994,25
1826,145693,2,18.712000000000057,175
1827,145846,2,15.896000000000043,153
1828,145873,0,-4.12,27
1829,145910,3,-5.292,37
1830,146042,2,13.044000000000032,132
1831,146176,1,6.349999999999985,134
1832,146309,1,6.683999999999983,133
1833,146417,1,3.969999999999999,108
1834,146504,3,-2.6320000000000023,87
1835,146550,1,-1.4460000000000006,46
1836,146736,4,38.242000000000004,186
1837,146874,2,13.532000000000032,138
1838,147025,0,0.919999999999983,151
1839,147072,3,-4.578000000000001,47
1840,147159,4,16.04800000000001,87
1841,147281,1,5.4259999999999895,122
1842,147403,4,24.050000000000022,122
1843,147490,2,7.296000000000005,87
1844,147617,1,5.831999999999988,127
1845,147650,0,-3.9699999999999998,33
1846,147793,0,0.4399999999999853,143
1847,147891,2,8.604000000000012,98
1848,148055,4,33.428,164
1849,148149,4,17.754000000000012,94
1850,148283,2,13.172000000000033,134
1851,148388,0,-1.0500000000000078,105
1852,148421,1,-2.7920000000000007,33
1853,148499,2,5.9079999999999995,78
1854,148556,1,-1.0159999999999991,57
1855,148623,2,4.263999999999992,67
1856,148662,2,0.9199999999999999,39
1857,148835,4,35.37799999999998,173
1858,148866,2,-0.09599999999999742,31
1859,148986,2,11.404000000000023,120
1860,149062,3,-3.290000000000005,76
1861,149222,3,1.5400000000000116,160
1862,149330,0,-1.0600000000000072,108
1863,149462,4,26.308000000000025,132
1864,149606,0,0.5399999999999849,144
1865,149738,1,6.4299999999999855,132
1866,149849,4,21.57400000000002,111
1867,150099,3,6.412000000000013,250
1868,150173,1,0.566000000000006,74
1869,150266,4,17.458000000000013,93
1870,150349,0,-2.0000000000000027,83
1871,150496,4,29.638000000000027,147
1872,150870,2,54.12400000000006,374
1873,151214,3,10.44400000000001,344
1874,151363,4,30.092000000000027,149
1875,151469,2,9.564000000000014,106
1876,151695,2,25.460000000000086,226
1877,151878,0,2.079999999999978,183
1878,152026,1,7.9979999999999745,148
1879,152090,2,4.131999999999993,64
1880,152248,4,32.138,158
1881,152349,0,-1.340000000000007,101
1882,152416,1,0.27600000000000424,67
1883,152457,3,-5.053999999999999,41
1884,152634,4,36.33999999999996,177
1885,152699,3,-3.7800000000000034,65
1886,152759,3,-4.1720000000000015,60
1887,152827,4,11.94200000000001,68
1888,153106,1,20.715999999999944,279
1889,153215,0,-0.8200000000000083,109
1890,153328,1,5.347999999999994,113
1891,153463,0,0.12999999999998657,135
1892,153530,4,11.68800000000001,67
1893,153641,3,-1.2879999999999985,111
1894,153792,2,15.576000000000043,151
1895,153945,3,1.4420000000000162,153
1896,154026,0,-2.1000000000000028,81
1897,154102,3,-3.500000000000004,76
1898,154222,3,-1.0499999999999954,120
1899,154306,2,6.780000000000005,84
1900,154470,0,1.2499999999999822,164
1901,154723,4,53.093999999999866,253
1902,154735,3,-6.7059999999999995,12
1903,154818,3,-2.954000000000006,83
1904,154857,1,-2.4680000000000013,39
1905,154933,2,5.651999999999999,76
1906,154970,0,-3.8199999999999994,37
1907,155144,2,18.900000000000055,174
1908,155227,0,-2.000000000000004,83
1909,155303,3,-3.458000000000005,76
1910,155418,1,4.643999999999995,115
1911,155493,3,-3.234000000000006,75
1912,155599,2,9.884000000000016,106
1913,155644,3,-4.620000000000001,45
1914,155795,2,15.296000000000042,151
1915,155862,1,0.2880000000000047,67
1916,155937,3,-3.528000000000005,75
1917,156047,4,21.36800000000002,110
1918,156208,0,1.3799999999999812,161
1919,156391,3,1.8760000000000172,183
1920,156525,2,13.172000000000033,134
1921,156619,4,17.664000000000016,94
1922,156796,4,36.537999999999975,177
1923,156918,4,24.050000000000022,122
1924,157073,0,0.9599999999999822,155
1925,157199,4,24.832000000000015,126
1926,157430,2,25.89600000000009,231
1927,157519,0,-1.9400000000000048,89
1928,157633,1,4.365999999999998,114
1929,157808,4,35.68799999999998,175
1930,157960,2,15.724000000000043,152
1931,158108,1,7.889999999999976,148
1932,158124,4,0.31800000000000006,16
1933,158214,0,-1.6500000000000048,90
1934,158358,3,0.6860000000000124,144
1935,158515,0,0.379999999999983,157
1936,158606,2,7.600000000000007,91
1937,158739,2,13.152000000000033,133
1938,158941,1,12.857999999999958,202
1939,159063,0,-0.3700000000000099,122
1940,159150,1,2.3320000000000096,87
1941,159286,4,27.180000000000025,136
1942,159438,1,8.269999999999975,152
1943,159657,0,3.749999999999986,219
1944,159759,3,-1.974000000000001,102
1945,159837,3,-3.136000000000005,78
1946,159932,0,-1.360000000000007,95
1947,160104,4,35.26799999999998,172
1948,160116,3,-6.524,12
1949,160226,3,-1.694,110
1950,160432,3,3.724000000000011,206
1951,160605,3,2.660000000000018,173
1952,160720,2,10.86400000000002,115
1953,160884,3,2.492000000000017,164
1954,160910,3,-5.782,26
1955,160935,3,-5.838,25
1956,161028,0,-1.610000000000006,93
1957,161069,1,-2.2000000000000015,41
1958,161269,3,3.878000000000016,200
1959,161380,0,-0.6300000000000088,111
1960,161496,2,11.164000000000021,116
1961,161548,3,-4.004000000000002,52
1962,161634,3,-2.7020000000000053,86
1963,161730,3,-2.0020000000000024,96
1964,161841,3,-1.1759999999999957,111
1965,161907,1,0.07000000000000473,66
1966,162242,4,71.528,335
1967,162510,0,4.919999999999995,268
1968,162690,4,36.93399999999999,180
1969,162833,4,28.664000000000023,143
1970,163073,2,27.08400000000009,240
1971,163146,0,-2.0600000000000027,73
1972,163305,2,16.792000000000048,159
1973,163396,0,-1.5900000000000056,91
1974,163562,4,33.882000000000005,166
1975,163727,0,1.429999999999981,165
1976,163904,4,36.56199999999997,177
1977,164016,2,10.540000000000019,112
1978,164185,3,1.9460000000000157,169
1979,164366,4,37.31399999999996,181
1980,164534,2,17.996000000000052,168
1981,164574,3,-4.9559999999999995,40
1982,164672,1,3.554000000000004,98
1983,164674,0,-5.0,2
1984,164825,2,15.552000000000042,151
1985,164903,3,-3.0380000000000065,78
1986,165056,4,30.94600000000002,153
1987,165159,2,9.472000000000016,103
1988,165293,4,26.64200000000002,134
1989,165407,1,4.7259999999999955,114
1990,165596,4,39.24399999999995,189
1991,165736,1,7.117999999999983,140
1992,166031,4,62.69999999999985,295
1993,166157,2,12.468000000000028,126
1994,166183,1,-3.6939999999999995,26
1995,166306,4,24.26200000000002,123
1996,166419,0,-0.8600000000000092,113
1997,166518,4,18.862000000000016,99
1998,166617,2,8.584000000000012,99
1999,166767,0,0.5399999999999832,150
2000,166875,0,-1.1100000000000079,108
2001,167019,0,0.20999999999998575,144
2002,167073,4,8.968000000000012,54
2003,167226,2,15.896000000000043,153
2004,167336,1,4.429999999999998,110
2005,167339,1,-5.84,3
2006,167482,1,7.255999999999981,143
2007,167638,1,8.661999999999974,156
2008,167721,1,1.4600000000000088,83
2009,167980,0,4.869999999999996,259
2010,168013,0,-3.7299999999999995,33
2011,168057,3,-4.634,44
2012,168102,4,6.820000000000006,45
2013,168258,3,1.0360000000000138,156
2014,168421,0,1.1999999999999824,163
2015,168492,3,-3.136000000000005,71
2016,168509,1,-4.504,17
2017,168685,0,2.0899999999999785,176
2018,168750,0,-2.8599999999999994,65
2019,168813,1,-0.2599999999999971,63
2020,168851,0,-3.7599999999999993,38
2021,168954,3,-2.072,103
2022,169068,0,-0.6100000000000092,114
2023,169201,3,0.02800000000001024,133
2024,169360,0,0.9199999999999822,159
2025,169467,1,4.148,107
2026,169575,3,-1.8339999999999996,108
2027,169590,2,-2.2479999999999993,15
2028,169733,0,0.4499999999999851,143
2029,169884,2,15.840000000000042,151
2030,169994,0,-0.44000000000001016,110
2031,170007,1,-4.98,13
2032,170159,2,15.724000000000043,152
2033,170289,0,-0.4100000000000117,130
2034,170401,3,-0.8259999999999943,112
2035,170521,0,-0.6700000000000088,120
2036,170552,2,-0.031999999999997364,31
2037,170691,0,0.4799999999999853,139
2038,170838,0,0.6799999999999837,147
2039,171004,1,9.581999999999967,166
2040,171178,0,1.4299999999999802,174
2041,171296,0,-0.49000000000001087,118
2042,171476,4,37.197999999999965,180
2043,171519,3,-4.984,43
2044,171562,2,1.5199999999999987,43
2045,171730,4,34.34199999999999,168
2046,171780,1,-1.065999999999999,50
2047,171903,4,24.400000000000027,123
2048,171917,3,-6.384,14
2049,172047,2,13.148000000000032,130
2050,172162,0,-0.6300000000000097,115
2051,172229,2,4.551999999999994,67
2052,172313,4,15.454000000000011,84
2053,172407,3,-2.254000000000003,94
2054,172554,4,29.48800000000002,147
2055,172735,4,37.35599999999998,181
2056,172816,0,-1.9400000000000035,81
2057,172939,1,5.2959999999999905,123
2058,172952,1,-4.932,13
2059,173256,0,6.21000000000001,304
2060,173298,2,1.339999999999999,42
2061,173321,2,-1.2799999999999985,23
2062,173323,4,-2.8,2
2063,173342,2,-1.6799999999999988,19
2064,173512,3,2.0580000000000123,170
2065,173626,2,10.68400000000002,114
2066,173798,3,2.604000000000015,172
2067,173898,1,3.2340000000000035,100
2068,173999,1,3.644000000000002,101
2069,174081,0,-2.2000000000000024,82
2070,174186,3,-1.5399999999999974,105
2071,174256,3,-3.486000000000005,70
2072,174617,4,77.35200000000007,361
2073,174662,4,6.868000000000007,45
2074,174826,0,1.179999999999981,164
2075,174921,2,8.31200000000001,95
2076,175086,3,2.324000000000016,165
2077,175119,1,-2.888000000000001,33
2078,175367,4,51.91999999999985,248
2079,175413,4,6.978000000000007,46
2080,175504,4,17.18400000000002,91
2081,175584,0,-1.7100000000000044,80
2082,175671,3,-2.674000000000004,87
2083,175785,2,10.692000000000021,114
2084,175973,1,12.001999999999956,188
2085,176091,4,23.106000000000023,118
2086,176273,4,37.44199999999996,182
2087,176434,3,1.5540000000000163,161
2088,176608,4,35.481999999999985,174
2089,176715,2,9.768000000000015,107
2090,176812,4,18.492000000000015,97
2091,176983,4,35.08599999999999,171
2092,177158,2,19.032000000000057,175
2093,177335,2,19.344000000000058,177
2094,177361,0,-4.16,26
2095,177415,2,2.987999999999995,54
2096,177582,1,10.123999999999967,167
2097,177745,1,9.647999999999966,163
2098,177943,3,3.4580000000000144,198
2099,178008,0,-2.66,65
2100,178147,2,14.192000000000036,139
2101,178320,1,10.363999999999962,173
2102,178400,4,14.750000000000018,80
2103,178584,4,37.997999999999955,184
2104,178690,2,9.732000000000015,106
2105,178816,0,-1.1546319456101628e-14,126
2106,178996,4,36.91599999999999,180
2107,179183,1,11.303999999999963,187
2108,179342,0,1.049999999999983,159
2109,179420,0,-2.090000000000003,78
2110,179574,1,8.273999999999974,154
2111,179724,2,15.636000000000042,150
2112,179959,0,3.7199999999999793,235
2113,180090,1,6.307999999999986,131
2114,180194,0,-1.3200000000000074,104
2115,180217,0,-4.2299999999999995,23
2116,180242,3,-5.852,25
2117,180263,2,-1.5679999999999987,21
2118,180419,4,31.60600000000001,156
2119,180627,2,22.844000000000072,208
2120,180736,2,9.896000000000017,109
2121,180902,2,17.55600000000005,166
2122,180990,0,-1.5000000000000062,88
2123,181030,4,5.646000000000006,40
2124,181146,3,-0.8259999999999952,116
2125,181252,1,4.0379999999999985,106
2126,181320,1,0.350000000000005,68
2127,181436,1,4.753999999999994,116
2128,181484,2,2.179999999999997,48
2129,181630,1,8.005999999999975,146
2130,181756,3,-0.27999999999999314,126
2131,181835,1,1.128000000000008,79
2132,181848,3,-6.454,13
2133,181965,3,-0.8679999999999959,117
2134,182084,4,23.408000000000023,119
2135,182193,3,-1.147999999999997,109
2136,182270,1,1.1840000000000082,77
2137,182466,1,13.313999999999957,196
2138,182591,3,-0.0699999999999914,125
2139,182870,4,58.995999999999874,279
2140,182970,3,-2.1700000000000017,100
2141,183010,3,-5.25,40
2142,183127,1,5.211999999999993,117
2143,183298,1,10.335999999999963,171
2144,183331,0,-3.7399999999999993,33
2145,183441,4,21.362000000000023,110
2146,183523,1,1.7460000000000102,82
2147,183627,1,3.3380000000000045,104
2148,183912,2,32.94400000000008,285
2149,184000,1,2.6220000000000088,88
2150,184092,3,-2.1000000000000023,92
2151,184107,2,-2.2399999999999993,15
2152,184271,2,17.59600000000005,164
2153,184362,3,-2.184000000000002,91
2154,184519,2,16.808000000000046,157
2155,184638,2,11.512000000000024,119
2156,184665,2,-0.695999999999998,27
2157,184762,0,-1.2700000000000067,97
2158,184941,2,19.24000000000006,179
2159,185095,4,31.368000000000016,154
2160,185255,3,1.4840000000000142,160
2161,185367,1,4.517999999999997,112
2162,185549,0,1.529999999999978,182
2163,185678,1,6.135999999999987,129
2164,185712,0,-3.6499999999999995,34
2165,185884,3,2.548000000000018,172
2166,186018,3,0.26600000000001156,134
2167,186096,0,-2.330000000000003,78
2168,186129,4,4.186000000000006,33
2169,186245,4,22.742000000000026,116
2170,186299,4,8.920000000000009,54
2171,186432,2,13.248000000000033,133
2172,186542,0,-1.0500000000000083,110
2173,186657,3,-0.9519999999999964,115
2174,186753,0,-1.2700000000000062,96
2175,186854,0,-1.5800000000000067,101
2176,186975,0,-0.5700000000000118,121
2177,187163,2,20.668000000000063,188
2178,187346,4,37.69599999999997,183
2179,187521,4,35.98199999999997,175
2180,187659,2,13.756000000000036,138
2181,187793,4,26.696000000000023,134
2182,187891,2,8.708000000000013,98
2183,188010,4,23.36600000000002,119
2184,188086,0,-2.470000000000002,76
2185,188112,3,-5.894,26
2186,188146,4,4.218000000000005,34
2187,188159,3,-6.398,13
2188,188306,1,8.163999999999977,147
2189,188437,1,6.559999999999986,131
2190,188589,4,30.830000000000027,152
2191,188770,2,19.96800000000006,181
2192,188928,2,16.660000000000046,158
2193,189047,2,11.160000000000023,119
2194,189284,0,3.8599999999999817,237
2195,189467,2,19.89600000000006,183
2196,189554,3,-2.842000000000004,87
2197,189604,3,-4.550000000000001,50
2198,189779,0,2.0399999999999787,175
2199,189815,3,-5.516,36
2200,190111,0,6.760000000000019,296
2201,190262,2,15.54400000000004,151
2202,190369,1,4.064,107
2203,190446,2,5.824,77
2204,190600,2,15.780000000000044,154
2205,190742,3,0.5460000000000118,142
2206,190914,0,1.819999999999979,172
2207,191078,0,1.2499999999999813,164
2208,191104,0,-4.25,26
2209,191240,4,26.958000000000016,136
2210,191387,2,15.200000000000042,147
2211,191389,0,-5.0,2
2212,191500,4,21.62200000000002,111
2213,191601,3,-2.0440000000000005,101
2214,191941,1,26.501999999999953,340
2215,192107,3,2.0020000000000184,166
2216,192214,4,20.69600000000002,107
2217,192374,2,16.708000000000048,160
2218,192547,2,18.336000000000055,173
2219,192714,1,10.075999999999965,167
2220,192892,1,11.633999999999961,178
2221,193078,2,20.388000000000062,186
2222,193263,3,3.164000000000014,185
2223,193462,1,13.271999999999966,199
2224,193575,3,-0.8539999999999957,113
2225,193693,4,23.058000000000018,118
2226,193739,0,-3.4499999999999993,46
2227,193907,1,10.185999999999964,168
2228,193923,1,-4.553999999999999,16
2229,194006,1,1.4720000000000084,83
2230,194178,2,18.204000000000054,172
2231,194465,4,60.69799999999988,287
2232,194603,0,0.109999999999987,138
2233,194765,4,33.10599999999999,162
2234,194814,4,7.7700000000000085,49
2235,194887,4,13.194000000000017,73
2236,195026,0,-0.030000000000011795,139
2237,195151,2,12.136000000000028,125
2238,195329,4,36.305999999999976,178
2239,195451,0,-0.4800000000000102,122
2240,195610,3,1.792000000000014,159
2241,195762,4,30.692000000000014,152
2242,195837,2,5.383999999999997,75
2243,195917,1,1.5620000000000092,80
2244,195958,3,-5.012,41
2245,196063,2,9.872000000000018,105
2246,196200,1,7.159999999999982,137
2247,196456,4,53.999999999999865,256
2248,196460,2,-3.62,4
2249,196623,4,33.318000000000005,163
2250,196735,0,-0.7100000000000088,112
2251,196802,2,4.655999999999995,67
2252,196842,1,-2.358000000000002,40
2253,196976,0,0.06999999999998696,134
2254,197074,1,3.302000000000003,98
2255,197180,0,-1.1300000000000083,106
2256,197281,3,-1.862,101
2257,197450,1,10.451999999999963,169
2258,197605,4,31.38200000000002,155
2259,197739,4,26.55200000000002,134
2260,197804,3,-3.7100000000000044,65
2261,197908,2,9.292000000000014,104
2262,198010,0,-0.960000000000008,102
2263,198226,1,14.57799999999996,216
2264,198402,0,2.1399999999999793,176
2265,198445,0,-3.479999999999999,43
2266,198541,4,18.214000000000016,96
2267,198732,1,12.727999999999962,191
2268,198901,0,1.5799999999999805,169
2269,199102,4,42.00399999999994,201
2270,199133,4,3.696000000000005,31
2271,199196,4,10.74400000000001,63
2272,199278,2,6.3640000000000025,82
2273,199388,0,-1.0000000000000084,110
2274,199505,1,5.343999999999992,117
2275,199818,2,37.128000000000085,313
2276,199866,0,-3.2699999999999987,48
2277,199978,2,10.508000000000019,112
2278,200129,3,1.008000000000015,151
2279,200168,4,5.446000000000007,39
2280,200281,3,-0.8539999999999965,113
2281,200402,2,11.544000000000024,121
2282,200582,3,2.6600000000000144,180
2283,200687,3,-2.0440000000000014,105
2284,200736,4,7.794000000000011,49
2285,200848,1,4.3139999999999965,112
2286,200909,1,-0.5159999999999973,61
2287,201039,0,-0.16000000000001258,130
2288,201312,1,20.511999999999965,273
2289,201500,2,20.508000000000063,188
2290,201662,2,17.24400000000005,162
2291,201783,2,11.704000000000024,121
2292,201970,4,38.61599999999995,187
2293,202094,0,-0.3500000000000121,124
2294,202199,3,-1.806,105
2295,202368,1,10.247999999999962,169
2296,202519,4,30.600000000000023,151
2297,202600,3,-2.7720000000000047,81
2298,202743,1,7.315999999999981,143
2299,202912,2,17.976000000000052,169
2300,203072,2,16.972000000000047,160
2301,203237,4,33.604000000000006,165
2302,203387,4,30.376000000000012,150
2303,203539,2,15.748000000000044,152
2304,203571,4,3.9800000000000058,32
2305,203739,1,10.029999999999966,168
2306,203913,4,35.75199999999997,174
2307,204027,2,10.74800000000002,114
2308,204099,0,-2.5000000000000018,72
2309,204128,0,-3.9699999999999998,29
2310,204299,4,35.061999999999976,171
2311,204504,3,4.116000000000014,205
2312,204702,1,13.161999999999967,198
2313,204780,4,13.882000000000009,78
2314,204960,1,11.169999999999966,180
2315,205109,2,15.304000000000041,149
2316,205290,4,37.193999999999974,181
2317,205358,0,-2.5800000000000005,68
2318,205456,1,3.206000000000005,98
2319,205597,3,0.47600000000001064,141
2320,205682,3,-2.8140000000000054,85
2321,205780,3,-1.7920000000000007,98
2322,205843,1,-0.40399999999999725,63
2323,205979,3,0.02800000000000935,136
2324,206087,3,-1.203999999999997,108
2325,206223,3,-0.04199999999999182,136
2326,206434,4,43.70399999999993,211
2327,206478,0,-3.379999999999999,44
2328,206651,0,1.429999999999982,173
2329,206750,1,3.5200000000000014,99
2330,206898,2,15.35600000000004,148
2331,206941,0,-3.429999999999999,43
2332,206966,2,-0.9439999999999982,25
2333,207003,2,0.5520000000000014,37
2334,207331,3,10.542000000000016,328
2335,207469,4,27.304000000000016,138
2336,207577,1,3.7300000000000004,108
2337,207649,2,5.323999999999998,72
2338,207722,1,0.9480000000000066,73
2339,207901,4,36.70999999999998,179
2340,208218,3,10.36000000000002,317
2341,208419,4,41.97999999999994,201
2342,208555,3,-0.04199999999999271,136
2343,208557,3,-7.0,2
2344,208723,0,1.6399999999999801,166
2345,208947,4,46.741999999999905,224
2346,209087,1,7.18999999999998,140
2347,209299,4,44.32399999999992,212
2348,209423,0,-0.3400000000000123,124
2349,209616,4,40.06799999999994,193
2350,209806,0,1.949999999999978,190
2351,209934,1,5.929999999999987,128
2352,209965,4,3.7260000000000053,31
2353,210307,2,40.284000000000056,342
