episode,time_alive,reward,loss,ewc_loss
61,25.14296531677246,4.0300207,0.01377867441624403,1.5716861526016146e-05
62,38.897014141082764,8.8600445,0.03674259036779404,1.5376241208286956e-05
63,24.593755960464478,4.1000214,0.06306691467761993,1.5219321539916564e-05
64,25.226192474365234,3.9800205,0.048648469150066376,1.4979843399487436e-05
65,69.25149631500244,19.799938,0.017621859908103943,1.4518335774482694e-05
66,3.2637457847595215,-3.9099998,0.06432988494634628,1.447923932573758e-05
67,24.692954778671265,3.8600197,0.05808655172586441,1.427873667125823e-05
68,14.087346315383911,0.010001659,0.017331594601273537,1.418151532561751e-05
69,24.560676097869873,3.87002,0.039871953427791595,1.4011304301675409e-05
70,25.00999426841736,4.300022,0.01933230832219124,1.379242712573614e-05
71,15.918536186218262,0.54000425,0.04836534708738327,1.3714157830690965e-05
72,14.60236120223999,0.17000246,0.0177951380610466,1.3633475646201987e-05
73,24.843336820602417,4.250022,0.02878749743103981,1.343813073617639e-05
74,25.07699155807495,3.8800201,0.018029343336820602,1.3261827007227112e-05
75,2.9801039695739746,-4.0699997,0.05885980278253555,1.3240964108263142e-05
76,14.31971549987793,-0.02999878,0.016096599400043488,1.315664758294588e-05
77,13.63719916343689,-0.29999924,0.02376612462103367,1.3082222722005099e-05
78,23.59464740753174,4.0100193,0.13340003788471222,1.2959290870639961e-05
79,25.159964084625244,4.4000225,0.020690059289336205,1.2822663848055527e-05
80,10.589611530303955,-1.4000022,0.10920441895723343,1.276982766285073e-05
81,10.557116985321045,-1.4000022,0.13114601373672485,1.2707439054793213e-05
82,24.593066930770874,4.2400217,0.057928793132305145,1.2556108231365215e-05
83,24.560428857803345,4.1000214,0.028729921206831932,1.2339073691691738e-05
84,4.612898111343384,-3.5800004,0.028077181428670883,1.2313947991060559e-05
85,14.136768102645874,0.010001659,0.02396862395107746,1.2254459761606995e-05
86,25.143495559692383,3.8900204,0.038741473108530045,1.2147080269642174e-05
87,25.19273281097412,4.3100224,0.039086177945137024,1.197552865050966e-05
88,14.718807697296143,0.45000362,0.024774080142378807,1.188109763461398e-05
89,77.01205325126648,28.2499,0.04116477817296982,1.1494773389131296e-05
90,24.92592144012451,3.8800201,0.01271013729274273,1.1360386451997329e-05
91,14.852838277816772,0.36000347,0.042319197207689285,1.1289855137874838e-05
92,25.309773921966553,3.9000206,0.09751895070075989,1.118740692618303e-05
93,13.969868183135986,0.19000244,0.019558966159820557,1.111116671381751e-05
94,25.15996527671814,4.1800222,0.018993360921740532,1.1017736142093781e-05
95,25.492674350738525,4.5600233,0.015117017552256584,1.0923010449914727e-05
96,25.69271206855774,4.1500216,0.013768874108791351,1.0804827070387546e-05
97,8.027582168579102,-2.3800013,0.028984764590859413,1.0752066373242997e-05
98,13.535726070404053,-0.39000034,0.07335357367992401,1.069164773070952e-05
99,5.3109047412872314,-3.1700006,0.022721078246831894,1.0681717867555562e-05
100,25.077184438705444,4.0700207,0.011519348248839378,1.0594635568850208e-05
101,14.602548360824585,0.36000347,0.08704998344182968,1.0492560249986127e-05
102,24.544416189193726,4.1000204,0.05199405178427696,1.0428507266624365e-05
103,50.018635749816895,13.200026,0.09023188054561615,1.0199615644523874e-05
104,12.505396842956543,-1.0300026,0.015231763944029808,1.0106375157192815e-05
105,24.843435049057007,4.200021,0.036294274032115936,1.0010671758209355e-05
106,24.610793352127075,3.7800198,0.02344360388815403,9.904427315632347e-06
107,14.352627038955688,0.16000223,0.013710396364331245,9.873502676782664e-06
108,14.336703300476074,0.20000267,0.026690440252423286,9.814100849325769e-06
109,25.192920446395874,4.550023,0.09231280535459518,9.708506695460528e-06
110,12.921613693237305,-0.5,0.12358924001455307,9.668282473285217e-06
111,25.20891308784485,4.3200216,0.033390507102012634,9.607724678062368e-06
112,25.27619743347168,3.8400202,0.019901705905795097,9.523811968392693e-06
113,18.083127737045288,1.560009,0.06527562439441681,9.439693712920416e-06
114,24.310673475265503,4.040021,0.03598702698945999,9.345554644824006e-06
115,14.37007737159729,0.11000204,0.12911003828048706,9.291599781136028e-06
116,24.829204559326172,3.75002,0.04034530743956566,9.21818627830362e-06
117,1.4454827308654785,-5.0,0.08035656064748764,9.216497346642427e-06
118,24.011303186416626,3.5100183,0.0822586938738823,9.162739843304735e-06
119,25.65924334526062,4.330022,0.04953340068459511,9.099904673348647e-06
120,24.94315814971924,4.300022,0.02781793475151062,9.015137038659304e-06
121,25.17710304260254,3.8900204,0.1472240388393402,8.947894457378425e-06
122,14.352665901184082,0.25000286,0.0148840993642807,8.914753379940521e-06
123,25.775999546051025,4.1900215,0.013379213400185108,8.790403626335319e-06
124,24.776857137680054,4.250021,0.027748459950089455,8.717993296158966e-06
125,14.352651119232178,0.30000305,0.03859233483672142,8.650934432807844e-06
126,54.89833426475525,14.560007,0.02568691223859787,8.553246516385116e-06
127,24.84359622001648,3.7800198,0.11616067588329315,8.497640010318719e-06
128,14.103314638137817,-0.03999853,0.06570598483085632,8.475558388454374e-06
129,26.89250683784485,4.710025,0.01684800535440445,8.40496340970276e-06
130,6.243084192276001,-2.9900007,0.0324762687087059,8.402294042753056e-06
131,14.336653232574463,0.20000267,0.07206275314092636,8.368297130800784e-06
132,24.560330867767334,3.92002,0.018535874783992767,8.274380888906308e-06
133,25.275999546051025,4.0700207,0.047895707190036774,8.218448783736676e-06
134,22.495832920074463,3.4000168,0.014426473528146744,8.151061592798214e-06
135,24.7439706325531,4.0100203,0.10668376833200455,8.141045327647589e-06
136,24.92637300491333,3.6000195,0.03273199126124382,8.087487003649585e-06
137,14.369865417480469,0.25000286,0.03570542484521866,8.025001079658978e-06
138,4.495154619216919,-3.71,0.022589251399040222,8.011647878447548e-06
139,25.65915012359619,4.4800224,0.015762481838464737,7.924402780190576e-06
140,8.29252552986145,-2.2900014,0.02147453837096691,7.938210728752892e-06
141,19.36537766456604,1.9100108,0.08193809539079666,7.901287972345017e-06
142,8.209115028381348,-2.580001,0.03248542919754982,7.869831279094797e-06
143,14.219642639160156,0.20000267,0.041389431804418564,7.841776096029207e-06
144,25.62607479095459,4.3200226,0.022780466824769974,7.79014499130426e-06
145,8.526459217071533,-2.1500015,0.03175978362560272,7.794123121129815e-06
146,25.176055192947388,4.1100206,0.022631194442510605,7.720202120253816e-06
147,24.925583600997925,4.0200205,0.04067578539252281,7.684218871872872e-06
148,25.40898370742798,4.210022,0.03924965858459473,7.602962796227075e-06
149,10.592005491256714,-1.4100022,0.03205568715929985,7.600700882903766e-06
150,24.676198482513428,4.250021,0.09487376362085342,7.583100341435056e-06
151,14.318694591522217,-0.02999878,0.017648616805672646,7.606519375258358e-06
152,10.557836771011353,-1.2600024,0.025224877521395683,7.547729637735756e-06
153,27.40698480606079,4.7800255,0.12372592091560364,7.4467097874730825e-06
154,6.743454694747925,-2.8700008,0.018076898530125618,7.4416711868252605e-06
155,24.528300523757935,3.96002,0.011935272254049778,7.3667115429998375e-06
156,4.7949676513671875,-3.3400006,0.03255299851298332,7.355581601586891e-06
157,14.319448709487915,0.31000328,0.01957155391573906,7.336526323342696e-06
158,25.792546272277832,3.6300201,0.02977990359067917,7.351181466219714e-06
159,19.86475419998169,2.3100128,0.12748311460018158,7.3214919211750384e-06
160,12.905169010162354,-0.70000124,0.01465616561472416,7.2936550168378744e-06
161,25.160061597824097,4.3100214,0.0496637336909771,7.254097454278963e-06
162,25.108978033065796,4.300022,0.2590548098087311,7.253319836308947e-06
163,24.9768545627594,4.3600216,0.14159992337226868,7.210698640847113e-06
164,19.180981636047363,1.8600106,0.059947505593299866,7.191524218796985e-06
165,25.17718482017517,4.260022,0.016503822058439255,7.13331746737822e-06
166,25.20997953414917,4.4500227,0.017530789598822594,7.075537723721936e-06
167,15.185090780258179,0.10000229,0.024549253284931183,7.073695542203495e-06
168,25.04381012916565,4.300021,0.022510511800646782,7.059714789647842e-06
169,25.42563009262085,3.79002,0.015368039719760418,7.025612376310164e-06
170,24.460639715194702,3.8600197,0.02793331816792488,6.9718516897410154e-06
171,11.72189998626709,-1.0300026,0.03864584490656853,6.908421255502617e-06
172,24.87665033340454,4.0200205,0.05969111621379852,6.860313533252338e-06
173,14.56955599784851,-0.02999878,0.030781647190451622,6.852213573438348e-06
174,24.926472187042236,4.300021,0.03530805557966232,6.840011337772012e-06
175,20.03148317337036,2.5500135,0.0735858902335167,6.79437471262645e-06
176,10.540185451507568,-1.0800025,0.029984861612319946,6.764212230336852e-06
177,23.1618595123291,4.00002,0.029361575841903687,6.74731290928321e-06
178,23.06136393547058,3.4700174,0.024704964831471443,6.770000709366286e-06
179,24.26066780090332,3.9400206,0.050256986171007156,6.738456704624696e-06
180,23.56169605255127,3.6400185,0.04175878316164017,6.657545327470871e-06
181,14.719616651535034,0.08000183,0.026803838089108467,6.657043741142843e-06
182,25.292769193649292,4.510023,0.050252992659807205,6.622790806432022e-06
183,28.54022765159607,5.6700287,0.0249619260430336,6.619508894800674e-06
184,14.352484941482544,0.25000286,0.013917917385697365,6.606047918467084e-06
185,25.36023449897766,4.3200226,0.04918926954269409,6.525650405819761e-06
186,14.103277683258057,0.20000267,0.02105788327753544,6.53092365610064e-06
187,25.109347820281982,4.4000216,0.08790943026542664,6.521093382616527e-06
188,17.350367546081543,1.4600081,0.012228753417730331,6.558788300026208e-06
189,25.64295244216919,3.960021,0.012312561273574829,6.494888111774344e-06
190,14.335521936416626,0.11000252,0.013907244428992271,6.450377895816928e-06
191,10.674050092697144,-1.5400021,0.02957877144217491,6.449660304497229e-06
192,24.910806894302368,4.3500223,0.10182705521583557,6.399356152542168e-06
193,24.39405846595764,4.4300222,0.014400552026927471,6.379382284649182e-06
194,1.413827657699585,-5.0,0.048141732811927795,6.37859102425864e-06
195,13.42036247253418,-0.20999908,0.026759212836623192,6.423488684959011e-06
196,25.759796142578125,4.090021,0.021361777558922768,6.343723725876771e-06
197,6.726750612258911,-2.9400008,0.013178055174648762,6.332671091513475e-06
198,8.842174530029297,-2.2200015,0.0762646421790123,6.350655894493684e-06
199,14.703004598617554,0.13000202,0.15177348256111145,6.3543798205500934e-06
200,19.864108562469482,2.3500123,0.020710386335849762,6.357153779390501e-06
201,25.176447868347168,4.540023,0.060408107936382294,6.336961178021738e-06
202,25.19257116317749,4.540023,0.060338251292705536,6.285468771238811e-06
203,25.14350938796997,3.7600203,0.01718754880130291,6.2841550061421e-06
204,2.197540521621704,-4.2799997,0.014377647079527378,6.283591574174352e-06
205,3.314314603805542,-4.0,0.0232786163687706,6.2812941905576736e-06
206,19.215442419052124,1.8600111,0.011547856032848358,6.22398601990426e-06
207,14.319214582443237,0.20000267,0.014724881388247013,6.225281140359584e-06
208,25.094064712524414,4.210021,0.02232516184449196,6.200844836712349e-06
209,23.37799334526062,4.1500206,0.1701868772506714,6.226845471246634e-06
210,14.669328212738037,0.36000347,0.016270501539111137,6.211957952473313e-06
211,24.243497848510742,4.3600216,0.09450137615203857,6.18186459178105e-06
212,14.336243152618408,0.08000231,0.1564948409795761,6.156453764560865e-06
213,25.02675151824951,4.4900227,0.0108855701982975,6.226271125342464e-06
214,25.27759575843811,4.300022,0.051730331033468246,6.15934959569131e-06
215,24.326305627822876,3.9900198,0.13107742369174957,6.1405357882904354e-06
216,25.39241099357605,4.120021,0.11744194477796555,6.151010438770754e-06
217,27.20779275894165,5.100026,0.017473848536610603,6.1071350501151755e-06
218,14.719677209854126,0.41000366,0.06533414125442505,6.042384029569803e-06
219,14.22061824798584,0.06000185,0.021519213914871216,6.0797788137278985e-06
220,6.825968503952026,-3.0800009,0.019851673394441605,6.085303994041169e-06
221,24.760242462158203,4.1100206,0.11508160829544067,6.046307589713251e-06
222,22.612388134002686,3.3500166,0.12223036587238312,5.993758804834215e-06
223,24.993598222732544,3.8000202,0.07876056432723999,6.008721811667783e-06
224,14.319881200790405,0.20000267,0.012612766586244106,5.9982348830089904e-06
225,14.320611953735352,0.20000267,0.03447435796260834,6.009215667290846e-06
226,14.41808295249939,-0.02999878,0.018485046923160553,5.98752876612707e-06
227,25.060124158859253,4.210022,0.05150597542524338,5.979155957902549e-06
228,14.619829416275024,0.36000347,0.03909064829349518,5.984627932775766e-06
229,24.909655332565308,4.120021,0.011834672652184963,5.904848876525648e-06
230,28.540526628494263,5.480027,0.0712113305926323,5.896559287066339e-06
231,19.980910301208496,2.1200113,0.10687917470932007,5.8625141718948726e-06
232,25.009902000427246,4.0200205,0.016195815056562424,5.86387750445283e-06
233,28.92279291152954,5.7800283,0.018298599869012833,5.840900030307239e-06
234,25.093035459518433,3.7400198,0.04068230837583542,5.773751126980642e-06
235,27.20874834060669,4.590024,0.018541041761636734,5.755776328442153e-06
236,14.33605408668518,0.25000286,0.14254407584667206,5.7597658269514795e-06
237,14.569815635681152,0.3100028,0.022399162873625755,5.787456302641658e-06
238,24.893104553222656,3.8800201,0.017962520942091942,5.754900030296994e-06
239,16.167689085006714,0.4200039,0.023783093318343163,5.734878413932165e-06
240,14.486464500427246,0.2600026,0.04314021021127701,5.7041038417082746e-06
241,3.0641565322875977,-4.06,0.0366794727742672,5.678819434251636e-06
242,29.138957023620605,5.690028,0.028238065540790558,5.6300059441127814e-06
243,14.220110177993774,0.20000267,0.04420441389083862,5.6499479796912055e-06
244,5.212270736694336,-3.2300005,0.02808821201324463,5.648692422255408e-06
245,33.80151844024658,6.7200346,0.012047222815454006,5.625825906463433e-06
246,25.659186840057373,4.420022,0.050322506576776505,5.636827154376078e-06
247,25.875617027282715,4.330022,0.010947461239993572,5.63559660804458e-06
248,17.966211557388306,1.7100096,0.01739330217242241,5.610794687527232e-06
249,24.693899631500244,3.7300196,0.02227655053138733,5.5513614825031254e-06
250,29.571532726287842,6.0000305,0.01086825504899025,5.554853032663232e-06
251,36.44913673400879,7.7200394,0.06445658206939697,5.534972387977177e-06
252,24.56100583076477,4.04002,0.060677409172058105,5.541841801459668e-06
253,20.863741397857666,2.0100121,0.05758527293801308,5.55536507818033e-06
254,28.922730922698975,5.8200283,0.09957330673933029,5.514476924872724e-06
255,11.006177186965942,-1.3400023,0.165191650390625,5.51199173060013e-06
256,8.291942119598389,-2.2400014,0.017515793442726135,5.501019586517941e-06
257,25.12684154510498,4.0200205,0.009083756245672703,5.479270839714445e-06
258,14.386402130126953,0.2600026,0.023961875587701797,5.475962552736746e-06
259,25.41078233718872,3.8900204,0.03776109591126442,5.473981673276285e-06
260,19.113950729370117,1.3800092,0.04281415417790413,5.437236723082606e-06
261,24.993311405181885,3.83002,0.03710069879889488,5.432202669908293e-06
262,24.893800497055054,3.83002,0.13089947402477264,5.407736352935899e-06
263,28.822431087493896,5.630028,0.008496073074638844,5.403961949923541e-06
264,25.143004417419434,4.3500223,0.017060283571481705,5.396241249400191e-06
265,10.574443101882935,-1.2200024,0.06356686353683472,5.382185918278992e-06
266,14.352911949157715,0.25000286,0.029768863692879677,5.365741344576236e-06
267,14.319056749343872,-0.02999878,0.03709035366773605,5.394020718085812e-06
268,25.14354395866394,4.3500223,0.09539052098989487,5.411982328951126e-06
269,29.25562334060669,5.7800283,0.012693854980170727,5.383018560678465e-06
270,14.38693618774414,0.2600026,0.01382361352443695,5.3710336942458525e-06
271,20.180097103118896,2.320012,0.04379430413246155,5.354228051146492e-06
272,25.29387140274048,3.8800201,0.024302292615175247,5.340782536222832e-06
273,24.959491729736328,3.9700203,0.025296509265899658,5.332566161087016e-06
274,14.33755612373352,0.11000204,0.06022945046424866,5.328626684786286e-06
275,25.09216547012329,4.250022,0.010280284099280834,5.341792984836502e-06
276,13.337255716323853,-0.20999956,0.04437511786818504,5.342853000911418e-06
277,24.94337487220764,4.0600214,0.019802836701273918,5.308851996232988e-06
278,24.876563549041748,4.3900213,0.02455708011984825,5.266329935693648e-06
279,38.8136146068573,9.080046,0.16578659415245056,5.3270473472366575e-06
280,24.89417600631714,4.3500223,0.008754175156354904,5.316997430782067e-06
281,23.294601440429688,3.9000187,0.073580302298069,5.323049208527664e-06
282,25.059261560440063,4.120021,0.03226597607135773,5.291726665745955e-06
283,24.57682704925537,3.7200193,0.09645334631204605,5.267110282147769e-06
284,25.19394874572754,4.4100227,0.015931595116853714,5.296702511259355e-06
285,19.197646617889404,1.9500108,0.021627631038427353,5.283678547129966e-06
286,24.728062629699707,4.1500216,0.019580213353037834,5.275860530673526e-06
287,25.35893154144287,4.510023,0.04329919070005417,5.296350991557119e-06
288,16.367734670639038,1.0900064,0.02521500736474991,5.2604709708248265e-06
289,24.876627922058105,3.8100204,0.039115455001592636,5.2396235332707874e-06
290,25.009790182113647,3.7000198,0.020005416125059128,5.2623013289121445e-06
291,24.776477813720703,3.8200197,0.024975918233394623,5.202271040616324e-06
292,14.687126398086548,0.31000328,0.12053903192281723,5.178215360501781e-06
293,39.14685010910034,9.2800455,0.015707597136497498,5.204204626352293e-06
294,25.374578714370728,4.0300207,0.022935524582862854,5.221661922405474e-06
295,24.69407558441162,4.1900206,0.00819915160536766,5.2293057706265245e-06
296,14.336239576339722,0.25000286,0.01476377435028553,5.217832494963659e-06
297,14.353611707687378,0.020001411,0.007461486384272575,5.170586973690661e-06
298,25.37623643875122,4.210022,0.01500075776129961,5.135928404342849e-06
299,24.843514442443848,4.4800224,0.08342582732439041,5.183870143810054e-06
300,24.927463054656982,3.6800194,0.03949572890996933,5.144086117070401e-06
301,24.89207911491394,4.1100206,0.031067058444023132,5.152643097972032e-06
302,39.53036022186279,8.910046,0.012099843472242355,5.09826531924773e-06
303,24.809391975402832,4.330021,0.009983324445784092,5.129258170200046e-06
304,14.7034273147583,0.45000362,0.04526083171367645,5.179654181119986e-06
305,23.377598762512207,3.7200184,0.02603086456656456,5.124112703924766e-06
306,24.5437273979187,3.7600203,0.028658125549554825,5.050257641414646e-06
307,50.80332970619202,13.820017,0.05904784053564072,5.0670623750193045e-06
308,22.827555656433105,3.4600172,0.05333784967660904,5.098119800095446e-06
309,25.49322819709778,3.9100208,0.01817193813621998,5.069260168966139e-06
310,14.30317497253418,0.010001659,0.012448916211724281,5.052489996160148e-06
311,25.192383289337158,3.9700203,0.05708162859082222,5.04703803017037e-06
312,25.143381595611572,3.9800205,0.0326370932161808,5.079923994344426e-06
313,11.772867441177368,-1.0700026,0.08908547461032867,5.04028730574646e-06
314,25.2592830657959,4.160022,0.015396405011415482,5.058850092609646e-06
315,24.65972876548767,3.8500195,0.049229711294174194,5.02197326568421e-06
316,25.176189422607422,4.1100206,0.009351114742457867,5.059895556769334e-06
317,24.893181085586548,3.9100199,0.023793034255504608,5.047727427154314e-06
318,24.95956516265869,4.210021,0.04409139230847359,5.0836883929150645e-06
319,24.61098313331604,4.000021,0.012175691314041615,5.038894414610695e-06
320,14.336599588394165,0.20000267,0.045842546969652176,5.0017633839161135e-06
321,18.183444023132324,1.0900068,0.02520882710814476,4.993962647859007e-06
322,50.11971306800842,13.610018,0.029775992035865784,5.012964265915798e-06
323,22.16202139854431,3.3300161,0.08806430548429489,4.959379566571442e-06
324,25.209888458251953,4.170022,0.07283938676118851,4.926903329760535e-06
325,24.559342861175537,3.7300196,0.14461883902549744,4.914305918646278e-06
326,25.195486307144165,4.420023,0.015994476154446602,4.936153800372267e-06
327,49.45187520980835,12.79003,0.027188412845134735,4.959437319485005e-06
328,10.540497064590454,-1.5000021,0.014227034524083138,4.944617103319615e-06
329,25.17611050605774,4.210022,0.10020141303539276,4.950059519615024e-06
330,14.602929592132568,0.36000347,0.014860402792692184,4.993349193682661e-06
331,14.33670163154602,0.340003,0.017784278839826584,4.9602681428950746e-06
332,14.435662984848022,0.25000286,0.022895444184541702,4.9194700295629445e-06
333,14.221356630325317,0.010001659,0.01832893118262291,4.934336175210774e-06
334,11.138185977935791,-1.3800023,0.019465619698166847,4.952220933773788e-06
335,25.660111904144287,4.470022,0.009699774906039238,4.96741677125101e-06
336,14.353178977966309,0.150002,0.009367511607706547,4.940344751958037e-06
337,3.4630026817321777,-4.15,0.04978315159678459,4.933446234645089e-06
338,11.821834325790405,-0.9800024,0.11290031671524048,4.938134225085378e-06
339,13.337587594985962,-0.20999956,0.013822970911860466,4.946672106598271e-06
340,3.0976855754852295,-4.16,0.1183200404047966,4.935898232361069e-06
341,25.1428861618042,3.9800205,0.013394540175795555,4.929892838845262e-06
342,25.192808151245117,3.880021,0.041801512241363525,4.89746571474825e-06
343,14.353713035583496,0.3400035,0.16050618886947632,4.895461188425543e-06
344,24.67655348777771,4.050021,0.051256611943244934,4.893593995802803e-06
345,14.237377166748047,-0.2699995,0.011842983774840832,4.921749678032938e-06
346,23.577372074127197,3.8100195,0.10792141407728195,4.940404778608354e-06
347,14.318918466567993,0.25000286,0.0139533169567585,4.947099569108104e-06
348,25.41041135787964,4.170021,0.024911269545555115,4.9192581172974315e-06
349,14.13651990890503,0.10000181,0.014019720256328583,4.929841452394612e-06
350,25.775858640670776,4.380022,0.05740555003285408,4.908388746116543e-06
351,24.46064591407776,3.8100195,0.044673025608062744,4.90670436192886e-06
352,14.35293984413147,-0.02999878,0.038752131164073944,4.920727405988146e-06
353,25.210148811340332,4.210021,0.016251765191555023,4.8770898501970805e-06
354,24.576526403427124,4.1400204,0.05052265524864197,4.842161615670193e-06
355,24.893253087997437,4.0600204,0.020459342747926712,4.894594894722104e-06
356,24.244120121002197,3.5200186,0.016482170671224594,4.889494903181912e-06
357,24.59365701675415,3.8600197,0.025145284831523895,4.9160335038322955e-06
358,14.352496147155762,0.30000305,0.021665941923856735,4.902572527498705e-06
359,14.569920778274536,0.36000347,0.11320123076438904,4.917139449389651e-06
360,25.309633493423462,4.4500227,0.025455035269260406,4.876466846326366e-06
361,14.219948768615723,0.010001659,0.008842498064041138,4.848484422836918e-06
362,24.878023386001587,4.4900227,0.02375694550573826,4.862366040470079e-06
363,6.842538118362427,-2.8700008,0.11679944396018982,4.900393378193257e-06
364,28.92262315750122,5.4500275,0.03157724440097809,4.825891210202826e-06
365,24.860787391662598,4.160021,0.1570083051919937,4.806242941413075e-06
366,25.87547993659973,4.7400236,0.011131937615573406,4.827004886465147e-06
367,14.11918568611145,0.10000181,0.12207981944084167,4.824285042559495e-06
368,19.215306758880615,1.6700101,0.09301621466875076,4.816646651306655e-06
369,14.337003469467163,0.21000242,0.012660004198551178,4.847717264055973e-06
370,25.29292941093445,4.210022,0.01155377458781004,4.85420014229021e-06
371,25.043204069137573,4.160021,0.0477403923869133,4.8317137952835765e-06
372,25.160302877426147,3.9800205,0.036348722875118256,4.825734777114121e-06
373,25.192225456237793,4.210022,0.012372937053442001,4.804995569429593e-06
374,6.544539213180542,-2.9500008,0.041241563856601715,4.779160462931031e-06
375,10.373443841934204,-1.7800019,0.03517717495560646,4.7818675739108585e-06
376,29.121925354003906,5.640028,0.03875305876135826,4.790665116161108e-06
377,39.04742956161499,9.040045,0.06835053861141205,4.835530035052216e-06
378,19.21468210220337,1.5800095,0.018892386928200722,4.8657147999620065e-06
379,14.620012760162354,0.3100028,0.023203536868095398,4.828721102967393e-06
380,25.160231113433838,4.300022,0.008243290707468987,4.8425440581922885e-06
381,25.625115156173706,4.470022,0.038692206144332886,4.830425496038515e-06
382,25.027559995651245,4.2000217,0.01934431493282318,4.818687102670083e-06
383,49.58601665496826,12.420036,0.13106775283813477,4.805051958101103e-06
384,10.50704836845398,-1.640002,0.024829652160406113,4.79509344586404e-06
385,25.175463438034058,4.0700207,0.024871952831745148,4.797092515218537e-06
