episode,time_alive,reward,loss,ewc_loss,time_smooth,reward_smooth,loss_smooth,ewc_smooth
42,1.1330177783966064,-5.0,0.0,0.0,2.5215219577153523,-4.65733331044515,0.0,0.0
43,1.2323288917541504,-4.93,0.0,0.0,2.492666713396708,-4.666666634877523,0.0,0.0
44,4.195935487747192,-4.17,0.0,0.0,2.57814621925354,-4.650333309173584,0.0,0.0
45,4.411724090576172,-4.41,0.0,0.0,2.6313907305399575,-4.647333304087321,0.0,0.0
46,1.1328842639923096,-5.0,0.0,0.0,2.5948018074035644,-4.652666632334391,0.0,0.0
47,1.2320172786712646,-4.94,0.0,0.0,2.565336751937866,-4.660666640599569,0.0,0.0
48,3.5132672786712646,-4.74,0.0,0.0,2.644729653994242,-4.651999966303507,0.0,0.0
49,2.1160552501678467,-4.7,0.0,0.0,2.6076074997584024,-4.664999961853027,0.0,0.0
50,2.1302907466888428,-4.8,0.0,0.0,2.6036685705184937,-4.672999970118204,0.0,0.0
51,1.1157629489898682,-4.95,0.0,0.0,2.5276517073313394,-4.687999963760376,0.0,0.0
52,2.6472246646881104,-4.64,0.0,0.0,2.4760090589523314,-4.692333300908406,0.0,0.0
53,1.9808378219604492,-4.71,0.0,0.0,2.391075936953227,-4.697333304087321,0.0,0.0
54,2.6148407459259033,-4.54,0.0,0.0,2.4077295144399007,-4.688999970753987,0.0,0.0
55,3.4803740978240967,-4.3199997,0.0,0.0,2.429965289433797,-4.686666631698609,0.0,0.0
56,4.378796577453613,-4.27,0.0,0.0,2.509306462605794,-4.667666625976563,0.0,0.0
57,2.1978578567504883,-4.61,0.0,0.0,2.544827659924825,-4.656333303451538,0.0,0.0
58,2.598271131515503,-4.74,0.0,0.0,2.5526207526524862,-4.653333298365275,0.0,0.0
59,1.9978961944580078,-4.89,0.0,0.0,2.5814753929773966,-4.649666627248128,0.0,0.0
60,2.447134256362915,-4.84,0.0,0.0,2.6108864227930706,-4.65166662534078,0.0,0.0
61,1.997939109802246,-4.84,0.0,0.0,2.6086422363917032,-4.654666630427043,0.0,0.0
62,1.1160380840301514,-4.95,0.0,0.0,2.524283289909363,-4.665333286921183,0.0,0.0
63,1.4157214164733887,-4.94,0.0,0.0,2.456602374712626,-4.680333296457927,0.0,0.0
64,2.397653579711914,-4.64,0.0,0.0,2.3894257307052613,-4.686666631698609,0.0,0.0
65,2.113769292831421,-4.66,0.0,0.0,2.39052357673645,-4.68866662979126,0.0,0.0
66,1.133016586303711,-5.0,0.0,0.0,2.340031369527181,-4.697666629155477,0.0,0.0
67,3.263221263885498,-4.17,0.0,0.0,2.41104265054067,-4.669999965031942,0.0,0.0
68,2.331862211227417,-4.55,0.0,0.0,2.409398913383484,-4.665666643778483,0.0,0.0
69,2.2306933403015137,-4.8,0.0,0.0,2.2972931067148843,-4.705333312352498,0.0,0.0
70,2.1150765419006348,-4.65,0.0,0.0,2.291738573710124,-4.706666644414266,0.0,0.0
71,4.828546047210693,-4.1099997,0.0,0.0,2.3833351612091063,-4.683666626612346,0.0,0.0
72,1.1324200630187988,-5.0,0.0,0.0,2.3833152373631794,-4.683666626612346,0.0,0.0
73,1.1984965801239014,-4.93,0.0,0.0,2.382187493642171,-4.683666626612346,0.0,0.0
74,2.114776134490967,-4.7,0.0,0.0,2.312815515200297,-4.701333284378052,0.0,0.0
75,2.181692600250244,-4.65,0.0,0.0,2.238481132189433,-4.709333292643229,0.0,0.0
76,2.3972113132476807,-4.85,0.0,0.0,2.2806253671646117,-4.704333289464315,0.0,0.0
77,2.6143851280212402,-4.74,0.0,0.0,2.3267042954762776,-4.697666613260905,0.0,0.0
78,2.597151279449463,-4.74,0.0,0.0,2.2961670955022178,-4.697666613260905,0.0,0.0
79,1.9985311031341553,-4.71,0.0,0.0,2.292249623934428,-4.697999954223633,0.0,0.0
80,3.4630558490753174,-4.41,0.0,0.0,2.3366751273473105,-4.684999942779541,0.0,0.0
81,2.6308517456054688,-4.69,0.0,0.0,2.387178087234497,-4.676333284378051,0.0,0.0
82,1.1329123973846436,-5.0,0.0,0.0,2.336701011657715,-4.688333288828532,0.0,0.0
83,1.4484570026397705,-4.97,0.0,0.0,2.3189549843470254,-4.6969999472300215,0.0,0.0
84,1.132002353668213,-5.0,0.0,0.0,2.269527037938436,-4.71233328183492,0.0,0.0
85,1.2156322002410889,-4.89,0.0,0.0,2.1940356413523356,-4.731333287556966,0.0,0.0
86,2.048584461212158,-4.75,0.0,0.0,2.116361904144287,-4.747333288192749,0.0,0.0
87,1.1320195198059082,-4.95,0.0,0.0,2.0808339595794676,-4.758666610717773,0.0,0.0
88,1.1322617530822754,-4.89,0.0,0.0,2.03196698029836,-4.763666613896688,0.0,0.0
89,2.3817298412323,-4.84,0.0,0.0,2.0447614351908365,-4.761999956766764,0.0,0.0
90,4.327564477920532,-4.28,0.0,0.0,2.1074424425760907,-4.7433332920074465,0.0,0.0
91,6.48039174079895,-3.6700003,0.0,0.0,2.2568575302759806,-4.7043332974116,0.0,0.0
92,4.526548862457275,-4.13,0.0,0.0,2.370541222890218,-4.676999974250793,0.0,0.0
93,2.064406394958496,-4.89,0.0,0.0,2.3921640555063886,-4.675333301226298,0.0,0.0
94,3.496732234954834,-4.59,0.0,0.0,2.4288000106811523,-4.673666644096374,0.0,0.0
95,2.098222255706787,-4.66,0.0,0.0,2.4282817761103312,-4.673666644096374,0.0,0.0
96,2.097991704940796,-4.65,0.0,0.0,2.4604476133982343,-4.6619999806086225,0.0,0.0
97,2.7312395572662354,-4.2999997,0.0,0.0,2.4427148898442588,-4.666333301862081,0.0,0.0
98,3.729713201522827,-4.64,0.0,0.0,2.4893099228541056,-4.669333291053772,0.0,0.0
99,2.082045078277588,-4.76,0.0,0.0,2.4843549807866414,-4.667999958992004,0.0,0.0
100,2.712829113006592,-4.5,0.0,0.0,2.5042800664901734,-4.66299995581309,0.0,0.0
101,2.8975350856781006,-4.57,0.0,0.0,2.439913034439087,-4.678333306312561,0.0,0.0
102,3.481327533721924,-4.46,0.0,0.0,2.518209950129191,-4.660333307584127,0.0,0.0
103,2.1970531940460205,-4.66,0.0,0.0,2.551495170593262,-4.651333308219909,0.0,0.0
104,2.3810017108917236,-4.6,0.0,0.0,2.560369356473287,-4.64799997806549,0.0,0.0
105,1.3812906742095947,-4.95,0.0,0.0,2.533689292271932,-4.657999968528747,0.0,0.0
106,1.182985782623291,-4.95,0.0,0.0,2.4932151079177856,-4.661333298683166,0.0,0.0
107,1.5153734683990479,-4.58,0.0,0.0,2.456581385930379,-4.655999970436096,0.0,0.0
108,3.213200807571411,-4.48,0.0,0.0,2.4771163702011108,-4.647333312034607,0.0,0.0
109,2.131474494934082,-4.75,0.0,0.0,2.481547816594442,-4.648666644096375,0.0,0.0
110,2.1829915046691895,-4.79,0.0,0.0,2.4388790051142375,-4.661333314577738,0.0,0.0
111,2.212629556655884,-4.8,0.0,0.0,2.424938265482585,-4.664999985694886,0.0,0.0
112,1.1324968338012695,-5.0,0.0,0.0,2.4249244133631387,-4.664999985694886,0.0,0.0
113,1.4486291408538818,-4.97,0.0,0.0,2.424930151303609,-4.664999985694886,0.0,0.0
114,2.198330879211426,-4.8,0.0,0.0,2.460474435488383,-4.658333325386048,0.0,0.0
115,2.7303295135498047,-4.83,0.0,0.0,2.510964345932007,-4.656333327293396,0.0,0.0
116,2.98087215423584,-4.57,0.0,0.0,2.5420406023661295,-4.650333333015442,0.0,0.0
117,1.1153745651245117,-4.95,0.0,0.0,2.5414857705434164,-4.650333333015442,0.0,0.0
118,1.315429925918579,-4.89,0.0,0.0,2.5475913763046263,-4.650333333015442,0.0,0.0
119,2.5146729946136475,-4.74,0.0,0.0,2.5520228147506714,-4.646999986966451,0.0,0.0
120,2.1973772048950195,-4.61,0.0,0.0,2.4810165723164874,-4.657999984423319,0.0,0.0
121,2.6981289386749268,-4.5,0.0,0.0,2.35494114557902,-4.685666640599568,0.0,0.0
122,4.412256717681885,-4.27,0.0,0.0,2.3511314074198406,-4.6903333028157554,0.0,0.0
123,1.9146239757537842,-4.76,0.0,0.0,2.346138660113017,-4.685999981562296,0.0,0.0
124,2.197949171066284,-4.79,0.0,0.0,2.3028458913167316,-4.692666641871134,0.0,0.0
125,1.1320419311523438,-5.0,0.0,0.0,2.2706398804982504,-4.703999980290731,0.0,0.0
126,1.3154923915863037,-4.98,0.0,0.0,2.2445565700531005,-4.714999977747599,0.0,0.0
127,2.9976539611816406,-4.48,0.0,0.0,2.253437050183614,-4.720999987920125,0.0,0.0
128,2.198469638824463,-4.65,0.0,0.0,2.2023955980936685,-4.721333328882853,0.0,0.0
129,4.463076114654541,-4.13,0.0,0.0,2.281763299306234,-4.700333325068156,0.0,0.0
130,1.9634873867034912,-4.7,0.0,0.0,2.256785241762797,-4.706999985376994,0.0,0.0
131,1.1319549083709717,-5.0,0.0,0.0,2.197932569185893,-4.721333312988281,0.0,0.0
132,1.3152189254760742,-4.98,0.0,0.0,2.125728948911031,-4.738666645685831,0.0,0.0
133,2.398074150085449,-4.59,0.0,0.0,2.1324296474456785,-4.736333322525025,0.0,0.0
134,2.180914878845215,-4.7,0.0,0.0,2.1257600863774617,-4.7396666526794435,0.0,0.0
135,2.183131217956543,-4.66,0.0,0.0,2.15248810450236,-4.729999987284343,0.0,0.0
136,2.6294193267822266,-4.64,0.0,0.0,2.2007025559743245,-4.719666655858358,0.0,0.0
137,2.1844875812530518,-4.6,0.0,0.0,2.2230063597361247,-4.720333321889242,0.0,0.0
138,1.1287672519683838,-5.0,0.0,0.0,2.1535252412160237,-4.737666654586792,0.0,0.0
139,1.4159741401672363,-4.94,0.0,0.0,2.1296752293904624,-4.743999989827474,0.0,0.0
140,1.9992430210113525,-4.71,0.0,0.0,2.123550279935201,-4.7413333257039385,0.0,0.0
141,4.312594890594482,-4.27,0.0,0.0,2.193549124399821,-4.7236666520436605,0.0,0.0
142,1.1311466693878174,-5.0,0.0,0.0,2.1935041189193725,-4.7236666520436605,0.0,0.0
143,1.1174352169036865,-4.65,0.0,0.0,2.182464321454366,-4.71299999554952,0.0,0.0
144,2.079807996749878,-4.6,0.0,0.0,2.1785135587056477,-4.70633331934611,0.0,0.0
145,1.1312918663024902,-5.0,0.0,0.0,2.125212303797404,-4.711999988555908,0.0,0.0
146,1.1359424591064453,-4.98,0.0,0.0,2.0637146472930907,-4.725666650136312,0.0,0.0
147,1.1291627883911133,-5.0,0.0,0.0,2.064174254735311,-4.727333323160807,0.0,0.0
148,1.1653294563293457,-4.94,0.0,0.0,2.0591709057490033,-4.728999996185303,0.0,0.0
149,3.580237865447998,-4.44,0.0,0.0,2.0946897347768147,-4.719000005722046,0.0,0.0
150,1.9149043560028076,-4.8,0.0,0.0,2.0852739731470744,-4.725333340962728,0.0,0.0
151,2.464106798171997,-4.36,0.0,0.0,2.0774732351303102,-4.720666678746541,0.0,0.0
152,1.1324162483215332,-4.95,0.0,0.0,1.968145219484965,-4.743333339691162,0.0,0.0
153,1.2325692176818848,-4.83,0.0,0.0,1.9454100608825684,-4.74566666285197,0.0,0.0
154,4.2128822803497314,-4.56,0.0,0.0,2.0125744978586835,-4.73799999554952,0.0,0.0
155,1.1320981979370117,-5.0,0.0,0.0,2.012576373418172,-4.73799999554952,0.0,0.0
156,1.4824655055999756,-4.82,0.0,0.0,2.0181421438852944,-4.73266666730245,0.0,0.0
157,2.2960355281829834,-4.71,0.0,0.0,1.9947548627853393,-4.740333334604899,0.0,0.0
158,2.1990339756011963,-4.61,0.0,0.0,1.9947736740112305,-4.739000002543132,0.0,0.0
159,4.295785903930664,-4.04,0.0,0.0,1.9891973336537678,-4.735999997456869,0.0,0.0
160,3.746368408203125,-4.3,0.0,0.0,2.048626701037089,-4.722666676839193,0.0,0.0
161,2.19742488861084,-4.7,0.0,0.0,2.0841423670450845,-4.712666670481364,0.0,0.0
162,1.999119520187378,-4.76,0.0,0.0,2.1069390535354615,-4.705333344141642,0.0,0.0
163,2.2802374362945557,-4.56,0.0,0.0,2.103011163075765,-4.7043333371480305,0.0,0.0
164,2.1655194759368896,-4.5099998,0.0,0.0,2.1024979829788206,-4.6980000019073485,0.0,0.0
165,3.4797770977020264,-4.37,0.0,0.0,2.1457195123036703,-4.6883333365122475,0.0,0.0
166,1.9985404014587402,-4.85,0.0,0.0,2.124690214792887,-4.695333337783813,0.0,0.0
167,1.1322503089904785,-5.0,0.0,0.0,2.0896156390508014,-4.708666674296061,0.0,0.0
168,2.3305962085723877,-4.55,0.0,0.0,2.129676604270935,-4.69366668065389,0.0,0.0
169,2.197852611541748,-4.84,0.0,0.0,2.1557392199834187,-4.690333350499471,0.0,0.0
170,2.1984782218933105,-4.7,0.0,0.0,2.1623803933461505,-4.690000009536743,0.0,0.0
171,1.1319665908813477,-5.0,0.0,0.0,2.0563594500223794,-4.714333343505859,0.0,0.0
172,3.4631693363189697,-4.54,0.0,0.0,2.1340935389200846,-4.699000008900961,0.0,0.0
173,1.9816505908966064,-4.76,0.0,0.0,2.162900718053182,-4.702666680018107,0.0,0.0
174,2.71427845954895,-4.64,0.0,0.0,2.1840497334798177,-4.704000012079875,0.0,0.0
175,4.2964184284210205,-4.22,0.0,0.0,2.2895539522171022,-4.678000005086263,0.0,0.0
176,2.1138558387756348,-4.84,0.0,0.0,2.3221510648727417,-4.673333342870077,0.0,0.0
177,2.9976186752319336,-4.55,0.0,0.0,2.3844329277674357,-4.658333349227905,0.0,0.0
178,1.1314184665679932,-5.0,0.0,0.0,2.3833025614420573,-4.660333347320557,0.0,0.0
179,2.8311550617218018,-4.62,0.0,0.0,2.358333134651184,-4.666333341598511,0.0,0.0
180,3.4797627925872803,-4.45,0.0,0.0,2.410495082537333,-4.6546666622161865,0.0,0.0
181,1.13234543800354,-5.0,0.0,0.0,2.3661030371983847,-4.675999991099039,0.0,0.0
182,1.315227746963501,-4.94,0.0,0.0,2.3721967538197837,-4.675666666030883,0.0,0.0
183,2.364438772201538,-4.79,0.0,0.0,2.4099257389704385,-4.674333333969116,0.0,0.0
184,3.613726854324341,-4.41,0.0,0.0,2.389953891436259,-4.669333330790201,0.0,0.0
185,4.295413017272949,-3.5800004,0.0,0.0,2.4953977187474568,-4.622000010808309,0.0,0.0
186,4.365999937057495,-4.13,0.0,0.0,2.591515533129374,-4.59900000890096,0.0,0.0
187,2.177908182144165,-4.65,0.0,0.0,2.58757795492808,-4.597000010808309,0.0,0.0
188,2.232363224029541,-4.85,0.0,0.0,2.588688929875692,-4.6050000031789144,0.0,0.0
189,2.0642924308776855,-4.75,0.0,0.0,2.514305814107259,-4.628666671117147,0.0,0.0
190,2.081510066986084,-4.47,0.0,0.0,2.458810536066691,-4.634333324432373,0.0,0.0
191,1.1314737796783447,-5.0,0.0,0.0,2.423278832435608,-4.644333330790202,0.0,0.0
192,1.3160741329193115,-4.94,0.0,0.0,2.4005106528600058,-4.650333325068156,0.0,0.0
193,1.981647253036499,-4.7,0.0,0.0,2.390557646751404,-4.654999987284342,0.0,0.0
194,2.393419027328491,-4.41,0.0,0.0,2.398154298464457,-4.651666657129923,0.0,0.0
195,3.2680227756500244,-4.51,0.0,0.0,2.391095821062724,-4.656333335240682,0.0,0.0
196,1.1320676803588867,-5.0,0.0,0.0,2.362213397026062,-4.661333338419596,0.0,0.0
197,1.9647777080535889,-4.52,0.0,0.0,2.389964310328166,-4.645333337783813,0.0,0.0
198,2.297365427017212,-4.8,0.0,0.0,2.38885661760966,-4.653666671117147,0.0,0.0
199,3.464212417602539,-4.36,0.0,0.0,2.4310686111450197,-4.637666670481364,0.0,0.0
200,2.4305777549743652,-4.69,0.0,0.0,2.438805262247721,-4.637333345413208,0.0,0.0
201,2.032236337661743,-4.61,0.0,0.0,2.468814253807068,-4.624333349863688,0.0,0.0
202,1.131680965423584,-5.0,0.0,0.0,2.391097974777222,-4.639666684468588,0.0,0.0
203,1.298461675643921,-4.93,0.0,0.0,2.3683250109354654,-4.645333337783813,0.0,0.0
204,2.014070510864258,-4.89,0.0,0.0,2.344984745979309,-4.653666671117147,0.0,0.0
205,1.133376121520996,-5.0,0.0,0.0,2.239550002415975,-4.679666678110759,0.0,0.0
206,1.1652114391326904,-4.98,0.0,0.0,2.207928522427877,-4.684333340326945,0.0,0.0
207,2.347295045852661,-4.94,0.0,0.0,2.1862510681152343,-4.697333335876465,0.0,0.0
208,2.514887571334839,-4.36,0.0,0.0,2.232366704940796,-4.676000006993612,0.0,0.0
209,2.064760684967041,-4.71,0.0,0.0,2.2068202257156373,-4.679000012079874,0.0,0.0
210,2.2309625148773193,-4.8,0.0,0.0,2.165193549791972,-4.690666691462199,0.0,0.0
211,2.480701208114624,-4.5,0.0,0.0,2.210138742129008,-4.674000024795532,0.0,0.0
212,4.396883964538574,-4.41,0.0,0.0,2.312860616048177,-4.656333351135254,0.0,0.0
213,2.1964828968048096,-4.65,0.0,0.0,2.307262086868286,-4.651666688919067,0.0,0.0
214,2.615128517150879,-4.55,0.0,0.0,2.273975475629171,-4.656333367029826,0.0,0.0
215,2.2146170139312744,-4.85,0.0,0.0,2.204615608851115,-4.698666683832804,0.0,0.0
216,2.198018789291382,-4.71,0.0,0.0,2.1323495705922446,-4.718000014623006,0.0,0.0
217,5.693974256515503,-4.08,0.0,0.0,2.249551773071289,-4.699000008900961,0.0,0.0
218,2.0991976261138916,-4.5099998,0.0,0.0,2.245112919807434,-4.687666670481364,0.0,0.0
219,1.132338523864746,-5.0,0.0,0.0,2.2140477895736694,-4.696000003814698,0.0,0.0
220,1.4142718315124512,-4.94,0.0,0.0,2.191806515057882,-4.711666679382324,0.0,0.0
221,5.2286107540130615,-4.04,0.0,0.0,2.3283777475357055,-4.679666678110759,0.0,0.0
222,2.630772829055786,-4.64,0.0,0.0,2.3722010374069216,-4.66966667175293,0.0,0.0
223,1.1334240436553955,-5.0,0.0,0.0,2.343926930427551,-4.679666678110759,0.0,0.0
224,1.3979804515838623,-4.94,0.0,0.0,2.310745644569397,-4.697333351771037,0.0,0.0
225,2.497025966644287,-4.69,0.0,0.0,2.2850457509358724,-4.703333346048991,0.0,0.0
226,2.599018096923828,-4.74,0.0,0.0,2.3339440981547037,-4.6946666717529295,0.0,0.0
227,1.9643936157226562,-4.7,0.0,0.0,2.333931295077006,-4.700666666030884,0.0,0.0
228,1.131432294845581,-5.0,0.0,0.0,2.2950668573379516,-4.707333326339722,0.0,0.0
229,1.2156217098236084,-4.93,0.0,0.0,2.220113833745321,-4.726333316167196,0.0,0.0
230,4.3960442543029785,-4.04,0.0,0.0,2.285629383722941,-4.7046666463216145,0.0,0.0
231,2.2818846702575684,-4.74,0.0,0.0,2.2939509948094687,-4.708999967575073,0.0,0.0
232,1.9804036617279053,-4.71,0.0,0.0,2.322241751352946,-4.699333302179972,0.0,0.0
233,3.64627742767334,-4.21,0.0,0.0,2.4005022764205934,-4.675333309173584,0.0,0.0
234,2.8146421909332275,-4.73,0.0,0.0,2.427187999089559,-4.669999980926514,0.0,0.0
235,1.9819045066833496,-4.71,0.0,0.0,2.4554722785949705,-4.660333315531413,0.0,0.0
236,2.2139153480529785,-4.85,0.0,0.0,2.49042907555898,-4.655999978383382,0.0,0.0
237,2.131671667098999,-4.8,0.0,0.0,2.483241629600525,-4.651333316167196,0.0,0.0
238,1.1320667266845703,-5.0,0.0,0.0,2.437147601445516,-4.6726666450500485,0.0,0.0
239,1.1657257080078125,-4.94,0.0,0.0,2.407179768880208,-4.680333312352499,0.0,0.0
240,3.6303858757019043,-4.5,0.0,0.0,2.453827214241028,-4.67033330599467,0.0,0.0
241,3.6456873416900635,-4.5,0.0,0.0,2.492660085360209,-4.67033330599467,0.0,0.0
242,4.179654836654663,-4.36,0.0,0.0,2.4854191144307456,-4.668666648864746,0.0,0.0
243,2.1811225414276123,-4.74,0.0,0.0,2.484907102584839,-4.671666638056437,0.0,0.0
244,2.181516170501709,-4.56,0.0,0.0,2.4704533576965333,-4.671999963124593,0.0,0.0
245,1.1321651935577393,-5.0,0.0,0.0,2.4343716303507485,-4.676999966303508,0.0,0.0
246,1.1985180377960205,-4.89,0.0,0.0,2.401054938634237,-4.682999960581461,0.0,0.0
247,3.1641459465026855,-4.47,0.0,0.0,2.316727328300476,-4.695999956130981,0.0,0.0
248,1.132164716720581,-5.0,0.0,0.0,2.2844928979873655,-4.712333297729492,0.0,0.0
249,1.298778772354126,-4.93,0.0,0.0,2.290040906270345,-4.709999958674113,0.0,0.0
250,6.244615077972412,-3.6600003,0.0,0.0,2.4510523478190103,-4.667333300908407,0.0,0.0
251,2.4132165908813477,-4.79,0.0,0.0,2.35720587571462,-4.692333300908406,0.0,0.0
252,2.032228469848633,-4.7,0.0,0.0,2.3372543970743815,-4.694333299001058,0.0,0.0
253,2.467210531234741,-4.73,0.0,0.0,2.38171394666036,-4.685333299636841,0.0,0.0
254,2.012277364730835,-4.81,0.0,0.0,2.4021905104319257,-4.68099996248881,0.0,0.0
255,2.331173896789551,-4.8,0.0,0.0,2.3966621081034343,-4.684666633605957,0.0,0.0
256,2.214834451675415,-4.88,0.0,0.0,2.3838559865951536,-4.689333311716715,0.0,0.0
257,3.4123151302337646,-4.55,0.0,0.0,2.4321200370788576,-4.684333324432373,0.0,0.0
258,1.1329553127288818,-5.0,0.0,0.0,2.432170804341634,-4.684333324432373,0.0,0.0
259,1.1318049430847168,-4.93,0.0,0.0,2.4293769121170046,-4.684333324432373,0.0,0.0
260,1.1160073280334473,-4.95,0.0,0.0,2.32004234790802,-4.714666652679443,0.0,0.0
261,2.315079689025879,-4.59,0.0,0.0,2.3211488485336305,-4.709666665395101,0.0,0.0
262,1.114593267440796,-4.95,0.0,0.0,2.2922885020573935,-4.717666657765706,0.0,0.0
263,1.1157946586608887,-4.97,0.0,0.0,2.207939076423645,-4.7429999828338625,0.0,0.0
264,2.614401340484619,-4.59,0.0,0.0,2.2012643814086914,-4.738333320617675,0.0,0.0
265,2.1975488662719727,-4.75,0.0,0.0,2.2084525267283124,-4.7396666526794435,0.0,0.0
266,2.1486151218414307,-4.56,0.0,0.0,2.2062758525212605,-4.729999987284343,0.0,0.0
267,3.130075216293335,-4.71,0.0,0.0,2.2395559708277384,-4.7269999821980795,0.0,0.0
268,3.4969334602355957,-4.64,0.0,0.0,2.318384861946106,-4.714999977747599,0.0,0.0
269,4.595263957977295,-4.31,0.0,0.0,2.4327028036117553,-4.693999973932902,0.0,0.0
270,4.164092779159546,-4.32,0.0,0.0,2.45049303372701,-4.687999979654948,0.0,0.0
271,2.7125234603881836,-4.6,0.0,0.0,2.4193875710169475,-4.691333309809367,0.0,0.0
272,2.0649726390838623,-4.89,0.0,0.0,2.348898164431254,-4.708999967575073,0.0,0.0
273,2.8138747215270996,-4.31,0.0,0.0,2.3699899037679035,-4.694666639963786,0.0,0.0
274,5.294654607772827,-4.4,0.0,0.0,2.4737611850102743,-4.689333311716715,0.0,0.0
275,1.899075984954834,-4.61,0.0,0.0,2.4993248780568442,-4.676333316167196,0.0,0.0
276,2.3975348472595215,-4.55,0.0,0.0,2.5392921050389607,-4.664999993642171,0.0,0.0
277,1.982177972793579,-4.66,0.0,0.0,2.4998931725819906,-4.671333328882853,0.0,0.0
278,2.1971006393432617,-4.84,0.0,0.0,2.5353910366694135,-4.6660000006357825,0.0,0.0
279,4.6289732456207275,-4.31,0.0,0.0,2.646397519111633,-4.645333337783813,0.0,0.0
280,2.49774169921875,-4.6,0.0,0.0,2.5215017398198447,-4.676666657129924,0.0,0.0
281,5.094996452331543,-4.14,0.0,0.0,2.6108944018681846,-4.654999987284342,0.0,0.0
282,4.612515926361084,-4.17,0.0,0.0,2.6969039837519326,-4.637333329518636,0.0,0.0
